Number,Sentence
128,하지만/MAJ 거기/NP 에/JKB 그치/VV
129,교사__09/NNG 거기/NP 에/JKB 약간/NNG 지도__09/NNG 되__01/VV
130,모순/NNG 속__01/NNG 에/JKB 찢기__01/VV 존재/NNG
131,정당__07/NNG 네티즌/NNG 공략__01/NNG 에/JKB 나서/VV
132,그녀/NP 대등/NNG 위치__01/NNG 에/JKB 달하/VV
133,등__01/NNG 올리브/NNG 갈색/NNG 에/JKB 암색__01/NNG 줄무늬/NNG 있/VV
134,사업__04/NNG 분명/MAG 정보__06/NNG 산업/NNG 핵심/NNG 에/JKB 속하__02/VV
135,모두/MAG 겁__05/NNG 에/JKB 질리__01/VV 얼굴/NNG
136,당숙/NNG 말__01/NNG 자신__02/NNG 에/JKB 차__01/VV
137,사람/NNG 또/MAJ 혼란/NNG 에/JKB 빠지__02/VV
138,여름날/NNG 사라/NNP 고민/NNG 에/JKB 빠지__02/VV
139,키스/NNG 에/JKB 응하/VV 그녀/NP 말__01/NNG
140,생각__01/NNG 에/JKB 잠기__02/VV 모양__02/NNG
141,열심히/MAG 공부__01/NNG 일__01/NNG 에/JKB 임하__02/VV
142,서쪽/NNG 에/JKB 빠지__02/VV 홍순정/NNP 씨/NNB
143,아빠/NNG 무엇/NP 생각__01/NNG 에/JKB 잠기__02/VV
144,만화__10/NNG 아동__02/NNG 정서__06/NNG 에/JKB 도움/NNG 되__01/VV
145,얼결/NNG 에/JKB 전두성/NNP 작명__01/NNG 하/VV
146,바칼로레아/NNG 논제/NNG 화두__04/NNG 에/JKB 가깝/VA
147,우리나라/NNG 산업/NNG 발전__01/NNG 에/JKB 도움/NNG 되__01/VV
148,자본주의/NNG 에/JKB 첫발/NNG 내디디/VV 헝가리/NNP
149,서스럼없/VA 사이__01/NNG 에/JKB
150,컴퓨터/NNG 프로그램/NNG 제작__02/NNG 에/JKB 비용__03/NNG 많이/MAG 들__01/VV
151,윤리/NNG 본질__02/NNG 자율/NNG 에/JKB 있/VV
152,경창종합학교/NNP 동료/NNG 수술비/NNG 모금/NNG 운동__02/NNG 에/JKB 나서/VV
153,그러나/MAJ 그것/NP 다만/MAG 생각__01/NNG 에/JKB 그치/VV
154,열쇠/NNG 상승__01/NNG 효과__01/NNG 에/JKB 있/VV
155,칼__01/NNG 그러나/MAJ 도구__10/NNG 에/JKB 그치/VV
156,세진/NNP 씨/NNB 상상__07/NNG 에/JKB 맡기/VV
157,그/NP 저/NP 얼결/NNG 에/JKB 안/VV
158,수비__05/NNG 모두/MAG 열세__02/NNG 마당/NNB 에/JKB 정공법/NNG 어렵/VA
159,여자__02/NNG 콤플렉스/NNG 에/JKB 빠지__02/VV
160,잠결/NNG 에/JKB 보__01/VV
161,지/NP 주제__01/NNG 에/JKB 별수__01/NNG 있/VV
162,훈련/NNG 에/JKB 방해__01/NNG 받__01/VV
163,희/VA 살갗/NNG 에/JKB 구멍새/NNG 큼직큼직/MAG
164,남편__01/NNG 목소리/NNG 에/JKB 잔뜩/MAG 화__06/NNG 나/VV
165,나/NP 초저녁/NNG 잠__01/NNG 에/JKB 빠지__02/VV
166,당뇨병/NNG 증상__01/NNG 에/JKB 가지/NNB 있/VV
167,편안__01/NNG 어둠/NNG 에/JKB 지나/VV
168,품이/NNP 이리저리__01/MAG 궁리__02/NNG 에/JKB 빠지__02/VV
169,발음__01/NNG 훼/NNG 에/JKB 가깝/VA
170,한마디/NNG 미혹/NNG 에/JKB 빠지__02/VV 거/NNB
171,지금__03/NNG 힘__01/NNG 에/JKB 겹/VA 인기__01/NNG 하락/NNG
172,그래서/MAJ 공항__02/NNG 풍속__01/NNG 에/JKB 한참/NNG 어둡/VA
173,근방__01/NNG 단정__09/NNG 에/JKB 뭣하/VA
174,그/NP 월말/NNG 전국__03/NNG 순회공연/NNG 에/JKB 들어가__01/VV
175,드디어/MAG 여행길/NNG 에/JKB 오르/VV
176,첫발/NNG 얼결/NNG 에/JKB 쏘__01/VV
177,부안중학교/NNP 아침/NNG 활기__02/NNG 에/JKB 넘치/VV
178,가끔/MAG 지수/NNP 생각__01/NNG 에/JKB 잠기__02/VV
179,불황__01/NNG 국면/NNG 에/JKB 빠지__02/VV
180,그러나/MAJ 아직/MAG 만족__01/NNG 에/JKB 이르__99/VV
181,예술/NNG 감각__02/NNG 세계__02/NNG 일자__03/NNG 에/JKB 더/MAG 가깝/VA
182,아직/MAG 해__01/NNG 중천__01/NNG 에/JKB 걸리__01/VV
183,정금/NNP 골똘히/MAG 생각__01/NNG 에/JKB 잠기__02/VV 눈치/NNG
184,남자__02/NNG 또/MAG 눈앞/NNG 현실__02/NNG 에/JKB 약하/VA
185,서연이/NNP 잠결/NNG 에/JKB 홀리/VV 듯/NNB
186,건석/NNP 얼떨결/NNG 에/JKB 봉지__06/NNG 열__02/VV
187,노이로제/NNG 또는/MAJ 과대망상/NNG 또는/MAJ 정신병/NNG 에/JKB 걸리__01/VV
188,마음__01/NNG 에/JKB 안/MAG 들__01/VV 모양__02/NNG
189,나/NP 주어지/VV 생활/NNG 에/JKB 너무/MAG
190,병신__03/NNG 주제__01/NNG 에/JKB 돈__01/NNG 훔치__02/VV
191,담배/NNG 못/MAG 피우__01/VV 주제__01/NNG 에/JKB
192,자기/NP 꾀/NNG 에/JKB 빠지__02/VV 말__05/NNG
193,자탄__03/NNG 속__01/NNG 에/JKB 해__01/NNG 저물/VV
194,자기/NP 기만__04/NNG 에/JKB 빠지__02/VV
195,시어머니/NNG 병치레/NNG 에/JKB 불평__01/NNG 번/NNB 없/VA
196,소용돌이/NNG 에/JKB 휘말리/VV 기분__01/NNG
197,그때/NNG 상담__01/NNG 교사__09/NNG 연민/NNG 에/JKB 젖__01/VV 목소리/NNG
198,밤__01/NNG 악몽/NNG 에/JKB 시달리/VV
199,술__01/NNG 관능/NNG 에/JKB 절__01/VV 밤공기/NNG
200,오히려/MAG 수학__05/NNG 직관__03/NNG 에/JKB 가깝/VA 거/NNB
201,더구나/MAJ 한국/NNP 기업__01/NNG 세무__04/NNG 사찰__06/NNG 에/JKB 약하/VA
202,가족__01/NNG 주부__03/NNG 음식/NNG 솜씨/NNG 에/JKB 길들이/VV
203,시민/NNG 오로지/MAG 현실__02/NNG 에/JKB 급하/VA 뿐/NNB
204,달러/NNB 에/JKB 달하/VV
205,그러나/MAJ 이/NP 그녀/NP 겸손/NNG 에/JKB 지나/VV
206,참으로/MAG 마음__01/NNG 에/JKB 꼬옥/MAG 들__01/VV 말__01/NNG
207,날밤__01/NNG 우리/NP 우연히/MAG 근무/NNG 편성조/NNG 에/JKB 들__01/VV
208,다행히/MAG 나/NP 상위__01/NNG 에/JKB 속하__02/VV
209,데뷔/NNG 정상__11/NNG 에/JKB 오르/VV
210,바이러스/NNG 에/JKB 걸리__01/VV 난__06/NNG 구제__01/NNG 불능/NNG
211,나/NP 꼭__03/MAG 같/VA 마음__01/NNG 에/JKB
212,태도__03/NNG 맘__01/NNG 에/JKB 들__01/VV
213,더구나/MAG 셋방/NNG 돌아다니/VV 터/NNB 에/JKB
214,언어__01/NNG 불감증/NNG 에/JKB 걸리__01/VV 것/NNB
215,내/NP 보__01/VV 세계__02/NNG 또한/MAG 허깨비__01/NNG 에/JKB 불과/MAG
216,콤플렉스/NNG 에/JKB 빠지__02/VV
