Number,Sentence
31,"/SS 본인/NNG 이/JKS 지금__03/MAG 집__01/NNG 에/JKB 없/VA 답니다/EF ./SF
32,어느/MM 날__01/NNG 동네/NNG 에/JKB 땅/NNG 꾼/XSN 이/JKS 하나/NR 들어오/VV 았/EP 습니다/EF ./SF
33,그/MM 길__01/NNG 에/JKB ᆫ/JX 가을__01/NNG 이/JKS 오/VV 고/EC 있/VX 었/EP 다/EF ./SF
34,소녀__02/NNG 의/JKG 오른쪽/NNG 무릎/NNG 에/JKB 핏방울/NNG 이/JKS 맺히/VV 었/EP 다/EF ./SF
35,얼굴/NNG 에/JKB 웃음/NNG 이/JKS 가득/MAG 담기__01/VV 었/EP 다/EF ./SF
36,여기/NP 에/JKB 도/JX 가끔/MAG 사회주의자/NNG 들/XSN 이/JKS 들어오/VV ᆫ다오/EF ./SF
37,눈__01/NNG 에/JKB 눈물__01/NNG 방울__01/NNG 이/JKS 매달리/VV 어/EC 있/VX 었/EP 다/EF ./SF
38,발밑/NNG 에/JKB 도/JX 낙엽/NNG 이/JKS 어지러히/MAG 흩어지/VV 어/EC 있/VX 었/EP 다/EF ./SF
39,소__09/NNG 내/NNB 에/JKB 긴장감/NNG 이/JKS 감돌/VV 기/ETN 시작__01/NNG 하/XSV 았/EP 다/EF ./SF
40,덕적도/NNP 에/JKB 는/JX 다방__02/NNG 이/JKS 없/VA 다/EF ./SF
41,해수욕장/NNG 에/JKB 범선/NNG (/SS 帆船/SH )/SS 이/JKS 하나/NR 띄/VV 었/EP 다/EF ./SF
42,유스호스텔/NNG 에/JKB 는/JX 거의/MAG 사람/NNG 이/JKS 없/VA 다/EF ./SF
43,그/NP 의/JKG 발밑/NNG 에/JKB 잔__03/NNG 이/JKS 떨어지/VV 었/EP 다/EF ./SF
44,문득/MAG 89/SN 년__02/NNB 여름__01/NNG 이/JKS 뇌리/NNG 속__01/NNG 에/JKB 떠오르/VV 았/EP 다/EF ./SF
45,바다/NNG 에/JKB 어둠/NNG 이/JKS 깔리__01/VV 고/EC 있/VX 다/EF ./SF
46,미선/NNP 이/JKS 계단__04/NNG 앞/NNG 에/JKB 우뚝/MAG 서/VV ᆫ/ETM 채__09/NNB ,/SP
47,지금__03/MAG 온/MM 동네/NNG 에/JKB 전쟁/NNG 이/JKS 붙/VV 었/EP 대요/EF ./SF "/SS
48,지까짓/MM 것/NNB 들/XSN 이/JKS 술집/NNG 에/JKB ᆯ/JKO 나가/VV 아/EC 보/VX 아/EF ./SF
49,방바닥/NNG 에/JKB 짜장면/NNG 두/MM 그릇/NNG 이/JKS 놓이/VV 어/EC 있/VX 었/EP 다/EF ./SF
50,"/SS 노형/NNG ,/SP 출선__01/NNG 이/JKS 바로/MAG 발등/NNG 에/JKB 떨어지/VV 었/EP 습니다요/EF ./SF
51,사실/MAG 나/NP ᆫ/JX 어학__02/NNG 에/JKB ᆫ/JX 소질__03/NNG 이/JKS 없/VA 어/EF ./SF
52,밤하늘/NNG 에/JKB 별/NNG 이/JKS 뜨__01/VV 어/EC 있/VX 었/EP 다/EF ./SF
53,딸__01/NNG 이/JKS 대학__01/NNG 에/JKB 입학/NNG 을/JKO 하/VV 았/EP 다/EF ./SF
54,그/NP 의/JKG 책상__01/NNG 위__01/NNG 에/JKB 가족사진/NNG 이/JKS 있/VV 다면/EC :/SP 아/IC !/SF
55,이런/MM 책__01/NNG 들/XSN 이/JKS 지금__03/MAG 우리/NP 곁/NNG 에/JKB 없/VA 다/EF ./SF
56,우리/NP 집__01/NNG 에/JKB ᆫ/JX 돈__01/NNG 이/JKS 없/VA 는걸/EC 뭐/IC ./SF "/SS
57,장__28/NNG 에/JKB 쌀/NNG 이/JKS 안/MAG 나오/VV ᆫ다/EF ./SF
58,그/MM 눈꼬리/NNG 에/JKB 눈물__01/NNG 이/JKS 맺히/VV 었/EP 다/EF ./SF
59,거리__01/NNG 에/JKB 저녁/NNG 어스름/NNG 이/JKS 덮이/VV 기/ETN 시작__01/NNG 하/XSV 았/EP 다/EF ./SF
60,산__01/NNG 이/JKS 눈앞/NNG 에/JKB 오/VV 아/EC 있/VX 었/EP 다/EF ./SF
61,손바닥/NNG ,/SP 발바닥/NNG 에/JKB 홍반/NNG 이/JKS 나타나/VV 기/ETN 도/JX 하/VX ᆫ다/EF ./SF
62,이마__01/NNG 에/JKB 땀__01/NNG 이/JKS 팍/MAG 솟__01/VV 았/EP 다/EF ./SF
63,지윤/NNP 의/JKG 눈__01/NNG 에/JKB 눈물__01/NNG 이/JKS 맺히/VV 었/EP 다/EF ./SF
64,물론/MAG 거기/NP 에/JKB 는/JX 건석/NNP 이/JKS 없/VA 었/EP 다/EF ./SF
65,직선__01/NNG 하천__02/NNG 의/JKG 바닥__01/NNG 에/JKB 는/JX 오염/NNG 물질__02/NNG 이/JKS 쌓이/VV ᆫ다/EF ./SF
66,손아귀/NNG 에/JKB 는/JX 땀__01/NNG 이/JKS 하나/NR 가득/MAG 배어나/VV 았/EP 다/EF ./SF
67,집__01/NNG 에/JKB 는/JX 책__01/NNG 이/JKS 없/VA 었/EP 다/EF ./SF
68,교실/NNG 에/JKB 자신__01/NNG 이/JKS 서/VV 어/EC 있/VX 다고/EC 생각__01/NNG 하/XSV 아라/EF ./SF
69,그/MM 사람/NNG 이/JKS 한국/NNP 에/JKB 오/VV 아/EC 있/VX 다고/EF ./SF
70,유스호스텔/NNP 에/JKB 는/JX 거의/MAG 사람/NNG 이/JKS 없/VA 다/EF ./SF
71,-/SS 한국/NNP 에/JKB 대하__02/VV ᆫ/ETM 인상__06/NNG 은/JX ./SF
72,성진/NNP 이/JKS 그녀/NP 앞/NNG 에/JKB 마주/MAG 앉/VV 았/EP 다/EF ./SF
73,눈__01/NNG 에/JKB 눈물__01/NNG 방울__01/NNG 이/JKS 맺히/VV 었/EP 어/EF ./SF
74,바다/NNG 에/JKB 는/JX 섬__03/NNG 이/JKS 뜨__01/VV 어/EC 있/VX 지/EC 않/VX 은가/EF ./SF
75,영구/NNP 는/JX 전신__01/NNG 에/JKB 땀__01/NNG 이/JKS 흠뻑/MAG 나/VV 았/EP 다/EF ./SF
76,미루나무/NNG 꼭대기/NNG 에/JKB 조각__01/NNG 구름__01/NNG 이/JKS 걸리__01/VV 어/EC 있/VX 네/EF ./SF
77,"/SS 코스닥/NNG 시장__04/NNG 에/JKB 외국__02/NNG 자금__08/NNG 이/JKS 얼마나/MAG 들어오/VV ᆯ까/EF ?/SF "/SS
78,세상__01/NNG 에/JKB 이런/MM 음식점/NNG 이/JKS 있/VV 었/EP 나/EC 싶/VX 었/EP 다/EF ./SF
79,그런데/MAJ 나/NP 의/JKG 방__07/NNG 에/JKB 는/JX 텔레비전/NNG 이/JKS 잘/MAG 나오/VV 아요/EF ./SF
80,"/SS 그런데/MAJ 그/MM 교회__02/NNG 에/JKB ᆫ/JX 커튼/NNG 이/JKS 없/VA 었/EP 대요/EF ./SF
81,눈앞/NNG 에/JKB 갑자기/MAG 트럭/NNG 이/JKS 나타나/VV 더라구요/EF ./SF
82,집__01/NNG 에/JKB 돈__01/NNG 이/JKS 없/VA 어서/EC 가/JKC 아니/VCN 다/EF ./SF
83,눈__01/NNG 에/JKB 눈물__01/NNG 방울__01/NNG 이/JKS 맺히/VV 어/EC 있/VX 었/EP 습니다/EF ./SF
84,생명/NNG 이/JKS 없이/MAG 우주__02/NNG 에/JKB 는/JX 영광__01/NNG 이/JKS 없/VA 다/EF ./SF
85,우리/NP 집__01/NNG 에/JKB 는/JX 절대로/MAG 없/VA 어/EF ./SF "/SS
86,그런데/MAJ 과일__01/NNG 이/JKS 시장__04/NNG 에/JKB 없/VA 었/EP 다/EF ./SF
87,그/MM 징검다리__01/NNG 건너편/NNG 에/JKB ᆫ/JX 무엇/NP 이/JKS 남/VV 아/EC 있/VX 을까/EF ./SF
88,"/SS 그/MM 어느/MM 곳__01/NNG 에/JKB 도/JX 전망__03/NNG 이/JKS 없/VA 어/EF ./SF
89,방__07/NNG 안__01/NNG 에/JKB 는/JX 아기__01/NNG 들/XSN 이/JKS 없/VA 었/EP 다/EF ./SF
90,감성__02/NNG 적/XSN 욕구/NNG 에/JKB ᆫ/JX 한__06/NNG 이/JKS 없/VA 다/EF ./SF
91,하지만/MAJ 논술/NNG 에/JKB 는/JX 그런/MM 것/NNB 이/JKS 없/VA 다/EF ./SF
92,이따금/MAG 금녀/NNP 앞/NNG 에/JKB 동전__05/NNG 이/JKS 떨어지/VV 곤/EC 하/VX 았/EP 습니다/EF ./SF
93,호길/NNP 이/JKS 동상__09/NNG 위__01/NNG 에/JKB 서/VV 어/EC 있/VX 었/EP 다/EF ./SF
94,지금__03/MAG 그/MM 사람/NNG 이/JKS 아래층/NNG 에/JKB 오/VV 아/EC 있/VX 어요/EF ./SF "/SS
95,머리__01/NNG 위__01/NNG 에/JKB 구름__01/NNG 이/JKS 고기__01/NNG 비늘__01/NNG 같/VA 다/EF ./SF
96,그/NP 의/JKG 눈__01/NNG 에/JKB 도/JX 눈물__01/NNG 이/JKS 맺히/VV 었/EP 다/EF ./SF
97,두/MM 다리__01/NNG 에/JKB 맥__01/NNG 이/JKS 탁/MAG 풀리/VV 었/EP 다/EF ./SF
98,대/XPN 공원__03/NNG 앞/NNG 에/JKB 도/JX 사람/NNG 들/XSN 이/JKS 붐비/VV 었/EP 습니다/EF ./SF
99,원장__07/NNG 의/JKG 얼굴/NNG 에/JKB 빙그레/MAG 웃음/NNG 이/JKS 어리/VV 었/EP 다/EF ./SF
100,마을__01/NNG 에/JKB 불__01/NNG 이/JKS 나/VV 았/EP 다/EF ./SF
101,지금__03/MAG 돈__01/NNG 이/JKS 눈앞/NNG 에/JKB 매달리/VV 어/EC 있/VX 다/EF ./SF '/SS
102,유리창/NNG 에/JKB 빗물/NNG 이/JKS 흘러내리/VV 고/EC 있/VX 었/EP 다/EF ./SF
103,손__01/NNG 에/JKB 땟국물/NNG 이/JKS 잔뜩/MAG 묻__01/VV 어/EC 있/VX 다/EF ./SF
104,달빛/NNG 이/JKS 바다/NNG 위__01/NNG 에/JKB 기름__01/NNG 처럼/JKB 깔리__01/VV 었/EP 다/EF ./SF
105,하늘/NNG 에/JKB 는/JX 별/NNG 이/JKS 총총__01/MAG 빛나/VV 고/EC 있/VX 었/EP 다/EF ./SF
106,그저/MAG '/SS 어느/MM 이웃/NNG 에/JKB 불__01/NNG 이/JKS 나/VV 았/EP 군/EF ./SF
107,그리고/MAJ 앞/NNG 에/JKB 두/MM 갈래/NNG 터널/NNG 이/JKS 나타나/VV 았/EP 다/EF ./SF
108,미국/NNP 에/JKB ᆫ/JX 눈__04/NNG 이/JKS 되게/MAG 많이/MAG 오/VV 았/EP 다/EF ./SF "/SS
109,눈앞/NNG 에/JKB 해미/NNP 의/JKG 얼굴/NNG 이/JKS 나타나/VV 았/EP 다/EF ./SF
110,남편__01/NNG 이/JKS 좌판/NNG 에/JKB 털썩/MAG 주저앉/VV 았/EP 다/EF ./SF
111,"/SS 옆/NNG 동네/NNG 에/JKB 불__01/NNG 이/JKS 나/VV 았/EP 다/EF ./SF "/SS
112,이/MM 빈촌/NNG 에/JKB 는/JX 도적__01/NNG 이/JKS 없/VA 다/EF ./SF
113,그러므로/MAJ 이야기/NNG 조사__30/NNG 세계__02/NNG 에/JKB 는/JX 내일/NNG 은/JX 없/VA 다/EF ./SF
114,해숙/NNP 이/JKS 그/NP 의/JKG 맞은편/NNG 에/JKB 앉/VV 았/EP 다/EF ./SF
115,참으로/MAG 뜻밖/NNG 의/JKG 일__01/NNG 이/JKS 텔레비전/NNG 화면__05/NNG 에/JKB 나타나/VV 았/EP 습니다/EF ./SF
116,그/MM 얼굴/NNG 이/JKS 금방/MAG 눈앞/NNG 에/JKB 보이__01/VV 듯/EC 하/VX 았/EP 다/EF ./SF
117,치악산/NNP 골짜기__01/NNG 에/JKB 다시/MAG 봄/NNG 이/JKS 오/VV 고/EC 있/VX 었/EP 습니다/EF ./SF
118,거기/NP 에/JKB 는/JX 방__07/NNG 이/JKS 또/MAG 하나/NR 가/JKS 있/VV 었/EP 다/EF ./SF
119,갈론마을/NNP 에/JKB 민박/NNG 집__01/NNG 이/JKS 세/MM 집__01/NNG 있/VV 다/EF ./SF
120,사이렌/NNG 만/JX 이/JKS 세상__01/NNG 에/JKB 남/VV 아/EC 있/VX 었/EP 다/EF ./SF
121,무대__06/NNG 에/JKB 불__01/NNG 이/JKS 들어오/VV 았/EP 다/EF ./SF
122,안__01/NNG 에/JKB 는/JX 계장__03/NNG 이/JKS 오/VV 아/EC 있/VX 어/EF ./SF "/SS
123,도회__01/NNG 에/JKB 는/JX 초록__02/NNG 이/JKS 드물/VA 다/EF ./SF
124,가을__01/NNG 벌레__01/NNG 들/XSN 의/JKG 울음/NNG 이/JKS 길가/NNG 에/JKB 자지러지/VV 었/EP 다/EF ./SF
125,거기/NP 에/JKB 는/JX 진정/MAG 인간__01/NNG 이/JKS 없/VA 다/EF ./SF
126,맴/NNG 이/JKS 콩밭/NNG 에/JKB 가/VV 아/EC 있/VX 는겨/EF ./SF "/SS
127,우리/NP 사이__01/NNG 에/JKB ᆫ/JX 꿈__01/NNG 이/JKS 없/VA 었/EP 다/EF ./SF
128,우선/MAG 우리나라/NNG 의/JKG 수도__09/NNG 서울/NNP 에/JKB 시립__01/NNG 박물관/NNG 이/JKS 없/VA 다/EF ./SF
129,이/MM 관계__05/NNG 에/JKB ᆫ/JX 우선/MAG 장래/NNG 성/XSN 이/JKS 없/VA 어/EF ./SF
130,서창__03/NNG 에/JKB 달빛/NNG 이/JKS 앉/VV 아/EC 있/VX 었/EP 다/EF ./SF
131,얼굴/NNG 에/JKB 도/JX 표정__03/NNG 이/JKS 없/VA 었/EP 다/EF ./SF
132,삼촌/NNG 이/JKS 우리/NP 집__01/NNG 에/JKB 놀/VV 러/EC 오/VX 았/EP 다/EF ./SF
133,아래층/NNG 에/JKB 는/JX 창길/NNP 이/JKS 또/MAG 오/VV 아/EC 있/VX 었/EP 다/EF ./SF
134,똘뽀/NNP 가/JKS 어디/NP 쯤/XSN 에/JKB 있/VV 는/ETM 마을__01/NNG 이/VCP 죠/EF ?/SF "/SS
135,여기/NP 에/JKB 는/JX 반드시/MAG 야리꾸리/NNG 가/JKS 있/VV 읍니다요/EF ./SF
136,여기/NP 대곡/NNP 에/JKB 는/JX 요즘/NNG 장차__88/NNG 도/JX 잘/MAG 안/MAG 들어오/VV ᆫ다/EF ./SF
137,우리/NP 집__01/NNG 옆/NNG 에/JKB 는/JX 빵__01/NNG 공장__02/NNG 이/JKS 있/VV 었/EP 다/EF ./SF
138,박연/NNP 폭포/NNG 1/SN 경기도/NNP 개풍군/NNP 에/JKB 있/VV 는/ETM 폭포/NNG ./SF
139,전화기/NNG 가/JKS 코앞/NNG 에/JKB 있/VV 었/EP 다/EF ./SF
140,여기/NP 에/JKB 는/JX 두/MM 가지/NNB 의/JKG 문제__06/NNG 가/JKS 생기/VV ᆫ다/EF ./SF
141,탁자__01/NNG 앞/NNG 에/JKB 앉/VV 았/EP 다/EF ./SF
142,그/NP 는/JX 강__01/NNG 건너__01/NNG 에/JKB 있/VV 다/EF ./SF
143,봉화군/NNP 경상/NNP 북도/NNG 북쪽/NNG 끝__01/NNG 에/JKB 있/VV 는/ETM 군__06/NNG ./SF
144,자리__01/NNG 에/JKB 없/VA 었/EP 으면/EC 하/VX 았/EP 는데/EC …/SE …/SE ./SF
145,어느덧/MAG 중견__01/NNG 배우__01/NNG 의/JKG 위치__01/NNG 에/JKB 서/VV ᆫ/ETM 이덕화/NNP ./SF
146,집__01/NNG 에/JKB 있/VV 지/EF ./SF "/SS
147,이른바/MAG '/SS 현대/NNG '/SS 에/JKB 살__01/VV 고/EC 있/VX 습니다/EF ./SF
148,내/NP 댁/NNG 에/JKB 같/VA 은/ETM 십장/NNG 은/JX 처음/NNG 이/VCP 오/EF ./SF
149,"/SS 이__05/MM 근처/NNG 에/JKB 있/VV 는/ETM 마을__01/NNG 이름/NNG 이/VCP 지/EF ./SF
150,당나귀/NNG 의/JKG 코끝/NNG 에/JKB 홍당무/NNG 를/JKO 매달/VV 아/EC 놓/VX 는다/EF ./SF
151,길거리/NNG 에/JKB 울긋불긋/MAG 쏟아지/VV 는/ETM 싸구려/NNG 스캔들/NNG ./SF
152,여인__02/NNG (/SS 旅人/SH )/SS 은/JX 이곳/NP 에/JKB 오/VV 지/EC 않/VX 는다/EF ./SF
153,그/NP 의/JKG 화실__04/NNG 은/JX 신촌/NNP 에/JKB 있/VV 다/EF ./SF
154,침묵/NNG 속__01/NNG 에/JKB 갇히/VV 어/EC 있/VX 던/ETM 자폐아/NNG 라운/NNP ./SF
155,여자__02/NNG 의/JKG 모든/MM 것/NNB 은/JX 그/MM 구멍/NNG 안__01/NNG 에/JKB 있/VV 다/EF ./SF
156,그리고/MAJ 금세/MAG 몸__01/NNG 속__01/NNG 에/JKB 불__01/NNG 을/JKO 놓__01/VV 았/EP 다/EF ./SF
157,이런/MM 소문__02/NNG 이/JKS 주위/NNG 에/JKB 퍼지/VV ᆫ다/EF ./SF
158,"/SS 벌써/MAG 과일__01/NNG 을/JKO 불전__03/NNG 에/JKB 올리__01/VV 시/EP 려고요/EF ?/SF "/SS
159,그/NP 의/JKG 눈앞/NNG 에/JKB 보이__01/VV 는/ETM 이/MM 거위__01/NNG 한/MM 쌍__02/NNG !/SF
160,➀/SW 아침/NNG 하늘/NNG 에/JKB 까치__01/NNG 가/JKS 울__01/VV 고/EC 있/VX 다/EF ./SF
161,형__01/NNG 은/JX 어디/NP 에/JKB 도/JX 없/VA 었/EP 다/EF ./SF
162,바다/NNG 에/JKB 버리__01/VV 는/ETM 방법/NNG 도/JX 고려__01/NNG 되/XSV 고/EC 있/VX 다/EF ./SF
163,앙코르톰/NNP 에/JKB 는/JX 이런/MM 고프라/NNG 가/JKS 모두/MAG 다섯/NR 개/NNB 있/VV 다/EF ./SF
164,우현이/NNP 는/JX 이/MM 자리__01/NNG 에/JKB 쓰러지/VV 어/EC 있/VX 었/EP 다/EF ./SF
165,그/NP 가/JKS 저/NP 의/JKG 앞/NNG 에/JKB 있/VV 는/ETM 것/NNB 이/VCP ᄇ니다/EF ./SF
166,한국/NNP 에/JKB 는/JX 장/NNP 씨/NNB 성__06/NNG 이/JKS 있/VV 단다/EF ./SF
167,4/SN 이/MM 마을__01/NNG 에/JKB 는/JX 신문__10/NNG 도/JX 오/VV 지/EC 않/VX 는다/EF ./SF
168,"/SS 식탁/NNG 에/JKB 밥__01/NNG 차리/VV 어/EC 놓/VX 았/EP 다고/EF ./SF
169,질통__01/NNG 을/JKO 머리__01/NNG 에/JKB 심__01/VV 어/EF !/SF
170,다시/MAG 한/MM 번/NNB 무대__06/NNG 위__01/NNG 에/JKB 서/VV 고/EC 싶/VX 다/EF ./SF
171,방__07/NNG 안__01/NNG 에/JKB 는/JX 경대__04/NNG 하나/NR 없/VA 었/EP 다/EF ./SF
172,인근/NNG 에/JKB 석탄/NNG 박물관/NNG ,/SP 성주산/NNP 휴양림/NNG 등__05/NNB 이/JKS 있/VV 다/EF ./SF
173,그녀/NP 는/JX 나/NP 의/JKG 곁/NNG 에/JKB 있/VV 었/EP 다/EF ./SF
174,-/SS -/SS 사이__01/NNG ,/SP 머릿속/NNG 에/JKB 마른번개/NNG 가/JKS 치__02/VV 는/ETM ./SF
175,뒤쪽__01/NNG 에/JKB 금강산/NNP 경치__02/NNG 도/JX 기__13/NNG 가/JKS 맥히/VV 더라/EF ./SF
176,나/NP 는/JX 편지__02/NNG 봉투__02/NNG 를/JKO 그녀/NP 앞/NNG 에/JKB 내놓/VV 았/EP 다/EF ./SF
177,제/NP 가/JKS 문화원/NNG l/SL 층__02/NNG 라운지/NNG 에/JKB 서/VV 어/EC 있/VX 더군요/EF ./SF
178,밴쿠버/NNP 캐나다/NNP 남서부/NNG 의/JKG 태평양/NNP 연안__02/NNG 에/JKB 있/VV 는/ETM 항구__03/NNG 도시__03/NNG ./SF
179,"/SS 하늘/NNG 에/JKB 있/VV 는/ETM 별/NNG 이/VCP 에요/EF ./SF "/SS
180,옥상__03/NNG 에/JKB 올라가/VV 니까/EC 딴/MM 세상__01/NNG 이/VCP 었/EP 다/EF ./SF
181,"/SS 지금__03/MAG 막__01/MAG 우리/NP 사랑방/NNG 에/JKB 들어가__01/VV 았/EP 어/EF ./SF "/SS
182,나/NP 는/JX 다시/MAG 바닥__01/NNG 에/JKB 눕__01/VV 는다/EF ./SF
183,아직/MAG 도/JX 이곳/NP 벌교/NNP 바닥__01/NNG 에/JKB 살__01/VV 는지/EC 어쩐지/MAG ./SF
184,「/SS 송/NNP 군/NNB ,/SP 밖/NNG 에/JKB 송/NNP 군/NNB 있/VV 나/EF ?/SF 」/SS
185,정__10/NNG 과/JC 사__14/NNG 의/JKG 갈림길/NNG 에/JKB 우뚝/MAG 서/VV ᆫ/ETM 나/NP !/SF
186,마르코폴로/NNP 에/JKB 내리/VV 었/EP 다/EF ./SF
187,녀석/NNB 들/XSN 앞/NNG 에/JKB 자퇴서/NNG 를/JKO 내밀/VV 었/EP 다/EF ./SF
188,이__05/MM 근처/NNG 에/JKB 사/VV 시/EP 나요/EF ?/SF
189,우리/NP 의/JKG 전신__01/NNG 全身/SH 이/JKS TV/SL 속__01/NNG 에/JKB 있/VV 다/EF ./SF
190,공자/NNP 사상__15/NNG 에/JKB 는/JX 내세__01/NNG 가/JKS 없/VA 습니다/EF ./SF
191,산지촌/NNG 산지/NNG 에/JKB 모이/VV 어/EC 있/VX 는/ETM 마을__01/NNG ./SF
192,요즘/NNG 시장__04/NNG 에/JKB 나가/VV 아서/EC 같이/MAG 일__01/NNG 하/XSV ᆫ대요/EF ./SF "/SS
193,숲__01/NNG 속__01/NNG 에/JKB 살__01/VV 는/ETM 코알라/NNG
194,둘/NR 다/MAG 얼굴/NNG 에/JKB 상처__02/NNG 자국__01/NNG 이/JKS 많/VA 았/EP 다/EF ./SF
195,과연__01/MAG 이/MM 우주__02/NNG 에/JKB 는/JX 끝/NNG 이/JKS 있/VV 을까요/EF ?/SF
196,아직/MAG 안__01/NNG 에/JKB 있/VV 어/EF ./SF "/SS
197,탁자__01/NNG 에/JKB ᆫ/JX 촛불/NNG 이/JKS 켜__01/VV 어/EC 있/VX 다/EF ./SF
198,우리/NP 집__01/NNG 은/JX 골목__01/NNG 어귀__01/NNG 에/JKB 있/VV 었/EP 어/EF ./SF
199,형기/NNP 의/JKG 얼굴/NNG 에/JKB 잠깐/MAG 미소__05/NNG 가/JKS 번지__01/VV 었/EP 다/EF ./SF
200,우리/NP 집__01/NNG 옆/NNG 에/JKB 는/JX 낭기/NNP 저거/NP 집__01/NNG 이/JKS 있/VV 다/EF ./SF
201,담배/NNG 는/JX 책__01/NNG 옆/NNG 에/JKB 얌전히/MAG 있/VV 었/EP 다/EF ./SF
202,"/SS 사랑__01/NNG 에/JKB 누구/NP 가/JKS 오/VV 았/EP 니/EF ?/SF "/SS
203,영호/NNP :/SP 가장__01/MAG 기억/NNG 에/JKB 남/VV 는/ETM 일__01/NNG 은/JX ?/SF
204,그/NP 들/XSN 은/JX 손__01/NNG 에/JKB 우산__01/NNG 을/JKO 들__04/VV 고/EC 있/VX 다/EF ./SF
205,사모예드족/NNP 소련/NNP 의/JKG 시베리아/NNP 북서부/NNG 에/JKB 살__01/VV 는/ETM 수렵/NNG ,/SP 목축민/NNG ./SF
