Number,Sentence
35,얼굴/NNG 에/JKB 웃음/NNG 가득/MAG 담기__01/VV
36,여기/NP 에/JKB 가끔/MAG 사회주의자/NNG 들어오/VV
37,눈__01/NNG 에/JKB 눈물__01/NNG 방울__01/NNG 매달리/VV
38,발밑/NNG 에/JKB 낙엽/NNG 어지러히/MAG 흩어지/VV
39,소__09/NNG 내/NNB 에/JKB 긴장감/NNG 감돌/VV 시작__01/NNG
40,덕적도/NNP 에/JKB 다방__02/NNG 없/VA
41,해수욕장/NNG 에/JKB 범선/NNG 하나/NR 띄/VV
42,유스호스텔/NNG 에/JKB 거의/MAG 사람/NNG 없/VA
43,그/NP 발밑/NNG 에/JKB 잔__03/NNG 떨어지/VV
44,문득/MAG 년__02/NNB 여름__01/NNG 뇌리/NNG 속__01/NNG 에/JKB 떠오르/VV
45,바다/NNG 에/JKB 어둠/NNG 깔리__01/VV
46,미선/NNP 계단__04/NNG 앞/NNG 에/JKB 우뚝/MAG 서/VV 채__09/NNB
47,지금__03/MAG 동네/NNG 에/JKB 전쟁/NNG 붙/VV
48,것/NNB 술집/NNG 에/JKB 나가/VV
49,방바닥/NNG 에/JKB 짜장면/NNG 그릇/NNG 놓이/VV
50,노형/NNG 출선__01/NNG 바로/MAG 발등/NNG 에/JKB 떨어지/VV
51,사실/MAG 나/NP 어학__02/NNG 에/JKB 소질__03/NNG 없/VA
52,밤하늘/NNG 에/JKB 별/NNG 뜨__01/VV
53,딸__01/NNG 대학__01/NNG 에/JKB 입학/NNG 하/VV
54,그/NP 책상__01/NNG 위__01/NNG 에/JKB 가족사진/NNG 있/VV
55,책__01/NNG 지금__03/MAG 우리/NP 곁/NNG 에/JKB 없/VA
56,우리/NP 집__01/NNG 에/JKB 돈__01/NNG 없/VA
57,장__28/NNG 에/JKB 쌀/NNG 안/MAG 나오/VV
58,눈꼬리/NNG 에/JKB 눈물__01/NNG 맺히/VV
59,거리__01/NNG 에/JKB 저녁/NNG 어스름/NNG 덮이/VV 시작__01/NNG
60,산__01/NNG 눈앞/NNG 에/JKB 오/VV
61,손바닥/NNG 발바닥/NNG 에/JKB 홍반/NNG 나타나/VV
62,이마__01/NNG 에/JKB 땀__01/NNG 팍/MAG 솟__01/VV
63,지윤/NNP 눈__01/NNG 에/JKB 눈물__01/NNG 맺히/VV
64,물론/MAG 거기/NP 에/JKB 건석/NNP 없/VA
65,직선__01/NNG 하천__02/NNG 바닥__01/NNG 에/JKB 오염/NNG 물질__02/NNG 쌓이/VV
66,손아귀/NNG 에/JKB 땀__01/NNG 하나/NR 가득/MAG 배어나/VV
67,집__01/NNG 에/JKB 책__01/NNG 없/VA
68,교실/NNG 에/JKB 자신__01/NNG 서/VV 생각__01/NNG
69,사람/NNG 한국/NNP 에/JKB 오/VV
70,유스호스텔/NNP 에/JKB 거의/MAG 사람/NNG 없/VA
71,한국/NNP 에/JKB 대하__02/VV 인상__06/NNG
72,성진/NNP 그녀/NP 앞/NNG 에/JKB 마주/MAG 앉/VV
73,눈__01/NNG 에/JKB 눈물__01/NNG 방울__01/NNG 맺히/VV
74,바다/NNG 에/JKB 섬__03/NNG 뜨__01/VV
75,영구/NNP 전신__01/NNG 에/JKB 땀__01/NNG 흠뻑/MAG 나/VV
76,미루나무/NNG 꼭대기/NNG 에/JKB 조각__01/NNG 구름__01/NNG 걸리__01/VV
77,코스닥/NNG 시장__04/NNG 에/JKB 외국__02/NNG 자금__08/NNG 얼마나/MAG 들어오/VV
78,세상__01/NNG 에/JKB 음식점/NNG 있/VV
79,그런데/MAJ 나/NP 방__07/NNG 에/JKB 텔레비전/NNG 잘/MAG 나오/VV
80,그런데/MAJ 교회__02/NNG 에/JKB 커튼/NNG 없/VA
81,눈앞/NNG 에/JKB 갑자기/MAG 트럭/NNG 나타나/VV
82,집__01/NNG 에/JKB 돈__01/NNG 없/VA
83,눈__01/NNG 에/JKB 눈물__01/NNG 방울__01/NNG 맺히/VV
84,생명/NNG 없이/MAG 우주__02/NNG 에/JKB 영광__01/NNG 없/VA
85,우리/NP 집__01/NNG 에/JKB 절대로/MAG 없/VA
86,그런데/MAJ 과일__01/NNG 시장__04/NNG 에/JKB 없/VA
87,징검다리__01/NNG 건너편/NNG 에/JKB 무엇/NP 남/VV
88,곳__01/NNG 에/JKB 전망__03/NNG 없/VA
89,방__07/NNG 안__01/NNG 에/JKB 아기__01/NNG 없/VA
90,감성__02/NNG 욕구/NNG 에/JKB 한__06/NNG 없/VA
91,하지만/MAJ 논술/NNG 에/JKB 것/NNB 없/VA
92,이따금/MAG 금녀/NNP 앞/NNG 에/JKB 동전__05/NNG 떨어지/VV
93,호길/NNP 동상__09/NNG 위__01/NNG 에/JKB 서/VV
94,지금__03/MAG 사람/NNG 아래층/NNG 에/JKB 오/VV
95,머리__01/NNG 위__01/NNG 에/JKB 구름__01/NNG 고기__01/NNG 비늘__01/NNG 같/VA
96,그/NP 눈__01/NNG 에/JKB 눈물__01/NNG 맺히/VV
97,다리__01/NNG 에/JKB 맥__01/NNG 탁/MAG 풀리/VV
98,공원__03/NNG 앞/NNG 에/JKB 사람/NNG 붐비/VV
99,원장__07/NNG 얼굴/NNG 에/JKB 빙그레/MAG 웃음/NNG 어리/VV
100,마을__01/NNG 에/JKB 불__01/NNG 나/VV
101,지금__03/MAG 돈__01/NNG 눈앞/NNG 에/JKB 매달리/VV
102,유리창/NNG 에/JKB 빗물/NNG 흘러내리/VV
103,손__01/NNG 에/JKB 땟국물/NNG 잔뜩/MAG 묻__01/VV
104,달빛/NNG 바다/NNG 위__01/NNG 에/JKB 기름__01/NNG 깔리__01/VV
105,하늘/NNG 에/JKB 별/NNG 총총__01/MAG 빛나/VV
106,그저/MAG 이웃/NNG 에/JKB 불__01/NNG 나/VV
107,그리고/MAJ 앞/NNG 에/JKB 갈래/NNG 터널/NNG 나타나/VV
108,미국/NNP 에/JKB 눈__04/NNG 되게/MAG 많이/MAG 오/VV
109,눈앞/NNG 에/JKB 해미/NNP 얼굴/NNG 나타나/VV
110,남편__01/NNG 좌판/NNG 에/JKB 털썩/MAG 주저앉/VV
111,옆/NNG 동네/NNG 에/JKB 불__01/NNG 나/VV
112,빈촌/NNG 에/JKB 도적__01/NNG 없/VA
113,그러므로/MAJ 이야기/NNG 조사__30/NNG 세계__02/NNG 에/JKB 내일/NNG 없/VA
114,해숙/NNP 그/NP 맞은편/NNG 에/JKB 앉/VV
115,참으로/MAG 뜻밖/NNG 일__01/NNG 텔레비전/NNG 화면__05/NNG 에/JKB 나타나/VV
116,얼굴/NNG 금방/MAG 눈앞/NNG 에/JKB 보이__01/VV
117,치악산/NNP 골짜기__01/NNG 에/JKB 다시/MAG 봄/NNG 오/VV
118,거기/NP 에/JKB 방__07/NNG 또/MAG 하나/NR 있/VV
119,갈론마을/NNP 에/JKB 민박/NNG 집__01/NNG 집__01/NNG 있/VV
120,사이렌/NNG 세상__01/NNG 에/JKB 남/VV
121,무대__06/NNG 에/JKB 불__01/NNG 들어오/VV
122,안__01/NNG 에/JKB 계장__03/NNG 오/VV
123,도회__01/NNG 에/JKB 초록__02/NNG 드물/VA
124,가을__01/NNG 벌레__01/NNG 울음/NNG 길가/NNG 에/JKB 자지러지/VV
125,거기/NP 에/JKB 진정/MAG 인간__01/NNG 없/VA
126,맴/NNG 콩밭/NNG 에/JKB 가/VV
127,우리/NP 사이__01/NNG 에/JKB 꿈__01/NNG 없/VA
128,우선/MAG 우리나라/NNG 수도__09/NNG 서울/NNP 에/JKB 시립__01/NNG 박물관/NNG 없/VA
129,관계__05/NNG 에/JKB 우선/MAG 장래/NNG 없/VA
130,서창__03/NNG 에/JKB 달빛/NNG 앉/VV
131,얼굴/NNG 에/JKB 표정__03/NNG 없/VA
132,삼촌/NNG 우리/NP 집__01/NNG 에/JKB 놀/VV
133,아래층/NNG 에/JKB 창길/NNP 또/MAG 오/VV
134,똘뽀/NNP 어디/NP 에/JKB 있/VV 마을__01/NNG
135,여기/NP 에/JKB 반드시/MAG 야리꾸리/NNG 있/VV
136,여기/NP 대곡/NNP 에/JKB 요즘/NNG 장차__88/NNG 잘/MAG 안/MAG 들어오/VV
137,우리/NP 집__01/NNG 옆/NNG 에/JKB 빵__01/NNG 공장__02/NNG 있/VV
138,박연/NNP 폭포/NNG 경기도/NNP 개풍군/NNP 에/JKB 있/VV 폭포/NNG
139,전화기/NNG 코앞/NNG 에/JKB 있/VV
140,여기/NP 에/JKB 가지/NNB 문제__06/NNG 생기/VV
141,탁자__01/NNG 앞/NNG 에/JKB 앉/VV
142,그/NP 강__01/NNG 건너__01/NNG 에/JKB 있/VV
143,봉화군/NNP 경상/NNP 북도/NNG 북쪽/NNG 끝__01/NNG 에/JKB 있/VV 군__06/NNG
144,자리__01/NNG 에/JKB 없/VA
145,어느덧/MAG 중견__01/NNG 배우__01/NNG 위치__01/NNG 에/JKB 서/VV 이덕화/NNP
146,집__01/NNG 에/JKB 있/VV
147,이른바/MAG 현대/NNG 에/JKB 살__01/VV
148,내/NP 댁/NNG 에/JKB 같/VA 십장/NNG 처음/NNG
149,근처/NNG 에/JKB 있/VV 마을__01/NNG 이름/NNG
150,당나귀/NNG 코끝/NNG 에/JKB 홍당무/NNG 매달/VV
151,길거리/NNG 에/JKB 울긋불긋/MAG 쏟아지/VV 싸구려/NNG 스캔들/NNG
152,여인__02/NNG 이곳/NP 에/JKB 오/VV
153,그/NP 화실__04/NNG 신촌/NNP 에/JKB 있/VV
154,침묵/NNG 속__01/NNG 에/JKB 갇히/VV 자폐아/NNG 라운/NNP
155,여자__02/NNG 것/NNB 구멍/NNG 안__01/NNG 에/JKB 있/VV
156,그리고/MAJ 금세/MAG 몸__01/NNG 속__01/NNG 에/JKB 불__01/NNG 놓__01/VV
157,소문__02/NNG 주위/NNG 에/JKB 퍼지/VV
158,벌써/MAG 과일__01/NNG 불전__03/NNG 에/JKB 올리__01/VV
159,그/NP 눈앞/NNG 에/JKB 보이__01/VV 거위__01/NNG 쌍__02/NNG
160,아침/NNG 하늘/NNG 에/JKB 까치__01/NNG 울__01/VV
161,형__01/NNG 어디/NP 에/JKB 없/VA
162,바다/NNG 에/JKB 버리__01/VV 방법/NNG 고려__01/NNG
163,앙코르톰/NNP 에/JKB 고프라/NNG 모두/MAG 다섯/NR 개/NNB 있/VV
164,우현이/NNP 자리__01/NNG 에/JKB 쓰러지/VV
165,그/NP 저/NP 앞/NNG 에/JKB 있/VV 것/NNB
166,한국/NNP 에/JKB 장/NNP 씨/NNB 성__06/NNG 있/VV
167,마을__01/NNG 에/JKB 신문__10/NNG 오/VV
168,식탁/NNG 에/JKB 밥__01/NNG 차리/VV
169,질통__01/NNG 머리__01/NNG 에/JKB 심__01/VV
170,다시/MAG 번/NNB 무대__06/NNG 위__01/NNG 에/JKB 서/VV
171,방__07/NNG 안__01/NNG 에/JKB 경대__04/NNG 하나/NR 없/VA
172,인근/NNG 에/JKB 석탄/NNG 박물관/NNG 성주산/NNP 휴양림/NNG 등__05/NNB 있/VV
173,그녀/NP 나/NP 곁/NNG 에/JKB 있/VV
174,사이__01/NNG 머릿속/NNG 에/JKB 마른번개/NNG 치__02/VV
175,뒤쪽__01/NNG 에/JKB 금강산/NNP 경치__02/NNG 기__13/NNG 맥히/VV
176,나/NP 편지__02/NNG 봉투__02/NNG 그녀/NP 앞/NNG 에/JKB 내놓/VV
177,제/NP 문화원/NNG 층__02/NNG 라운지/NNG 에/JKB 서/VV
178,밴쿠버/NNP 캐나다/NNP 남서부/NNG 태평양/NNP 연안__02/NNG 에/JKB 있/VV 항구__03/NNG 도시__03/NNG
179,하늘/NNG 에/JKB 있/VV 별/NNG
180,옥상__03/NNG 에/JKB 올라가/VV 세상__01/NNG
181,지금__03/MAG 막__01/MAG 우리/NP 사랑방/NNG 에/JKB 들어가__01/VV
182,나/NP 다시/MAG 바닥__01/NNG 에/JKB 눕__01/VV
183,아직/MAG 이곳/NP 벌교/NNP 바닥__01/NNG 에/JKB 살__01/VV 어쩐지/MAG
184,송/NNP 군/NNB 밖/NNG 에/JKB 송/NNP 군/NNB 있/VV
185,정__10/NNG 사__14/NNG 갈림길/NNG 에/JKB 우뚝/MAG 서/VV 나/NP
186,마르코폴로/NNP 에/JKB 내리/VV
187,녀석/NNB 앞/NNG 에/JKB 자퇴서/NNG 내밀/VV
188,근처/NNG 에/JKB 사/VV
189,우리/NP 전신__01/NNG 속__01/NNG 에/JKB 있/VV
190,공자/NNP 사상__15/NNG 에/JKB 내세__01/NNG 없/VA
191,산지촌/NNG 산지/NNG 에/JKB 모이/VV 마을__01/NNG
192,요즘/NNG 시장__04/NNG 에/JKB 나가/VV 같이/MAG 일__01/NNG
193,숲__01/NNG 속__01/NNG 에/JKB 살__01/VV 코알라/NNG
194,둘/NR 다/MAG 얼굴/NNG 에/JKB 상처__02/NNG 자국__01/NNG 많/VA
195,과연__01/MAG 우주__02/NNG 에/JKB 끝/NNG 있/VV
196,아직/MAG 안__01/NNG 에/JKB 있/VV
197,탁자__01/NNG 에/JKB 촛불/NNG 켜__01/VV
198,우리/NP 집__01/NNG 골목__01/NNG 어귀__01/NNG 에/JKB 있/VV
199,형기/NNP 얼굴/NNG 에/JKB 잠깐/MAG 미소__05/NNG 번지__01/VV
200,우리/NP 집__01/NNG 옆/NNG 에/JKB 낭기/NNP 저거/NP 집__01/NNG 있/VV
201,담배/NNG 책__01/NNG 옆/NNG 에/JKB 얌전히/MAG 있/VV
202,사랑__01/NNG 에/JKB 누구/NP 오/VV
203,영호/NNP 가장__01/MAG 기억/NNG 에/JKB 남/VV 일__01/NNG
204,그/NP 손__01/NNG 에/JKB 우산__01/NNG 들__04/VV
205,사모예드족/NNP 소련/NNP 시베리아/NNP 북서부/NNG 에/JKB 살__01/VV 수렵/NNG 목축민/NNG
206,어디/NP 지방__05/NNG 에/JKB 좀/MAG 다녀오/VV
207,그렇지만/MAJ 여기/NP 에/JKB 리본/NNG 조각__01/NNG 있/VV
208,문제__06/NNG 바로/MAG 여기/NP 에/JKB 있/VV
209,수안보/NNP 온천__02/NNG 충청/NNP 북도/NNP 중원군/NNP 상모면/NNP 온천리/NNP 에/JKB 있/VV 온천__02/NNG
210,우리/NP 사이__01/NNG 에/JKB 침묵/NNG 많이/MAG 오가/VV
211,더욱이/MAJ 속__01/NNG 에/JKB 고등__02/NNG 동물/NNG 있/VV
212,한비자/NNP 에/JKB 이야기/NNG 나오/VV
213,밑__01/NNG 에/JKB 있/VV 꼬방/NNP 교회__02/NNG 말__01/NNG
214,코펜하겐/NNP 왕궁/NNG 근처/NNG 에/JKB 어시장/NNG 있/VV
215,양양/NNP 에/JKB 진미령/NNP 친척/NNG 집__01/NNG 있/VV
216,옛날/NNG 알래스카/NNP 에/JKB 소년/NNG 살__01/VV
217,골프장/NNG 에/JKB 일__01/NNG 나가/VV 성한/NNP 마찬가지/NNG
218,순금이/NNP 어디/NP 에/JKB 있/VV 것/NNB
219,가죽점퍼/NNG 소년/NNG 옆/NNG 에/JKB 앉/VV
220,그/NP 꿈__01/NNG 에/JKB 나타나/VV 것/NNB
221,러시아/NNP 에/JKB 스쵸티/NNG 주판__02/NNG 있/VV
222,사람/NNG 마침/MAG 창가__01/NNG 에/JKB 서/VV
223,여름__01/NNG 햇볕/NNG 언덕/NNG 위__01/NNG 에/JKB 내리쬐/VV
224,파르테논/NNP 신전__11/NNG 아테네/NNP 아크로폴리스/NNG 언덕/NNG 위__01/NNG 에/JKB 있/VV 신전__11/NNG
225,그러나/MAJ 민주당/NNP 지금__03/MAG 과연__01/MAG 어디/NP 에/JKB 있/VV
226,볼__07/NNG 에/JKB 소스__01/NNG 재료__01/NNG 섞/VV
227,말__01/NNG 말라꼬/NNP 집__01/NNG 에/JKB 있/VV
228,사랑__01/NNG 에/JKB 빠지__02/VV
229,근처/NNG 에/JKB 절__01/NNG 있/VV
230,통로/NNG 끝/NNG 에/JKB 또/MAG 하나/NR 방__07/NNG 있/VV
231,대학__01/NNG 전산__03/NNG 교육/NNG 에/JKB 가지/NNB 문제점/NNG 있/VV
232,그녀/NP 가까이/NNG 에/JKB 살__01/VV
233,안데스/NNP 산맥__01/NNG 알티플라노/NNP 고원__02/NNG 북쪽/NNG 에/JKB 있/VV
234,바람__01/NNG 건너__01/NNG 산__01/NNG 숲__01/NNG 에/JKB 울리__01/VV
235,용지__03/NNG 뒷면/NNG 에/JKB 뭐/NP 쓰__01/VV
236,효철/NNP 묵묵히/MAG 의자__03/NNG 에/JKB 앉/VV
237,집__01/NNG 에/JKB 가/VV 거/NNB
238,나/NP 세계__02/NNG 어디/NP 에/JKB 있/VV 것/NNB
239,꽃__01/NNG 에/JKB 진드기__01/NNG 있/VV 거/NNB
240,부등가리__01/NNG 에/JKB 불덩어리/NNG 많이/MAG 있/VV
241,그러나/MAJ 여기/NP 에/JKB 출구__01/NNG 있/VV
242,남강/NNP 신호대/NNG 앞/NNG 에/JKB 내리/VV 분__08/NNB 거리__08/NNG
243,강__01/NNG 건너__01/NNG 산__01/NNG 에/JKB 나무__01/NNG 많/VA
244,그러나/MAJ 연극배우/NNG 전신__01/NNG 에/JKB 표정__03/NNG 있/VV
245,안__01/NNG 에/JKB 고궁__01/NNG 박물원/NNG 있/VV
246,고물상/NNG 에/JKB 그만/MAG 가/VV
247,파출소/NNG 에/JKB 연락__02/NNG 하/VV 큰일__01/NNG
248,산__01/NNG 밑__01/NNG 에/JKB 절__01/NNG 있/VV
249,그리고/MAJ 목화__01/NNG 보__16/NNG 위__01/NNG 에/JKB 칵__02/MAG 엎디/VV
250,순태/NNP 침대__02/NNG 옆/NNG 보조/NNG 의자__03/NNG 에/JKB 앉/VV
251,방__07/NNG 안__01/NNG 에/JKB 나/NP 혼자__01/NNG 가만/MAG 앉/VV
252,나/NP 교회__02/NNG 에/JKB 들어가__01/VV
253,너희/NP 집__01/NNG 에/JKB 끼니/NNG 거리__02/NNB 있/VV
254,일체__01/NNG 진리/NNG 여기/NP 에/JKB 있/VV
255,소중이/NNP 성남/NNP 에/JKB 있/VV 수진국민학교/NNP 학년/NNG
256,그/NP 입가/NNG 에/JKB 미소__05/NNG 번지__01/VV
257,나/NP 저쪽/NP 바닷가/NNG 에/JKB 잠깐/MAG 다녀오/VV
258,거기/NP 에/JKB 가/VV
259,혹시__01/MAG 섬__03/NNG 에/JKB 호텔/NNG 없/VA
260,아버님/NNG 여기/NP 에/JKB 밤__01/NNG 있/VV
261,생각__01/NNG 머릿속/NNG 에/JKB 맴돌/VV
262,사람/NNG 소비__05/NNG 형태/NNG 에/JKB 성질/NNG 있/VV
263,나/NP 역시/MAG 어머니/NNG 곁/NNG 에/JKB 가지/VV
264,다소곳이/MAG 선생__01/NNG 앞/NNG 에/JKB 서/VV 학생/NNG 몸짓/NNG
265,어머니/NNG 학교/NNG 에/JKB 다녀오/VV
266,나/NP 흙구덩이/NNG 속__01/NNG 에/JKB 그것/NP 파묻__01/VV
267,페르시아만/NNP 아라비아/NNP 반도__02/NNG 이란/NNP 사이__01/NNG 에/JKB 깊숙히/MAG 파고들/VV 만__11/NNG
268,교실/NNG 에/JKB 너/NP 혼자__01/NNG 있/VV 생각__01/NNG
269,저/NP 학생회실/NNG 에/JKB 잡히__02/VV
270,마당/NNG 에/JKB 백도라지/NNG 꽃__01/NNG 피__01/VV
271,파주군/NNP 경기도/NNP 북서부/NNG 에/JKB 자리잡/VV 군__06/NNG
272,광장/NNG 에/JKB 수천/NR 수만/NR 청중/NNG 모여들/VV
273,시하눅빌/NNP 에/JKB 모두/MAG 여섯/NR 개/NNB 해변/NNG 있/VV
274,하지만/MAJ 오/NNP 반장__08/NNG 자리__01/NNG 에/JKB 없/VA
275,어디/NP 에/JKB 있/VV
276,산들바람/NNG 에/JKB 곧잘/MAG 꽃물결/NNG 일으키/VV
277,거기/NP 에/JKB 침대__02/NNG 놓이/VV
278,집__01/NNG 에/JKB 가/VV
279,섬__03/NNG 에/JKB 가/VV
280,신철이/NNP 방__07/NNG 에/JKB 주저앉/VV
281,사북/NNP 강원도/NNP 정선군/NNP 남동쪽/NNG 끝__01/NNG 에/JKB 있/VV 읍__01/NNG
282,집__01/NNG 에/JKB 도착__01/NNG 샤워/NNG 하/VV
283,은철이/NNP 뒷줄/NNG 에/JKB 서/VV
284,그녀/NP 도서관/NNG 에/JKB 있/VV
285,무진/NNP 에/JKB 명산물/NNG 없/VA 것/NNB
286,대답/NNG 지금__03/MAG 이곳/NP 에/JKB 없/VA
287,언제/MAG 저희/NP 사무실/NNG 에/JKB 꼭__03/MAG 들르/VV
288,춘천/NNP 해강아파트/NNP 뒤__01/NNG 에/JKB 있/VV
289,옆/NNG 에/JKB 있/VV
290,바덴바덴/NNP 독일/NNP 남서부/NNG 바덴뷔르템베르크주/NNP 에/JKB 있/VV 온천/NNG 도시__03/NNG
291,택시/NNG 유/NNP 간사__06/NNG 앞/NNG 에/JKB 멎/VV
292,상자__10/NNG 소문__02/NNG 곧/MAG 마을__01/NNG 안__01/NNG 에/JKB 퍼지/VV
293,눈부시/VA 아침/NNG 햇살/NNG 온누리/NNG 에/JKB 가득/MAG
294,내일/NNG 연습실/NNG 에/JKB 나가/VV
295,그리고/MAJ 자신__01/NNG 옆/NNG 에/JKB 앉/VV
296,그리고/MAJ 나/NP 오늘/NNG 집__01/NNG 에/JKB 못/MAG 들어가__01/VV
297,그래서/MAJ 서울/NNP 에/JKB 없/VA
298,기__21/NNG 에/JKB 대학__01/NNG 과__04/NNG 선배/NNG 있/VV
299,근처/NNG 에/JKB 식당/NNG 없/VA
300,사람/NNG 어디/NP 에/JKB 가/VV
301,아버지/NNG 곁/NNG 에/JKB 있/VV
302,신청서/NNG 여기/NP 에/JKB 있/VV
303,문__05/NNG 앞/NNG 에/JKB 혼자__01/NNG 남기/VV
304,거울/NNG 화장실/NNG 에/JKB 있/VV
305,방__07/NNG 에/JKB 들어오/VV 새벽__01/NNG 시__10/NNG
306,거기/NP 에/JKB 다소곳이/MAG 머무르/VV
307,서총학련/NNP 회의__04/NNG 에/JKB 나타나/VV 뭐/NP
308,양복__01/NNG 기술__01/NNG 사양길/NNG 에/JKB 접어들/VV
309,한국/NNP 전역__01/NNG 에/JKB 서식__02/NNG 흔하/VA 텃새/NNG
310,어머니/NNG 옆/NNG 에/JKB 나란히/MAG 눕__01/VV
311,또/MAJ 민간/NNG 에/JKB 자영/NNG 옹기장/NNG 있/VV
312,외국__02/NNG 에/JKB 나가/VV
313,섬__03/NNG 비탈/NNG 에/JKB 소__03/NNG 마리/NNB 매이__01/VV
314,금방/MAG 서울/NNP 장안/NNP 에/JKB 난리__02/NNG 나/VV
315,그만/MAG 툇마루/NNG 에/JKB 걸터앉/VV
316,이/NNP 행장__03/NNG 고민/NNG 여기/NP 에/JKB 있/VV
317,오/NNP 반장__08/NNG 마루턱/NNG 에/JKB 걸터앉/VV
318,밖/NNG 에/JKB 비__01/NNG 내리/VV
319,이윽고/MAG 소년/NNG 주막집/NNG 앞/NNG 에/JKB 닿/VV
320,로비__04/NNG 에/JKB 나오/VV
321,세일즈/NNG 비결__03/NNG 에/JKB 말__01/NNG 있/VV
322,우리/NP 임__01/NNG 어디/NP 에/JKB 있/VV 것/NNB
323,양쪽/NNG 주장__03/NNG 에/JKB 다/MAG 일리__03/NNG 있/VV
324,지금__03/MAG 밖/NNG 에/JKB 비__01/NNG 무지/MAG 내리/VV
325,그리고/MAJ 다시/MAG 우리/NP 마을__01/NNG 에/JKB 얼쩡거리/VV
326,시간/NNB 나/NP 곁/NNG 에/JKB 있/VV
327,개편__01/NNG 에/JKB 언제나/MAG 양지__08/NNG 음지__03/NNG 있/VV
328,평남/NNP 남부__01/NNG 탄전/NNG 평안/NNP 남도/NNP 남부__01/NNG 에/JKB 있/VV 무연탄/NNG 탄전/NNG
329,조금/MAG 전__08/NNG 광경/NNG 다시/MAG 눈앞/NNG 에/JKB 되살아나/VV
330,사회__07/NNG 사람/NNG 사이__01/NNG 에/JKB 적대__05/NNG 관계__05/NNG 있/VV
331,사람/NNG 왜/MAG 여기/NP 에/JKB 있/VV
332,다만/MAJ 현재/MAG 지상__01/NNG 에/JKB 살__01/VV 따름/NNB
333,윤동주/NNP 별/NNG 에/JKB 봄/NNG 오/VV
334,여기/NP 에/JKB 동사체/NNG 있/VV 가정__07/NNG
335,이곳저곳/NNG 에/JKB 덫/NNG 많/VA 거/NNB
336,그냥/MAG 이쪽/NP 지국/NNG 에/JKB 일__01/NNG 있/VV
337,주변__04/NNG 에/JKB 총각/NNG 많/VA
338,철이/NNP 형__01/NNG 장터/NNG 바로/MAG 윗동네/NNG 에/JKB 살__01/VV
339,박물관/NNG 에/JKB 가/VV
340,그런데/MAJ 주머니/NNG 에/JKB 일곱/NR 푼/NNB 없/VA
341,그리고/MAJ 아래__01/NNG 에/JKB 직접/MAG 쓰__01/VV
