Number,Sentence
32,아이__01/NNG 사이__01/NNG 에서/JKB 연신/MAG 웃음/NNG 터지/VV
33,한국/NNP 드디어/MAG 월드컵/NNG 축구__04/NNG 대회__02/NNG 본선__03/NNG 무대__06/NNG 에서/JKB 승리/NNG 거두/VV
34,불교/NNG 에서/JKB 제행무상/NNG 기본/NNG 입장__04/NNG 되__01/VV
35,달__05/NNG 전__08/NNG 바로/MAG 앞/NNG 동__15/NNB 에서/JKB 여학생/NNG 투신__01/NNG 하/VV
36,인공__01/NNG 호수__07/NNG 상공__03/NNG 에서/JKB 여전히/MAG 불꽃__01/NNG 터지/VV
37,피아니스트/NNG 이지민/NNP 일/NNB 오후__02/NNG 시/NNB 금호/NNP 아트홀/NNG 에서/JKB 리사이틀/NNG 갖/VV
38,여기/NP 에서/JKB 전쟁/NNG 남기/VV 교훈__02/NNG
39,무대__06/NNG 위__01/NNG 에서/JKB KBS/NNP 악단__03/NNG 죽/MAG 늘/VV
40,가령/MAG 공복__04/NNG 때__01/NNG 소변__01/NNG 에서/JKB 당__13/NNG 나오/VV
41,지윤/NNP 앉/VV 왼편/NNG 에서/JKB 조사__30/NNG 진행__02/NNG
42,바람__01/NNG 폐선__01/NNG 모서리__01/NNG 에서/JKB 휘파람/NNG 소리__01/NNG 내__02/VV
43,여기/NP 에서/JKB 대학__01/NNG 특이__01/NNG 교육/NNG 기능__03/NNG 나타나/VV
44,동물/NNG 중__04/NNB 에서/JKB 인간__01/NNG 자살__01/NNG 하/VV
45,단기__09/NNG 대응책/NNG 자리__01/NNG 에서/JKB 논의__02/NNG 밝히/VV
46,저쪽/NP 출입구/NNG 에서/JKB 영선/NNP 서성거리/VV
47,타석__02/NNG 에서/JKB 이진영/NNP 돋보이/VV
48,양반__03/NNG 뒷산/NNG 에서/JKB 밤나무/NNG 지키__01/VV
49,그러나/MAJ 유머/NNG 에서/JKB 그것/NP 거꾸로/MAG 되__01/VV
50,남편__01/NNG 앞/NNG 에서/JKB 걸음/NNG 멈추/VV
51,인간__01/NNG 자신__01/NNG 우주__02/NNG 에서/JKB 고립__01/NNG 느끼__02/VV
52,상황__02/NNG 에서/JKB 특히/MAG 한/NNP 중/NNP 국방장관/NNG 회담/NNG 눈길__01/NNG 끌/VV
53,포커페이스/NNG 시선__03/NNG 한쪽/NNG 에서/JKB 경청__01/NNG 연출__02/NNG 슬쩍/MAG 훑/VV
54,민주__02/NNG 세력/NNG 선거__04/NNG 에서/JKB 승리/NNG 보장/NNG 어디/NP 없/VA
55,소품__02/NNG 운반__02/NNG 트럭/NNG 내리막길/NNG 에서/JKB 뒤집히/VV 것/NNB
56,과연__01/MAG 김대중/NNP 정부__08/NNG 에서/JKB 특정/NNG 지역__03/NNG 인맥/NNG 기승__02/NNG 부리__02/VV
57,마침내/MAG 세상__01/NNG 에서/JKB 것/NNB 없/VA
58,그날/NNG 밤__01/NNG 덕호/NNP 집__01/NNG 에서/JKB 집안__01/NNG 다/MAG 예배당/NNG 가/VV
59,르네상스/NNG 회화__05/NNG 에서/JKB 삼각__01/NNG 전부/MAG 그림__01/NNG 속__01/NNG 들어오/VV
60,홀__06/NNG 에서/JKB 윤/NNP 마담/NNG 다희/NNP 부르/VV
61,게이트/NNG 앞/NNG 에서/JKB 혁진/NNP 손__01/NNG 내밀/VV
62,남편__01/NNG 회사__04/NNG 에서/JKB 보너스/NNG 타__04/VV
63,집__01/NNG 에서/JKB 가격__03/NNG 내리/VV
64,솔직히/MAG 요즘/NNG 직장__05/NNG 에서/JKB 혁신/NNG 강조__02/NNG 적__03/NNB 없/VA
65,토론__01/NNG 소설__03/NNG 에서/JKB 세대__02/NNG 간__10/NNB 갈등/NNG 나타나/VV
66,베트남/NNP 에서/JKB 전쟁/NNG 총성/NNG 멈추/VV 지__02/NNB 년__02/NNB
67,중__04/NNB 에서/JKB 등기부/NNG 권리/NNG 분석__02/NNG 조금/MAG 더/MAG 이해__06/NNG 쉽/VA
68,놈/NNB 화톳불가/NNG 에서/JKB 썩__01/MAG 비켜나/VV 대꾸/NNG
69,복돌이/NNP 얼굴/NNG 엄마/NNG 어깨__01/NNG 위__01/NNG 에서/JKB 웃/VV
70,신발/NNG 짝__01/NNG 조심스레/MAG 책꽂이/NNG 뒤__01/NNG 에서/JKB 소리__01/NNG 내__02/VV
71,고도__08/NNG 부근__03/NNG 에서/JKB 회나무/NNG 회잎나무/NNG 참빗살나무/NNG 등__05/NNB 많이/MAG 나타나/VV
72,또/MAG 최근/NNG 걸프전/NNG 속__01/NNG 에서/JKB 프랑스군/NNG 왜/MAG 이라크/NNP 공격__02/NNG 되__01/VV
73,시엠립/NNP 에서/JKB 크메르/NNP 청년/NNG 찬톤/NNP 마중/NNG 나오/VV
74,로마식/NNG 투기장/NNG 에서/JKB 정치가/NNG 싸우/VV 구경거리/NNG 유권자/NNG 매혹/NNG
75,비록/MAG 진실__02/NNG 도처/NNG 에서/JKB 은폐__02/NNG 하/VV
76,천/NR 석__10/NNB 예매__02/NNG 에서/JKB 매진__03/NNG 이변__05/NNG 낳__01/VV
77,미당/NNP 최근/NNG 시__13/NNG 낭송/NNG 모임__01/NNG 에서/JKB 인사말/NNG 하/VV
78,그리고/MAJ 가정__06/NNG 에서/JKB 여성__01/NNG 아주/MAG 자유__03/NNG 하/VV
79,그래서/MAJ 자연__01/NNG 상태__01/NNG 에서/JKB 기대__03/NNG 어렵/VA 사회__07/NNG
80,누나/NNG 살/NNB 때__01/NNG 세상__01/NNG 에서/JKB 살__01/VV
81,도서관/NNG 내/NNB 에서/JKB 책__01/NNG 대출__03/NNG 요금__01/NNG 받__01/VV
82,야구__02/NNG 메이저__88/NNG 리그__01/NNG 에서/JKB 승부__03/NNG 조작__02/NNG 벌어지__02/VV 즉각/MAG 영구__01/NNG 추방__02/NNG 결정__01/NNG
83,언제/NP 아이__01/NNG 놀이터/NNG 에서/JKB 놀/VV
84,신석주/NNP 문득/MAG 민겸호/NNP 얼굴/NNG 에서/JKB 조바심__01/NNG 읽/VV
85,여자__02/NNG 귀신__01/NNG 지서__02/NNG 앞/NNG 에서/JKB 걸음/NNG 멈추/VV
86,자급__01/NNG 자족/NNG 시대__02/NNG 알/VV 앞/NNG 에서/JKB 얘기/NNG
87,쟤/NP 산부인과/NNG 검사__03/NNG 에서/JKB 이상__05/NNG 있/VV
88,넥타이/NNG 수제품/NNG 우리나라/NNG 에서/JKB 하나/NR 없/VA
89,갑자기/MAG 집__01/NNG 에서/JKB 울음/NNG 소리__01/NNG 들리__03/VV
90,이것/NP 설화__05/NNG 세계__02/NNG 에서/JKB 삼진상설화/NNP 하/VV
91,대통령/NNG 취임사/NNG 국무__02/NNG 회의__04/NNG 에서/JKB 용어__02/NNG 쓰__03/VV
92,고향__02/NNG 에서/JKB 결혼/NNG 아이__01/NNG 낳__01/VV
93,사회__07/NNG 에서/JKB 구경__01/NNG 힘들/VA 식빵/NNG
94,가네마루/NNP 대답/NNG 한국/NNP 에서/JKB 자주/MAG 듣__01/VV 소리__01/NNG
95,나/NP 그곳/NP 에서/JKB 오래/MAG 머무르/VV
96,하지만/MAJ 바로/MAG 다음__01/NNG 문장__02/NNG 에서/JKB 오르떼가/NNP 이야기/NNG 끊/VV
97,여자__02/NNG 산밭/NNG 에서/JKB 혼자__01/NNG 일__01/NNG 하/VV
98,영호/NNP 의미/NNG 에서/JKB 가장__01/MAG 감명/NNG 받__01/VV 작품__01/NNG
99,우리/NP 잠시/MAG 그곳/NP 에서/JKB 그림__01/NNG 살펴보/VV
100,옆/NNG 에서/JKB 최/NNP 의원__05/NNG 말없이/MAG 혀__01/NNG 차__02/VV
101,에서/JKB 말씀/NNG 드리__01/VV
102,사이음/NNG 피아노__01/NNG 에서/JKB 모두__01/NNG 검/VA 건반/NNG
103,노마/NNP 오늘/NNG 운동장/NNG 에서/JKB 방과__03/NNG 후__07/NNG 야구__02/NNG 시합__01/NNG 하/VV
104,나/NP 하와이/NNP 에서/JKB 진정/MAG 용기__02/NNG 있/VV 인생__01/NNG 목격/NNG 것/NNB
105,호랑이/NNG 그럼/MAJ 세상__01/NNG 에서/JKB 가장__01/MAG 힘세/VA 임금__01/NNG
106,그러나/MAJ 세상__01/NNG 에서/JKB 모반__03/NNG 있/VV 마련/NNB 것/NNB
107,음력__02/NNG 월/NNB 농가__02/NNG 에서/JKB 삼삼기/NNG 하/VV
108,경주/NNP 에서/JKB 보내/VV 박/NNB 일/NNB
109,당연히__01/MAG 집__01/NNG 에서/JKB 인기__01/NNG 있/VV
110,자민당/NNP 내/NNB 에서/JKB 파벌__01/NNG 속하__02/VV 의원__05/NNG 명/NNB
111,지난밤/NNG 꿈__01/NNG 에서/JKB 예리/NNP 존/NNP 보__01/VV
112,당숙/NNG 곁/NNG 에서/JKB 거들__01/VV
113,일단/MAG 위층/NNG 에서/JKB 쉬__03/VV
114,하루__01/NNG 종일__01/NNG 염소__01/NNG 울타리/NNG 곁/NNG 에서/JKB 놀/VV
115,에리히/NNP 아우에르바하/NNP 묘사/NNP 속__01/NNG 에서/JKB 글/NNG 쓰__01/VV
116,무엇/NP 그녀/NP 가슴속/NNG 에서/JKB 갈가리/MAG 찢기__01/VV
117,동네/NNG 에서/JKB 니/NP 뺄갱이/NNG 새끼__02/NNG 카__88/VV
118,그래서/MAJ 이번__01/NNG 민주당/NNP 조사__30/NNG 위원회/NNG 에서/JKB 내/NP 얘기/NNG 것/NNB 있/VV
119,대한극장/NNP 옆/NNG 다방__02/NNG 에서/JKB 만나/VV 것/NNB
120,오후__02/NNG 외출/NNG 집__01/NNG 에서/JKB 기다리/VV
121,고문__09/NNG 구치소/NNG 에서/JKB 약물__01/NNG 치료/NNG 받__01/VV
122,인간__01/NNG 세상__01/NNG 에서/JKB 공평__01/NNG 것/NNB 아무튼/MAG 나쁘__01/VA 거/NNB
123,저/NP 벨기에/NNP 에서/JKB 처음/NNG 만나/VV
124,김/NNP 씨/NNB 노랑머리/NNG 여자__02/NNG 옆/NNG 에서/JKB 또/MAG 누구/NP 거들__01/VV
125,따라서/MAJ 의미/NNG 에서/JKB 종합/NNG 학문__02/NNG 성격__02/NNG 보이__02/VV
126,극장/NNG 안__01/NNG 에서/JKB 나/NP 계속/MAG 그녀/NP 뒷모습/NNG 사로잡히/VV
127,그때/NNG 원소/NNP 에서/JKB 빨래/NNG 선비/NNP 보이__01/VV
128,눈__04/NNG 에서/JKB 넘어지/VV
129,형__01/NNG 문장__02/NNG 입/NNG 안__01/NNG 에서/JKB 자꾸/MAG 맴돌/VV
130,대학__01/NNG 학년/NNG 때__01/NNG 미팅/NNG 에서/JKB 만나/VV 여자__02/NNG
131,에델바이스/NNP 바로/MAG 영화__01/NNG 에서/JKB 불리__04/VV 노래/NNG
132,언제나/MAG 외롭/VA 타향__01/NNG 에서/JKB
133,빛바래/VA 초겨울/NNG 어스름/NNG 아파트/NNG 마당/NNG 에서/JKB 엉거주춤/MAG
134,집__01/NNG 에서/JKB 동화책/NNG 보/VV
135,이/NP 관하__02/VV 장__25/NNG 에서/JKB 취급/NNG
136,현대/NNG 생활/NNG 에서/JKB 친구__02/NNG 따로/MAG 있/VV 것/NNB
137,가게/NNG 에서/JKB 물건/NNG 자주/MAG 사/VV
138,나/NP 이곳/NP 에서/JKB 중앙당/NNG 공작원/NNG 선발__03/NNG 때__01/NNG 살__01/VV
139,아저씨/NNG 댁/NNG 에서/JKB 기르/VV
140,대통령/NNG 앞/NNG 에서/JKB 식__04/NNG 브리핑/NNG 하/VV
141,미국/NNP 에서/JKB 의사__12/NNG 상류/NNG 사회__07/NNG 하/VV
142,프랑스/NNP 국민학교/NNG 에서/JKB 학년/NNG 말__11/NNB 학예회/NNG 열리__02/VV
143,점__10/NNG 대하__02/VV 아래__01/NNG 에서/JKB 다시/MAG 이야기/NNG 것/NNB
144,최진실/NNP 퇴조__02/NNG 기미__05/NNG 방송__01/NNG 에서/JKB 마찬가지/NNG 추세__03/NNG 보이__02/VV
145,하지만/MAJ 자연보호/NNG 위하__01/VV 금지__04/NNG 구역__04/NNG 에서/JKB 채취/NNG 금물__05/NNG
146,일본/NNP 에서/JKB 만나/VV 감동__02/NNG 코미디/NNG
147,격동__02/NNG 세월__02/NNG 속__01/NNG 에서/JKB 인간__01/NNG 무력감/NNG 실감/NNG 되__01/VV
148,얼마나/MAG 사랑__01/NNG 세탁실/NNG 에서/JKB 그러/VV
149,처음/NNG 나/NP 쪽__05/NNB 에서/JKB 회사__04/NNG 그만두/VV 줄__04/NNB 착각__03/NNG
150,또/MAJ 동창__01/NNG 약간/MAG 가난__01/NNG 가정__06/NNG 에서/JKB 자라__01/VV
151,앞/NNG 에서/JKB 이론__01/NNG 설명/NNG 느끼__02/VV
152,그/NP 막__01/MAG 잠__01/NNG 에서/JKB 깨어나/VV 모양__02/NNG
153,사람/NNG 그녀/NP 오피스텔/NNG 에서/JKB 이삿짐/NNG 챙기/VV
154,김대중/NNP 대통령/NNG 한반도/NNP 에서/JKB 북한/NNP 전쟁/NNG 없/VA
155,춘향전/NNP 에서/JKB 일어나/VV 것/NNB 무엇/NP
156,여자__02/NNG 역시/MAG 어머니/NNG 앞/NNG 에서/JKB 당차/VA 말__01/NNG
157,그런데/MAJ 서양/NNG 에서/JKB 위__01/NNG 먼저/MAG 쓰__01/VV
158,우리/NP 외교__01/NNG 문서/NNG 에서/JKB 각서__02/NNG 교환__01/NNG 소리__01/NNG 듣__01/VV
159,중국/NNP 일본/NNP 에서/JKB 주판__02/NNG 크/VA 사용__04/NNG
160,처음/NNG 역__14/NNG 에서/JKB 기다리__01/VV 것/NNB
161,그리고/MAJ 후__07/NNG 우연히/MAG 다시/MAG 길거리/NNG 에서/JKB 만나/VV 바퀴벌레/NNG 꼴__01/NNG 모습__01/NNG
162,뜰__01/NNG 에서/JKB 모란__01/NNG 풍류/NNG 잃/VV 것/NNB
163,말__01/NNG 수학__05/NNG 에서/JKB 많이/MAG 빗나가/VV
164,과거__03/NNG 역사__04/NNG 우리/NP 우리/NP 관점__02/NNG 에서/JKB 평가__03/NNG 하/VV
165,그리움/NNG 가득/MAG 담__01/VV 서울/NNP 에서/JKB 은영이/NNP
166,한동안/NNG 제자리/NNG 에서/JKB 맴돌/VV
167,나/NP 우리/NP 하루빨리/MAG 마을__01/NNG 에서/JKB 떠나/VV 생각__01/NNG
168,형__01/NNG 방__07/NNG 에서/JKB 순미/NNP 냄새/NNG 나/VV
169,신문__10/NNG 에서/JKB 보__01/VV
170,라운드/NNG 종료/NNG 후__08/NNG 야시마/NNP 얼굴/NNG 에서/JKB 웃음/NNG 사라지/VV
171,이번__01/NNG 서울/NNP 에서/JKB 사/VV 책__01/NNG 권/NNB
172,시장__04/NNG 에서/JKB 권총__01/NNG 소총__03/NNG 탄약/NNG 수류탄/NNG 그리고/MAJ 지뢰__02/NNG 팔/VV
173,요새__01/NNG 우리/NP 주변__04/NNG 에서/JKB 학생/NNG 소리__01/NNG 들리__03/VV
174,이만큼/MAG 헐겁/VA 테두리/NNG 안__01/NNG 에서/JKB 비로소/MAG 안주__03/NNG 우리/NP 영혼__02/NNG
175,학교/NNG 에서/JKB 나가/VV 말__01/NNG
176,나/NP 삼/NR 년__02/NNB 학원__02/NNG 에서/JKB 버티/VV 작정__01/NNG
177,해외/NNG 에서/JKB 스카우트/NNG 제의__04/NNG 없/VA
178,집__01/NNG 에서/JKB 일찍/MAG 나가/VV
179,새롬이/NNP 얼른/MAG 책가방/NNG 에서/JKB 국어/NNG 공책__01/NNG 꺼내/VV
180,민주주의/NNG 국가__01/NNG 에서/JKB 국민/NNG 상전__02/NNG 하/VV
181,누구/NP 화면__05/NNG 앞/NNG 에서/JKB 투덜거리/VV
182,꿈__01/NNG 속__01/NNG 에서/JKB 자주/MAG 보이__01/VV 외가/NNG 진외가/NNG
183,영달이/NNP 밑__01/NNG 에서/JKB 소곤거리/VV 말__01/NNG
184,그날/NNG 이후__02/NNG 새벽__01/NNG 동산__01/NNG 에서/JKB 가끔/MAG 애__02/NNG 마주치/VV
185,그리고/MAJ 침대__02/NNG 에서/JKB 애무__02/NNG 없이/MAG 곧장/MAG 그녀/NP 탐하/VV
186,속__01/NNG 에서/JKB 우리/NP 병들/VV 시작__01/NNG
187,읍내/NNG 에서/JKB 방앗간/NNG 하/VV 보람/NNG 엄마/NNG
188,열전/NNP 에서/JKB 더/MAG 크/VA 파격/NNG 감행/NNG
189,그/NP 머리__01/NNG 에서/JKB 고무__01/NNG 타이어__02/NNG 냄새/NNG 풍기/VV
190,곳__01/NNG 에서/JKB 무엇/NP 재미__01/NNG 살__01/VV
191,술__01/NNG 자리__01/NNG 에서/JKB 보통/NNG 폭탄주/NNG 잔__03/NNG 거뜬히/MAG 마시/VV
192,너희/NP 집__01/NNG 에서/JKB 무엇/NP 먹__02/VV
193,무대__06/NNG 뒤__01/NNG 에서/JKB 기분__01/NNG 또한/MAG 잊/VV 것/NNB
194,정철/NNP 중종/NNP 년__02/NNB 서울/NNP 에서/JKB 태어나/VV
195,거리__01/NNG 상점/NNG 에서/JKB 정지용/NNP 팔/VV
196,따라서/MAJ 나라/NNG 에서/JKB 우선__07/NNG 중__04/NNB 우선__07/NNG 교육/NNG 주어지/VV
197,북한/NNP 에서/JKB 대응__02/NNG 장치__07/NNG 순화__08/NNG 쓰__03/VV
198,전경옥/NNP 개인전__01/NNG 일/NNB 서울/NNP 종로구/NNP 내숭동/NNP 갤러리정/NNP 에서/JKB 열리__02/VV
199,유가__06/NNG 에서/JKB 말__01/NNG 도__10/NNG 자기/NP 지어내/VV 도__10/NNG
200,옆/NNG 에서/JKB 패티/NNP 깔깔/MAG 웃/VV
201,생명/NNG 보험/NNG 회사__04/NNG 에서/JKB 새해/NNG 복__13/NNG 많이/MAG 받__01/VV
202,그래서/MAJ 거기/NP 에서/JKB 논임자/NNG 고사__11/NNG 지내/VV
203,호__14/NNB 지석묘/NNG 에서/JKB 동북/NNG 떨어지/VV 위치__01/NNG
204,휴양원/NNG 앞/NNG 에서/JKB 막__01/MAG 길__01/NNG 건너/VV 때__01/NNG
205,외국__02/NNG 합작/NNG 투자__02/NNG 에서/JKB 가장__01/MAG 신경__04/NNG 쓰__03/VV 대목__01/NNG
206,마티스/NNP 년__02/NNB 프랑스/NNP 카토/NNP 에서/JKB 태어나/VV
207,머릿속/NNG 에서/JKB 순식간/NNG 오만/NR 가지/NNB 생각__01/NNG 스치__01/VV
208,정상__11/NNG 망대/NNG 에서/JKB 예상__02/NNG 아무것/NNG 보이__01/VV
209,저/NP 물가__01/NNG 에서/JKB 그/NP 기다리__01/VV
210,세상__01/NNG 에서/JKB 가장__01/MAG 무섭/VA 소리__01/NNG
211,거기/NP 에서/JKB 초등학교/NNG 졸업/NNG 이후__02/NNG 처음/NNG 소희/NNP 만나/VV 것/NNB
212,그/NP 나/NP 이곳/NP 터미널/NNG 옆/NNG 여관__03/NNG 에서/JKB 잠__01/NNG 자__01/VV
213,새삼스레/MAG 당신/NP 이곳/NP 에서/JKB 만나/VV 때문/NNB
214,그중/NNG 에서/JKB 서울대/NNP 입시__04/NNG 영향__04/NNG 무척/MAG 크/VA
215,수학__05/NNG 과학/NNG 에서/JKB 쓰__03/VV 공식__01/NNG
216,플로티노스/NNP 아름답/VA 에서/JKB 무엇/NP 단일__01/NNG 속성__05/NNG
217,결혼식/NNG 전날/NNG 밤__01/NNG 나/NP 방__07/NNG 에서/JKB 혼자__01/NNG 소주__05/NNG 마시/VV
218,하지만/MAJ 안__01/NNG 에서/JKB 일__01/NNG 끊이/VV
219,처음/NNG 가게/NNG 세계__02/NNG 에서/JKB 가장__01/MAG 싸__05/VA 집__01/NNG
220,곁/NNG 에서/JKB 씩씩/MAG 김__02/NNG 매__02/VV 첫째/NR
221,침엽수림/NNG 에서/JKB 나뭇가지/NNG 위__01/NNG 마른풀/NNG 줄기__01/NNG 밥그릇/NNG 모양__02/NNG 둥지/NNG 만들/VV
222,그녀/NP 쪽__05/NNB 에서/JKB 말__01/NNG 없/VA
223,엄마/NNG 목욕탕/NNG 에서/JKB 보__01/VV 아빠/NNG 그랜저/NNG
224,직장__05/NNG 에서/JKB 일__01/NNG 하/VV
225,요구르트/NNG 돌리__04/VV 은하/NNP 집__01/NNG 앞/NNG 계단__04/NNG 에서/JKB
226,언니/NNG 어디/NP 에서/JKB 비__01/NNG 맞__02/VV
227,배우__01/NNG 눈물__01/NNG 절제__02/NNG 절제__02/NNG 상태__01/NNG 에서/JKB 나오/VV
228,옆집/NNG 에서/JKB 명호/NNP 잘/MAG 놀/VV 불안__01/NNG
229,나/NP 다음날/NNG 파리바게뜨/NNP 에서/JKB 아침/NNG 식사__03/NNG 하/VV
230,시장__04/NNG 에서/JKB 오늘/NNG 영순/NNP 씨/NNB 보__01/VV
231,집__01/NNG 에서/JKB 해지/VV 부두__01/NNG 차__06/NNG 분__08/NNB 거리__08/NNG
232,마루__03/NNG 에서/JKB 두부__01/NNG 만들/VV 작업__01/NNG 시작__01/NNG
233,식물__02/NNG 관하__02/VV 근래/NNG 책__01/NNG 중__04/NNB 에서/JKB 압권/NNG
234,기업__01/NNG 풍토/NNG 재벌__02/NNG 기업__01/NNG 에서/JKB 더욱더/MAG 나타나/VV
235,또/MAG 점원__01/NNG 옆/NNG 에서/JKB 거들__01/VV
236,대응__02/NNG 신문업/NNG 에서/JKB 자율/NNG 이루어지/VV 것/NNB
237,다시/MAG 경쟁/NNG 에서/JKB 지__03/VV 것/NNB
238,동사무소/NNG 에서/JKB 민원서류/NNG 발급/NNG 수수료/NNG 활용품/NNG 대신__03/NNG 받__01/VV 때문/NNB
239,가운데/NNG 에서/JKB 쪽__05/NNB 나/VV
240,마을__01/NNG 사람/NNG 속__01/NNG 에서/JKB 늙/VV 목소리/NNG 말__01/NNG
241,그때/NNG 저쪽/NP 에서/JKB 말__01/NNG 없/VA
242,서울/NNP 에서/JKB 초연__02/NNG 마지막/NNG 날__01/NNG 내일/NNG 다가오/VV
243,그리고/MAJ 위__01/NNG 에서/JKB 힘껏/MAG 방패__02/NNG 끌어올리/VV
244,차__06/NNG 안__01/NNG 에서/JKB 가만히/MAG 서/VV 숨__01/NNG 좀/MAG 안정__04/NNG
245,이/NNP 잠실/NNP 에서/JKB 생각__01/NNG 달리/MAG 되__01/VV
246,내/NP 나라/NNG 에서/JKB 오/VV
247,나/NP 신문__10/NNG 광고__02/NNG 에서/JKB 한동안/NNG 눈__01/NNG 떼__01/VV
248,세호/NNP 민이/NNP 집__01/NNG 대문간/NNG 에서/JKB 민이/NNP 부르/VV
249,그럼/MAJ 삼성/NNP 측/NNB 에서/JKB 모르/VV 척__01/NNB
250,토담/NNG 바로/MAG 앞/NNG 에서/JKB 경화/NNP 걸음/NNG 멈추/VV
251,아무리/MAG 무대__06/NNG 위__01/NNG 에서/JKB 입술/NNG 빼앗/VV
252,아버지/NNG 입장__04/NNG 에서/JKB 아이__01/NNG 칭찬/NNG 필요/NNG 있/VV
253,중계방송/NNG 언제나/MAG 악조건/NNG 하__04/NNG 에서/JKB 이루어지/VV
254,이/NP 대하__02/VV 프랑스/NNP 독일/NNP 측/NNB 에서/JKB 인정__08/NNG
255,나/NP 어제__01/NNG 밤__01/NNG 쪼이/NNG 판__01/NNG 노름판/NNG 에서/JKB 우연히/MAG 알/VV
256,묘적/NNP 앞/NNG 에서/JKB 나/NP 구두__01/NNG 내려다보/VV
257,그리고/MAJ 영국/NNP 에서/JKB 지방__05/NNG 자치__06/NNG 단체__02/NNG 방법/NNG 택하/VV
258,날__01/NNG 오후__02/NNG 백병원/NNP 구내__04/NNG 에서/JKB 시국__02/NNG 토론회/NNG 열리__02/VV
259,명제/NNG 앞/NNG 에서/JKB 보__01/VV 명제/NNG 결론__02/NNG 셈/NNB
260,학교/NNG 앞/NNG 카페/NNG 에서/JKB 칵테일/NNG 잔__03/NNG 기울이/VV 때__01/NNG
261,시골/NNG 에서/JKB 오/VV
262,낯설/VA 문자/NNP 남자__02/NNG 한수/NNP 존재/NNG 에서/JKB 표면/NNG
263,그러나/MAJ 우리/NP 자연__01/NNG 환경__02/NNG 속__01/NNG 에서/JKB 살아가/VV 일상__04/NNG 존재/NNG
264,옆/NNG 좌석/NNG 에서/JKB 정란/NNP 역시/MAG 횡설수설대/VV
