Number,Sentence
87,예전__01/NNG 인천/NNP 에서/JKB 새우젓/NNG 배__02/NNG 마포강/NNP 들어오/VV
88,대하__02/VV 과신/NNG 착각__03/NNG 에서/JKB 시작__01/NNG
89,바람__01/NNG 갑자기/MAG 반대편/NNG 에서/JKB 치__01/VV
90,그녀/NP 주머니/NNG 에서/JKB 유인물/NNG 장__22/NNB 꺼내/VV
91,얼마/NNG 전__08/NNG 방송국/NNG 에서/JKB 전화__07/NNG 오/VV
92,물론/MAG 안내실/NNG 쪽__05/NNB 에서/JKB 들리__03/VV 소리__01/NNG
93,학교/NNG 에서/JKB 오/VV 길__01/NNG
94,안쪽/NNG 에서/JKB 바깥쪽/NNG 스프링__01/NNG 그리__02/VV 엄마/NNG 리드미컬/NNG 손놀림/NNG
95,소리__01/NNG 에서/JKB 우러나오/VV 것/NNB
96,돈화/NNP 연길/NNP 에서/JKB 북서쪽/NNG 떨어지/VV 도시__03/NNG
97,번/NNB 호출/NNG 층__02/NNG 에서/JKB 오/VV
98,즉/MAG 나이__01/NNG 대__06/NNB 에서/JKB 대__06/NNB 걸치/VV 세대__02/NNG
99,까쭈샤/NNP 마지막/NNG 면회__02/NNG 하/VV 것/NNB 바로/MAG 문맥__01/NNG 에서/JKB
100,개념/NNG 민주주의/NNG 고대__04/NNG 그리스/NNP 에서/JKB 유래__02/NNG 것/NNB 상식__06/NNG 속하__02/VV
101,남자__02/NNG 생수__02/NNG 통__10/NNG 어깨__01/NNG 에서/JKB 내려놓/VV
102,오/NNP 반장__08/NNG 자리__01/NNG 에서/JKB 일어나/VV
103,그리고/MAJ 불안증/NNG 신경__04/NNG 피로__02/NNG 등__05/NNB 에서/JKB 오/VV 우울증/NNG 해소__03/NNG
104,그것/NP 주로/MAG 어머니/NNG 성격__02/NNG 생활/NNG 에서/JKB 오/VV 것/NNB
105,외부__02/NNG 의미/NNG 없/VA 전제__08/NNG 하__04/NNG 에서/JKB 철학/NNG 시작__01/NNG
106,일정__01/NNG 것/NNB 과정__03/NNG 자체__02/NNG 성질/NNG 에서/JKB 오/VV
107,장승/NNG 에서/JKB 줄__01/NNG 장승/NNG 보__01/VV
108,논쟁/NNG 과정__03/NNG 에서/JKB 나이__01/NNG 따지__01/VV
109,순천시/NNP 에서/JKB 낙안/NNP 시내버스/NNG 있/VV
110,준태/NNP 발목__01/NNG 에서/JKB 회칼/NNG 꺼내/VV
111,아무리/MAG 자기/NP 나라/NNG 모슬/NNP 바그다드/NNP 에서/JKB 천/NR 킬로/NNB 더/MAG 멀리/MAG 있/VV
112,궁극/NNG 오늘/NNG 희망/NNG 위험/NNG 과학/NNG 기술__01/NNG 생산력/NNG 에서/JKB 오/VV
113,후에/NNP 에서/JKB 하노이/NNP 향하/VV 야간/NNG 특급__01/NNG 열차__02/NNG 침대칸/NNG
114,제과점/NNG 대로변/NNG 에서/JKB 이십/NR 분__08/NNB 더/MAG 걸어가/VV
115,세기__03/NNG 우리/NP 삶/NNG 본질__02/NNG 에서/JKB 벗어나/VV
116,굴비/NNG 한자__02/NNG 이름/NNG 에서/JKB 오/VV
117,그러므로/MAJ 옛/NNG 가난__01/NNG 속__01/NNG 에서/JKB 효자__01/NNG 나오/VV 이야기/NNG 것/NNB
118,그/NP 주머니/NNG 에서/JKB 통장__02/NNG 꺼내/VV
119,르노삼성차/NNP 지난해/NNG 광고__02/NNG 회사__04/NNG 코리아/NNP 에서/JKB 월콤/NNP 바꾸/VV
120,수건/NNG 에서/JKB 비누/NNG 향기__01/NNG 은은히__02/MAG 풍기/VV
121,이곳/NP 한양/NNP 에서/JKB 삼남/NNG 가/VV 길목__01/NNG 수운__03/NNG 요충__01/NNG
122,행동/NNG 에서/JKB 나/NP 불안__01/NNG 느끼__02/VV
123,아내__01/NNG 부엌/NNG 에서/JKB 나오/VV
124,그/NP 품속/NNG 에서/JKB 해미/NNP 윗몸/NNG 졸아들/VV
125,이/NP 같/VA 견해__02/NNG 철학자/NNG 입장__04/NNG 에서/JKB 피력/NNG
126,괜하/VA 호기심/NNG 에서/JKB
127,서울/NNP 에서/JKB 시__06/NNG 시간__04/NNG 반__07/NNG 가량__x06/NNG 걸리__01/VV
128,상경/NNP 에서/JKB 돈화/NNP 돌아오/VV 길__01/NNG 고역__01/NNG 길__01/NNG
129,그/NP 호/NNG 연암/NNP 여기/NP 에서/JKB 말미암/VV 것/NNB
130,오후__02/NNG 여섯/NR 시/NNB 하트라/NNP 가/VV 버스__02/NNG 호텔/NNG 에서/JKB 출발/NNG
131,할머니/NNG 어머님/NNG 모시/VV 생각__01/NNG 에서/JKB
132,응징/NNG 너무/MAG 빨리/MAG 곳__01/NNG 에서/JKB 찾아오/VV
133,상류/NNG 에서/JKB 오염/NNG 물__01/NNG 그대로/MAG 하류__01/NNG 흘러가/VV
134,송아지/NNG 등__01/NNG 에서/JKB 뛰어내리/VV
135,부고환/NNG 꼬리부/NNG 에서/JKB 시작__01/NNG 요도__03/NNG 안__01/NNG 열리__02/VV
136,우리/NP 아기__01/NNG 하늘/NNG 에서/JKB 내려오/VV 천사/NNG
137,재우/NNP 온몸/NNG 에서/JKB 맥__01/NNG 쭉/MAG 빠지__01/VV
138,장축/NNG 방향__01/NNG 남__04/NNG 북__07/NNG 에서/JKB 동쪽/NNG 기울어지/VV
139,그것/NP 풍림상회/NNP 에서/JKB 돌리__04/VV 거/NNB
140,송이/NNP 도시__03/NNG 에서/JKB 우리/NP 마을__01/NNG 갓/MAG 이사__14/NNG 오/VV 아이__01/NNG
141,갈등/NNG 사람/NNG 삶/NNG 역사__04/NNG 에서/JKB 오/VV
142,오래/MAG 암록색/NNG 타일__02/NNG 바닥__01/NNG 에서/JKB 냉기__03/NNG 뻗치/VV
143,아침/NNG 식사__03/NNG 후__08/NNG 에서/JKB 시/NNB 왜/MAG 좋/VA 시간대/NNG
144,니나/NNP 손가방/NNG 에서/JKB 수첩__01/NNG 꺼내/VV
145,동우/NNP 오빠/NNG 밖/NNG 에서/JKB 오/VV
146,시계/NNP 에서/JKB 성주/NNP 방면__01/NNG 국도__04/NNG 따르__01/VV 차편__03/NNG 분__08/NNB 가량__x06/NNG 거리__08/NNG
147,온천탕/NNG 에서/JKB 낙안읍성/NNP 일대__03/NNG 산__01/NNG 들/NNG 읍성마을/NNP 전경__02/NNG 한눈__01/NNG 들어오/VV
148,울진/NNP 에서/JKB 서울/NNP 향하/VV 만/NR 볼트/NNG 송전탑/NNG 기세__01/NNG
149,부천/NNP 에서/JKB 한참/NNG 더/MAG 들어가__01/VV 판자촌/NNG 신천리/NNP
150,돌아오/VV 것/NNB 도합/NNG 마리/NNB 중/NNB 에서/JKB 일곱/NR 마리/NNB
151,이사__14/NNG 가/VV 거/NNB 이쪽/NP 에서/JKB 저쪽/NP
152,생활/NNG 괴리__02/NNG 문화__01/NNG 활동__02/NNG 원래/MAG 일상/NNG 생활/NNG 에서/JKB 나오/VV 것/NNB
153,잠바/NNG 호주머니/NNG 속__01/NNG 에서/JKB 신문__10/NNG 장__22/NNB 꺼내/VV
154,그러니까/MAJ 초여름/NNG 매미__02/NNG 땅/NNG 속__01/NNG 에서/JKB 밖/NNG 나오/VV 무렵/NNB
155,북/NNP 에서/JKB 내려오/VV
156,그곳/NP 그/NP 고향__02/NNG 마을__01/NNG 에서/JKB 가깝/VA 곳__01/NNG
157,시/NNB 전주/NNP 에서/JKB 오빠/NNG 오/VV
158,현실__02/NNG 에서/JKB 눈__01/NNG 돌리__04/VV 것/NNB
159,저쪽/NP 편__04/NNG 에서/JKB 다리__02/NNG 건너/VV 이쪽/NP
160,퉁명/NNG 간호사/NNG 팔뚝/NNG 에서/JKB 주사기/NNG 빼내/VV 말__01/NNG
161,나/NP 갈마/NNP 역__14/NNG 에서/JKB 명사십리/NNP 가/VV
162,제주도/NNP 에서/JKB 유학__05/NNG 오/VV 수정/NNP 여학생/NNG
163,그것/NP 분명/MAG 천장__02/NNG 에서/JKB 나/VV 소리__01/NNG
164,물론/MAG 미군/NNG 에서/JKB 나오/VV 물건/NNG
165,간유__01/NNG 물고기/NNG 간__08/NNG 에서/JKB 뽑/VV 기름__01/NNG
166,더구나/MAG 안동/NNP 에서/JKB 택시/NNG 여기/NP 오/VV
167,스웨덴/NNP 나라/NNG 에서/JKB 오/VV
168,신/NNP 여사__04/NNG 동네/NNG 사우나/NNG 에서/JKB 돌아오/VV 모양__02/NNG
169,훈아/NNP 온몸/NNG 에서/JKB 기운__01/NNG 쑥/MAG 빠지__01/VV 듯/NNB
170,아예/MAG 여행__02/NNG 가방__01/NNG 속__01/NNG 에서/JKB 꺼내/VV
171,종가__01/NNG 에서/JKB 곧장/MAG 탑골/NNP 들어가__01/VV
172,단지골/NNP 에서/JKB 오/NR 리__02/NNB 길__01/NNG 더/MAG 가/VV 샘골/NNP 아주머니/NNG
173,선생__01/NNG 저/NP 재일이/NNP 지금__03/MAG 막__01/MAG 고속__02/NNG 버스__02/NNG 에서/JKB 내리/VV
174,망미동/NNP 에서/JKB 사직동/NNP 또/MAG 감전동/NNP 이사__14/NNG 오/VV
175,결국/NNG 교장__03/NNG 교사__09/NNG 학교/NNG 에서/JKB 쫓아내/VV
176,모텔/NNG 에서/JKB 돌아오/VV 길__01/NNG
177,방문__02/NNG 저쪽/NP 에서/JKB 무심__02/NNG 목소리/NNG 흘러나오/VV
178,마구간/NNG 에서/JKB 나오/VV 구만이/NNP 말__01/NNG
179,그때/NNG 갑자기/MAG 방__07/NNG 에서/JKB 쿵/MAG 하/VV 신호__01/NNG 전달__03/NNG
180,관점__02/NNG 에서/JKB 보__01/VV 범서/NNP 형__01/NNG 완전/NNG 이단자/NNG
181,둘째/NR 에서/JKB 나타나/VV 유형__07/NNG 것/NNB
182,새벽__01/NNG 용산역/NNP 에서/JKB 내리/VV
183,그것/NP 의미/NNG 찾/VV 에서/JKB
184,물__01/NNG 안쪽/NNG 에서/JKB 바깥쪽/NNG 천천히/MAG 번/NNB 붓__02/VV
185,사람/NNG 행동/NNG 또/MAG 의식__03/NNG 사회__07/NNG 제약__01/NNG 속__01/NNG 에서/JKB 이루어지/VV
186,성진/NNP 경운기/NNG 에서/JKB 뛰어내리/VV
187,위쪽/NNG 에서/JKB 경운기/NNG 대__15/NNB 내려오/VV
188,밥__01/NNG 어미__01/NNG 방__07/NNG 에서/JKB 나오/VV
189,따라서/MAJ 과대평가/NNG 달러화/NNG 유통__04/NNG 에서/JKB 추방__02/NNG 수__02/NNB 없/VA
190,저희/NP 서울/NNP 에서/JKB 오/VV
191,고민/NNG 분명/NNG 에서/JKB 오/VV 거/NNB
192,집__01/NNG 에서/JKB 멀리/MAG 가/VV
193,유치원/NNG 정문__03/NNG 에서/JKB 길__01/NNG 건너가/VV 바로/MAG 우리/NP 아파트/NNG 단지__08/NNG 후문__04/NNG
194,우리/NP 행동/NNG 늘/MAG 욕망/NNG 싸움/NNG 에서/JKB 생기/VV
195,주머니/NNG 에서/JKB 새__03/NNG 모이__01/NNG 꺼내/VV 진우/NNP 말__01/NNG
196,호주머니/NNG 에서/JKB 딱지__04/NNG 술술/MAG 쏟아지/VV
197,다음__01/NNG 같/VA 까닭/NNG 에서/JKB
198,글/NNG 다음__01/NNG 같/VA 가지/NNB 물음__01/NNG 에서/JKB 준비/NNG
199,언쟁/NNG 이상__05/NNG 공복__04/NNG 상태__01/NNG 에서/JKB 일어나/VV
200,눈__01/NNG 밖/NNG 에서/JKB 안__01/NNG 돌리__04/VV
201,순이익/NNG 년__02/NNB 만__01/NNB 적자__02/NNG 에서/JKB 흑자__02/NNG 돌아서/VV 것/NNB
202,그야/MAG 물론/MAG 부__17/NNG 균등/NNG 에서/JKB 오/VV 것/NNB
203,곧/MAG 자신__01/NNG 방__07/NNG 에서/JKB 나오/VV
204,아내__01/NNG 숙/NNP 집__01/NNG 에서/JKB 며칠/NNG 전__08/NNG 돌아오/VV
205,침대__02/NNG 에서/JKB 내려오/VV
206,현재/MAG 대한항공/NNP 에서/JKB 나오/VV 식용유/NNG 월__03/NNG 평균/NNG 천/NR
207,전시회/NNG 작품__01/NNG 과학/NNG 작품__01/NNG 하나/NR 분교장/NNG 에서/JKB 내__02/VV
208,계장__03/NNG 천천히/MAG 자리__01/NNG 에서/JKB 일어나/VV
209,그녀/NP 아침/NNG 여덟/NR 시/NNB 이십/NR 분__08/NNB 집__01/NNG 에서/JKB 나오/VV
210,위__01/NNG 에서/JKB 지시__02/NNG 내려오/VV
211,하늘/NNG 에서/JKB 뚝__01/MAG 떨어지/VV 말__01/NNG
212,고안자/NNG 미국인/NNG 샌퍼드/NNP 이름/NNG 에서/JKB 생기/VV 말__01/NNG
213,나머지/NNG 허드렛물/NNG 수도꼭지/NNG 에서/JKB 나오/VV
214,그러나/MAJ 속__01/NNG 에서/JKB 아무것/NNG 올라오/VV
215,고모__01/NNG 도시락/NNG 에서/JKB 소금__01/NNG 꺼내/VV
216,관사__04/NNG 에서/JKB 교실/NNG 아예/MAG 이사__14/NNG 하/VV 이사__14/NNG
217,그때/NNG 누구/NP 가방__01/NNG 에서/JKB 드링크제/NNG 꺼내/VV
218,침대__02/NNG 에서/JKB 침대__02/NNG 점프/NNG 하/VV
219,남한/NNP 이산가족/NNG 비단/MAG 북한/NNP 땅/NNG 에서/JKB 내려오/VV 그/NP
220,기침__01/NNG 소리__01/NNG 옥점/NNP 방__07/NNG 에서/JKB 누구/NP 나오/VV 모양__02/NNG
221,이번__01/NNG 대통령/NNG 선거__04/NNG 에서/JKB 새롭/VA 매체/NNG 많이/MAG 개발/NNG
222,일본/NNP 에서/JKB 담배/NNG 오/VV 것/NNB 사실__04/NNG
223,당신/NP 분명/MAG 하늘/NNG 에서/JKB 떨어지/VV 신성__04/NNG 존재/NNG
224,아래__01/NNG 가지__01/NNG 에서/JKB 다음번/NNG 가지__01/NNG 또/MAG 다음__01/NNG 가지__01/NNG 올라가/VV
225,주전자/NNG 에서/JKB 휘파람/NNG 소리__01/NNG 나/VV
226,제임스/NNP 박/NNP 목__01/NNG 에서/JKB 피__02/NNG 방울__01/NNG 흘러내리/VV
227,부안군/NNP 하서면/NNP 에서/JKB 변산/NNP 쪽__05/NNB 번/NNB 지방도/NNG 타__02/VV
228,제일__04/NNG 월/NNB 상달__01/NNG 초하루/NNG 에서/JKB 일/NNB 사이__01/NNG 지내/VV
229,몰이해__02/NNG 에서/JKB 나오/VV 말__01/NNG
230,나무__01/NNG 속__01/NNG 에서/JKB 천천히/MAG 무엇/NP 모습__01/NNG 드러내/VV
231,그것/NP 얼마/NNG 가/VV 생각__01/NNG 에서/JKB
232,어쨌든/MAG 우리/NP 핏줄/NNG 에서/JKB 나오/VV
233,층계/NNG 맞은편/NNG 에서/JKB 삼/NR 층__02/NNG 두꺼비/NNG 수창이/NNP 내려오/VV
234,소설__03/NNG 중심__01/NNG 하/VV 것/NNB 이유__04/NNG 에서/JKB
235,라운드/NNG 중반__03/NNG 이인영/NNP 코__01/NNG 에서/JKB 피__02/NNG 흐르__01/VV
236,줄기__01/NNG 에서/JKB 가지__01/NNG 많이/MAG 가르/VV
237,저기/NP 에서/JKB 앰뷸런스/NNG 오/VV
238,병원__02/NNG 에서/JKB 나오/VV 내/NP 잘/MAG
239,온몸/NNG 에서/JKB 기름__01/NNG 냄새/NNG 풍기/VV
240,병식이/NNP 형__01/NNG 주머니/NNG 에서/JKB 지포라이터/NNG 꺼내/VV
241,보통/MAG 필요/NNG 요산/NNG 신장__14/NNG 에서/JKB 오줌/NNG 되__01/VV 배설__01/NNG
242,아가씨/NNG 상자__10/NNG 에서/JKB 인형__01/NNG 꺼내/VV
243,출연자/NNG 에서/JKB 시작__01/NNG 소동__02/NNG 스태프/NNG 이어지/VV
244,한국/NNP 바둑/NNG 영역__03/NNG 이제/MAG 국내__02/NNG 에서/JKB 해외/NNG 한껏/MAG 넓/VA
245,품이/NNP 필례/NNP 지금__03/MAG 학교/NNG 에서/JKB 돌아오/VV 길__01/NNG
246,구면파/NNG 공간__05/NNG 점__10/NNG 에서/JKB 방향__01/NNG 똑같이/MAG 퍼지/VV 파동/NNG
247,꽃__01/NNG 월/NNB 개화__04/NNG 황록색/NNG 에서/JKB 적색__01/NNG 변하/VV
248,그때/NNG 갑자기/MAG 집__01/NNG 에서/JKB 전화__07/NNG 걸리__01/VV 거/NNB
249,허벅다리/NNG 에서/JKB 무릎/NNG 정강이/NNG 힘__01/NNG 쭉/MAG 빠지__01/VV
250,저어기/NP 찬장/NNG 에서/JKB 그것/NP 좀/MAG 가져오/VV
251,헬기/NNG 에서/JKB 내리/VV 얼룩무늬/NNG 공수__13/NNG 부대__08/NNG 보안과/NNG 쪽__05/NNB 이동__03/NNG
252,서울/NNP 봄/NNG 서울/NNP 봄/NNG 눈__01/NNG 속__01/NNG 에서/JKB 오/VV
253,바람__01/NNG 하늘/NNG 에서/JKB 가져오/VV
254,나/NP 재빨리/MAG 방__07/NNG 에서/JKB 나오/VV 부러/MAG 큰소리__01/NNG 말__01/NNG
255,품이/NNP 그제서야/MAG 물__01/NNG 에서/JKB 나오/VV
256,반면__02/NNG 흑인/NNG 인구__01/NNG 비율__02/NNG 에서/JKB 줄어들/VV
257,민족주의/NNG 문학__01/NNG 명목__02/NNG 이/NP 에서/JKB 생기/VV 개념/NNG 것/NNB
258,한참/NNG 만__01/NNB 다시/MAG 신림역/NNP 근처/NNG 에서/JKB 지상__01/NNG 나타나/VV 것/NNB
259,감정__06/NNG 에서/JKB 솟__01/VV 식은땀/NNG 말__01/NNG
260,그곳/NP 에서/JKB 왼쪽/NNG 약사봉/NNP 능선__01/NNG 나/VV
261,역사__04/NNG 고대인/NNG 손발/NNG 싸우/VV 투기술/NNG 에서/JKB 발전__01/NNG
262,장축/NNG 남/NNG 북향__02/NNG 에서/JKB 서쪽/NNG 가량__x06/NNG 기울/VV
263,그/NP 욕실/NNG 에서/JKB 나오/VV
264,호__14/NNB 지석묘/NNG 에서/JKB 동쪽/NNG 떨어지/VV
265,블라스까야/NNP 에서/JKB 유즈나야/NNP 버스__02/NNG 불과/MAG 오/NR 분__08/NNB 걸리__01/VV
266,동아시아인/NNG 의사소통/NNG 오늘/NNG 날씨__01/NNG 좋/VA 에서/JKB 시작__01/NNG
267,소녀__02/NNG 머리끝/NNG 에서/JKB 신발/NNG 온통/MAG 물기/NNG 번들거리__01/VV
268,삼십/NR 대__06/NNB 초__03/NNB 에서/JKB 사십/NR 대__06/NNB 끝/NNG 이어지/VV 시기__04/NNG
269,서문/NNP 시장__04/NNG 쪽__05/NNB 에서/JKB 동대구역/NNP 얼마나/MAG 멀/VA 길__01/NNG
270,동대문시장/NNP 에서/JKB 대학로/NNP 진입/NNG 차__06/NNG 아예/MAG 움직이/VV
271,전화__07/NNG 우리/NP 집__01/NNG 에서/JKB 오/VV 전화__07/NNG 것/NNB
272,흥남역/NNP 에서/JKB 시간__04/NNG 남짓/NNB 가/VV 신포역/NNP
273,번/NNB 국도__04/NNG 프놈펜/NNP 에서/JKB 베트남/NNP 호찌민/NNP 향하/VV 도로__07/NNG
