Number,Sentence
14,그리고/MAJ 그/MM 등쌀/NNG 에/JKB 시름/NNG 하/XSV 는/ETM 층__02/NNG 은/JX 같/VA 다/EF ./SF
15,납치/NNG 에/JKB 의하/VV ᆫ/ETM 행방불명/NNG 이/VCP ᄇ니다/EF ./SF "/SS
16,신철이/NNP 는/JX 대답/NNG 에/JKB 궁__10/NNG 하/XSA 아/EC 가만히/MAG 있/VV 었/EP 다/EF ./SF
17,[/SS 덕분/NNG 에/JKB 잘/MAG 지내/VV 었/EP 시다/EF ./SF
18,바람__01/NNG 에/JKB 15/SN 일/NNB 이상__05/NNG 이/JKS 걸리__01/VV 었/EP 다/EF ./SF
19,의외/NNG 에/JKB 이__05/MM 장돌뱅이/NNG 도/JX 공동묘지/NNG 이야기/NNG 를/JKO 꺼내/VV ᆫ다/EF ./SF
20,그/MM 말__01/NNG 에/JKB 아버지/NNG 는/JX 새삼/MAG 그림__01/NNG 을/JKO 바라보/VV ᆫ다/EF ./SF
21,걱정/NNG 끝/NNG 에/JKB 산부인과/NNG 를/JKO 찾/VV 았/EP 다/EF ./SF
22,오히려/MAG 그/MM 때문/NNB 에/JKB 부패__04/NNG 가/JKS 더/MAG 생기/VV ᆫ다/EF ./SF
23,검소/NNG 하/XSA ᆫ/ETM 표정__03/NNG 에/JKB 시선__03/NNG 이/JKS 멈추/VV 고/EC 안정세/NNG ./SF
24,때문/NNB 에/JKB 평생/NNG 독신__01/NNG 으로/JKB 살__01/VV 겠/EP 다/EF ./SF
25,그/MM 기세__01/NNG 에/JKB LG/SL 타자__03/NNG 가/JKS 밀리__01/VV 었/EP 다/EF ./SF
26,나/NP 의/JKG 말__01/NNG 에/JKB 영순이/NNP 는/JX 눈__01/NNG 을/JKO 흘기/VV 었/EP 다/EF ./SF
27,덕분/NNG 에/JKB 금전__05/NNG 적/XSN 출혈/NNG 이/JKS 심하/VA 다/EF ./SF
28,그것/NP 때문/NNB 에/JKB 가정부__01/NNG 와/JKB 다투/VV 기/ETN 까지/JX 하/VX 았/EP 다/EF ./SF
29,이/MM 바람__01/NNB 에/JKB 잠__01/NNG 이/JKS 깨__01/VV 었/EP 습니다/EF ./SF
30,"/SS 저놈/NP 들/XSN 장력__01/NNG 에/JKB 나가떨어지/VV ᆫ/ETM 것/NNB 이/VCP 지요/EF ./SF "/SS
31,너/NP 의/JKG 덕분/NNG 에/JKB 재미/NNG 좀/MAG 보__01/VV 았/EP 다/EF ./SF "/SS
32,매일/MAG 돈__01/NNG 때문/NNB 에/JKB 엄마/NNG 와/JKB 아빠/NNG 가/JKS 싸우/VV 시/EP 어요/EF ./SF
33,이것/NP 때문/NNB 에/JKB 이혼__03/NNG 율/XSN 이/JKS 높/VA 아/EC 지/VX 었/EP 다/EF ./SF
34,그/NP 는/JX 이런/MM 생각__01/NNG 에/JKB 얼굴/NNG 이/JKS 화끈/MAG 달__01/VV 았/EP 다/EF ./SF
35,지현/NNP 의/JKG 말__01/NNG 에/JKB 정희/NNP 는/JX 깜빡/MAG 제정신/NNG 을/JKO 돌리__04/VV ᆫ다/EF ./SF
36,그래/IC 너/NP 의/JKG 덕분/NNG 에/JKB 좀/MAG 쉬__03/VV 어/EC 보/VX 자/EC …/SE …/SE
37,당신/NP 이/JKS 마시/VV ᆫ/ETM 외상__01/NNG 술값/NNG 때문/NNB 에/JKB 요/JX ./SF "/SS
38,결혼/NNG 은/JX 사회__07/NNG 적/XSN 지위__04/NNG 때문/NNB 에/JKB 하/VV ᆫ다/EF ./SF
39,석양빛/NNG 에/JKB 앞벌/NNG 은/JX 비단결/NNG 같/VA 다/EF ./SF
40,유/NNP 간사__06/NNG 는/JX 노크/NNG 소리__01/NNG 에/JKB 고개__01/NNG 를/JKO 쳐들/VV 었/EP 다/EF ./SF
41,그/MM 통__06/NNB 에/JKB 구두__01/NNG 한/MM 짝__01/NNG 이/JKS 벗겨지/VV 었/EP 어요/EF ./SF
42,"/SS 나/NP 때문/NNB 에/JKB 신경__04/NNG 많이/MAG 쓰이__03/VV 었/EP 죠/EF ?/SF "/SS
43,큰언니/NNG 는/JX 들이단짝/MAG 말__01/NNG 에/JKB 손톱__01/NNG 을/JKO 세우__01/VV ᆫ다/EF ./SF
44,나/NP 는/JX 거기/NP 에서/JKB 갈증/NNG 에/JKB 시달리/VV 어야/EC 하/VX 았/EP 다/EF ./SF
45,이것/NP 때문/NNB 에/JKB 그런/MM 오해__02/NNG 를/JKO 하/VV 시/EP 는군요/EF ./SF
46,덕분/NNG 에/JKB 아침/NNG 부터/JX 좀/MAG 울__01/VV 었/EP 습니다/EF ./SF
47,흐느낌/NNG 때문/NNB 에/JKB 온몸/NNG 이/JKS 떨리__01/VV 었/EP 다/EF ./SF
48,[/SS 저/MM 새끼__02/NNG 때문/NNB 에/JKB 또/MAJ 하/VV 잖아/EF ./SF ]/SS
49,뜻밖/NNG 의/JKG 말__01/NNG 에/JKB 옥점이/NNP 는/JX 호호__02/MAG 웃/VV 었/EP 다/EF ./SF
50,그녀/NP 의/JKG 말__01/NNG 에/JKB 나/NP 는/JX 다시/MAG 한번/NNG 놀라/VV 았/EP 다/EF ./SF
51,나/NP 는/JX 오줌/NNG 때문/NNB 에/JKB 눈__01/NNG 을/JKO 뜨__05/VV 었/EP 다/EF ./SF
52,아침/NNG 햇살/NNG 과/JC 새소리/NNG 에/JKB 눈__01/NNG 을/JKO 뜨__05/VV 었/EP 습니다/EF ./SF
53,"/SS 우리/NP 새끼__02/NNG 들/XSN 땜/NNB 에/JKB 살__01/VV 지/EF ./SF "/SS
54,그/MM 바람__01/NNB 에/JKB 등__01/NNG 을/JKO 만지/VV 어/EC 보/VX 았/EP 다/EF ./SF
55,"/SS 잘/MAG 있/VV 어요/EC ,/SP 덕분/NNG 에/JKB ./SF
56,기대__03/NNG 이상__05/NNG 의/JKG 한국인/NNG 의/JKG 친절/NNG 에/JKB 너무나/MAG 고맙__01/VA 었/EP 다/EF ./SF
57,요즘/NNG 우리/NP 는/JX 돈__01/NNG 때문/NNB 에/JKB 무척/MAG 시달리/VV ᄇ니다/EF ./SF
58,나/NP 때문/NNB 에/JKB 갇히/VV 어/EC 있/VX 구나/EF ./SF '/SS
59,그래서/MAJ 그런/MM 기획__01/NNG 기사__10/NNG 에/JKB 아무런/MM 반응/NNG 도/JX 없/VA 었/EP 다/EF ./SF
60,억울/XR 하/XSA ᆫ/ETM 생각__01/NNG 에/JKB 입술/NNG 을/JKO 깨물/VV 었/EP 습니다/EF ./SF
61,두꺼비/NNG 의/JKG 말__01/NNG 에/JKB 태봉이/NNP 는/JX 껄껄/MAG 웃/VV 었/EP 다/EF ./SF
62,그/MM 피비린내/NNG 에/JKB 몸서리치/VV 었었/EP 는데/EC …/SE
63,"/SS 덕분/NNG 에/JKB 잘/MAG 자__01/VV 았/EP 어요/EF ./SF
64,그/MM 바람__01/NNB 에/JKB 창석이/NNP 처가/NNG 만/JX 혼나/VV 았/EP 죠/EF ./SF
65,「/SS 저/NP 땜/NNB 에/JKB 쫓겨나/VV 시/EP 는/ETM 거/NNB 이/VCP 에요/EF ?/SF 」/SS
66,"/SS 잡음__02/NNG 때문/NNB 에/JKB 자세/XR 들/XSN 못/MAG 듣__01/VV 었/EP 어/EF ./SF
67,해방__05/NNG 덕분/NNG 에/JKB 풀려나/VV ᆫ/ETM 거/NNB 이/VCP 죠/EF ./SF
68,저/MM 잘나/VA ᆫ/ETM 우리/NP 집__01/NNG 위인__02/NNG 때문/NNB 에/JKB 말__01/NNG 이/VCP ᄇ니다/EF ./SF
69,스잔/NNP 의/JKG 농담__01/NNG 에/JKB 미혜/NNP 가/JKS 웃/VV 었/EP 다/EF ./SF
70,그녀/NP 가/JKS 그/MM 소리__01/NNG 에/JKB 눈__01/NNG 을/JKO 반짝__02/MAG 뜨__05/VV 었/EP 다/EF ./SF
71,덕분/NNG 에/JKB 나/NP 도/JX 제대로/MAG 먹__02/VV 지/EC 못하/VX 았/EP 지/EC 뭐/IC ./SF
72,살의/NNG 때문/NNB 에/JKB 손__01/NNG 이/JKS 떨리__01/VV 었/EP 다/EF ./SF
73,바람__01/NNG 에/JKB 흔들리/VV 는/ETM 나뭇잎/NNG ./SF
74,내/NP 가/JKS 저/MM 녀석/NNB 때문/NNB 에/JKB 푹/MAG 늙/VV 었/EP 어/EF ./SF
75,바람__01/NNG 에/JKB 흔들리/VV 는/ETM 갈대/NNG 이/VCP 냐/EF ./SF "/SS
76,바람__01/NNG 때문/NNB 에/JKB 흔들리/VV 는/ETM 것/NNB 은/JX 아니/VCN 었/EP 어/EF ./SF
77,나/NP 때문/NNB 에/JKB 되돌아오/VV 아야/EC 하/VX 았/EP 으니까/EF ./SF
78,덕분/NNG 에/JKB 분위기/NNG 는/JX 좋/VA 았/EP 다/EF ./SF
79,때문/NNB 에/JKB 법인__02/NNG 시민/NNG 이/VCP 라고/EC 하/VV ᆫ다/EF ./SF
80,바람__01/NNG 에/JKB 흔들리/VV 는/ETM 갈대/NNG 이/VCP 냐/EF ./SF
81,이/MM 때문/NNB 에/JKB 언론/NNG 은/JX 흔히/MAG 공기__04/NNG 로/JKB 불리__04/VV ᆫ다/EF ./SF
82,경지/NNP 의/JKG 말__01/NNG 에/JKB 점원__01/NNG 아가씨/NNG 가/JKS 생긋/MAG 웃/VV 었/EP 다/EF ./SF
83,품이/NNP 는/JX 은영이/NNP 생각__01/NNG 에/JKB 슬프/VA 었/EP 습니다/EF ./SF
84,남조/NNP 는/JX 그/MM 울음소리/NNG 에/JKB 잠__01/NNG 이/JKS 깨어지/VV 었/EP 다/EF ./SF
85,어쨌든/MAG 안도감/NNG 에/JKB 반갑/VA 었/EP 다/EF ./SF
86,덕분/NNG 에/JKB 많이/MAG 좀/MAG 얻어먹/VV 게/EF ./SF "/SS
87,빗소리/NNG 에/JKB 눈__01/NNG 을/JKO 뜨__05/VV 었/EP 다/EF ./SF
88,목격자/NNG 가/JKS 있/VV 었/EP 기/ETN 때문/NNB 에/JKB …/SE …/SE "/SS
89,그/MM 말__01/NNG 에/JKB 아빠/NNG 는/JX 물끄러미/MAG 품이/NNP 를/JKO 쳐다보/VV ᄇ니다/EF ./SF
90,왜냐하면/MAG 집착__02/NNG 이/JKS 너무/MAG 강하/VV 기/ETN 때문/NNB 에/JKB ./SF
91,전적__03/NNG 으로/JKB 술__01/NNG 에/JKB 취하__03/VV ᆫ/ETM 까닭/NNG 이/VCP 었/EP 다/EF ./SF
92,사기범/NNG 의/JKG 욕설/NNG 에/JKB 도박__02/NNG 꾼/XSN 이/JKS 비웃/VV 었/EP 다/EF ./SF
93,나/NP 는/JX 동현/NNP 의/JKG 말__01/NNG 에/JKB 고개__01/NNG 를/JKO 끄덕이/VV 었/EP 다/EF ./SF
94,때문/NNB 에/JKB 이/NP 를/JKO 월경__02/NNG 또는/MAG 달거리__03/NNG 이/VCP 라/EC 부르/VV ᆫ다/EF ./SF
95,[/SS 좌판/NNG 때문/NNB 에/JKB 안/MAG 되__01/VV 것/EP 다/EF ./SF
96,그/MM 말__01/NNG 에/JKB 당숙/NNG 의/JKG 얼굴/NNG 은/JX 풀어지/VV 었/EP 다/EF ./SF
97,잔잔/XR 하/XSA ᆫ/ETM 바람결/NNG 에/JKB 난실난실/MAG 흔들리/VV 었/EP 습니다/EF ./SF
98,"/SS 잘/MAG 하/VV 았/EP 어/EC …/SE …/SE 언니/NNG 덕분/NNG 에/JKB ./SF "/SS
99,누구/NP 도/JX 누구/NP 때문/NNB 에/JKB 죽__01/VV 지/EC 않/VX 았/EP 네/EF ./SF
100,덕분/NNG 에/JKB 우리/NP ᆫ/JX 다방__02/NNG 에서/JKB 쫓겨나/VV 았/EP 구요/EF ./SF "/SS
101,운동__02/NNG 에너지/NNG 는/JX 충돌/NNG 에/JKB 의하/VV 아/EC 일부__02/NNG 상실__05/NNG 되/XSV ᆫ다/EF ./SF
102,고문__04/NNG ,/SP 폭행/NNG ,/SP 협박/NNG 에/JKB 의하/VV ᆫ/ETM 자백__01/NNG
103,그러나/MAJ 이/MM 모형__05/NNG 은/JX 고전__02/NNG 물리학/NNG 때문/NNB 에/JKB 다시/MAG 무너지/VV ᆫ다/EF ./SF
104,길바닥/NNG 이/JKS 개골__03/NNG 물__01/NNG 때문/NNB 에/JKB 파이/VV ᆫ/ETM 것/NNB 이/VCP 다/EF ./SF
105,가난__01/NNG 때문/NNB 에/JKB 영혼__02/NNG 을/JKO 팔/VV 아/EC 버리/VX ᆫ/ETM 여자__02/NNG ./SF
106,'/SS 일__01/NNG 때문/NNB 에/JKB 결혼/NNG 은/JX 미루/VV 고/EC 있/VX 습니다/EF ./SF '/SS
107,더위/NNG 에/JKB 흙/NNG 냄새/NNG 가/JKS 끼치__01/VV 어/EC 오/VX ᄇ니다/EF ./SF
108,『/SS 교육평론/NNP 』/SS 에/JKB 실리__01/VV ᆫ/ETM 글/NNG 때문/NNB 이/VCP 다/EF ./SF
109,어머니/NNG 말__01/NNG 에/JKB 옥점이/NNP 는/JX 벌떡/MAG 일어나/VV 며/EC ,/SP
110,꾀뿌리/NNP 에/JKB 일어나/VV ᄆ/ETN 이/JKS 구름__01/NNG 과/JC 안개/NNG 뿐/JX 이/VCP 랴/EC 非徒嶽出興雲霧/SH
111,홍종표/NNP 의/JKG 말__01/NNG 에/JKB 다른/MM 여자/NNG 간사__06/NNG 가/JKS 받__01/VV 았/EP 다/EF ./SF
112,뭐/NP 땜/NNB 에/JKB 지__03/VV 냐/EC 말__01/NNG 이/VCP 다/EF ./SF
113,임마/IC 돈__01/NNG 때문/NNB 에/JKB 설움/NNG 받__01/VV 아/EC 보/VX 아라/EF ./SF
114,그/MM 때문/NNB 에/JKB 군사__04/NNG 물자__02/NNG 가/JKS 모자라/VV ᆫ다/EF ./SF "/SS
115,민수/NNP 의/JKG 말__01/NNG 에/JKB 명구/NNP 가/JKS 맞장구/NNG 를/JKO 치__02/VV 었/EP 습니다/EF ./SF
116,그/MM 말__01/NNG 에/JKB 다시/MAG 한번/NNG 모두/MAG 웃음/NNG 을/JKO 터뜨리/VV 었/EP 다/EF ./SF
117,'/SS 왜/MAG 찾/VV 을까/EF ?/SF 혹시__01/MAG 교지__07/NNG 때문/NNB 에/JKB …/SE …/SE '/SS
118,이__05/MM 말__01/NNG 에/JKB 모두__01/NNG 들/XSN 한바탕/MAG 웃/VV 었/EP 다/EF ./SF
119,특히/MAG 옷/NNG 때문/NNB 에/JKB 많이/MAG 걱정/NNG 을/JKO 하/VV 았/EP 다/EF ./SF
120,묵언/NNG 양구/NNP (/SS 良久/SH )/SS 에/JKB 펜/NNG 을/JKO 들__04/VV 었/EP 다/EF ./SF
121,혹시__01/MAG 이/MM 가슴__01/NNG 에/JKB 뿅/MAG 가/VV ᆫ/ETM 거/NNB 아니/VCN 에요/EF ?/SF "/SS
122,이/MM 말__01/NNG 에/JKB 이/NNP 서방__02/NNG 은/JX 용기__02/NNG 를/JKO 얻/VV 어/EC ,/SP
123,그/NP 의/JKG 말__01/NNG 에/JKB 당숙/NNG 은/JX 눈__01/NNG 을/JKO 감__01/VV 았/EP 다/EF ./SF
124,보아하니/MAG 악천우/NNG 에/JKB 조난/NNG 당하/XSV ᆫ/ETM 어선__05/NNG 같/VA 았/EP 다/EF ./SF
125,이__05/MM 때문/NNB 에/JKB 부작용/NNG 도/JX 많/VA 다/EF ./SF
126,민수/NNP 는/JX 자기/NP 말__01/NNG 에/JKB 깜짝__02/MAG 놀라/VV 았/EP 다/EF ./SF
127,조울증/NNG 때문/NNB 에/JKB 괴롭/VA 다/EF ./SF
128,혁진/NNP 의/JKG 말__01/NNG 에/JKB 예리/NNP 는/JX 피식/MAG 웃/VV 었/EP 다/EF ./SF
129,더위/NNG 에/JKB 지치__01/VV ᆫ/ETM 그/NP 가/JKS 말__01/NNG 하/XSV 았/EP 다/EF ./SF
130,느닷없/VA 는/ETM 질문/NNG 에/JKB 나/NP 는/JX 당황/NNG 하/XSV 았/EP 다/EF ./SF
131,불빛/NNG 때문/NNB 에/JKB 번지드롭/NNG 은/JX 불기둥/NNG 처럼/JKB 환하/VA 았/EP 다/EF ./SF
132,연속극/NNG 에/JKB 정신없/VA 었/EP 다고/EC 하/VX ᆫ다/EF ./SF
133,나/NP 의/JKG 말__01/NNG 에/JKB 윤수/NNP 는/JX 히히/IC 웃/VV 었/EP 다/EF ./SF
134,이__05/MM 어리석/VA 은/ETM 질문/NNG 에/JKB 그/NP 는/JX 묵묵부답/NNG 이/VCP 었/EP 다/EF ./SF
135,거리__01/NNG 는/JX 폭설__02/NNG 에/JKB 푹/MAG 파묻히/VV 고/EC 있/VX 었/EP 다/EF ./SF
136,『/SS 張俊河/SH 선생__01/NNG 때문/NNB 에/JKB 오/VV 았/EP 지/EF ./SF
137,그/MM 말__01/NNG 에/JKB 는/JX 모두/MAG 놀라/VV 았/EP 습니다/EF ./SF
138,그/NP 의/JKG 말__01/NNG 에/JKB 경지/NNP 가/JKS 피식/MAG 웃/VV 었/EP 다/EF ./SF
139,유지/NNP 의/JKG 말__01/NNG 에/JKB 내/NP 가/JKS 묻__03/VV 었/EP 다/EF ./SF
140,늑대/NNG 의/JKG 말__01/NNG 에/JKB 모두/MAG 손뼉/NNG 을/JKO 치__02/VV 었/EP 습니다/EF ./SF
141,그/MM 눈초리/NNG 에/JKB 베드로/NNP 도/JX 감격/NNG 하/XSV 았/EP 으리라고/EC 믿/VV 습니다/EF ./SF
142,그/MM 햇살/NNG 에/JKB 눈__01/NNG 이/JKS 부시/VA 었/EP 다/EF ./SF
143,고놈/NP 의/JKG 말__01/NNG 때문/NNB 에/JKB 망하/VV 았/EP 어/EF ./SF
144,이/NP 에/JKB 따르__01/VV 아/EC 부도__02/NNG 율/XSN 도/JX 급등/NNG 하/XSV 았/EP 다/EF ./SF
145,오빠/NNG ,/SP 덕분/NNG 에/JKB 잘/MAG 먹__02/VV 겠/EP 어/EF ./SF ]/SS
146,'/SS 너/NP 때문/NNB 에/JKB 내/NP 가/JKS 죽__01/VV 었/EP 다/EF ./SF
147,수입__02/NNG 콩나물/NNG 때문/NNB 에/JKB 거의/MAG 사라지/VV 어/EC 버리/VX ᆫ/ETM 우리/NP 콩나물/NNG ./SF
148,[/SS 나/NP 때문/NNB 에/JKB 너무/MAG 신경__04/NNG 쓰__03/VV 지/EC 말/VX 시/EP 유/EF ./SF
149,성적__03/NNG 때문/NNB 에/JKB 자살__01/NNG 하/XSV 는/ETM 아이__01/NNG 들/XSN 도/JX 있/VV 어요/EF ./SF
150,바람__01/NNG 에/JKB 달러/NNG 가/JKS 날리__01/VV 었/EP 다/EF ./SF
151,이미/MAG 돈__01/NNG 을/JKO 펑펑__03/MAG 쓰/VV 어/EC 오/VX 았/EP 기/ETN 때문/NNB 에/JKB ./SF
152,때문/NNB 에/JKB 무엇/NP 이/VCP ᆫ가/EC 를/JKO 하/VV 아야/EC 하/VX 았/EP 다/EF ./SF
153,그놈/NP 의/JKG 담배/NNG 때문/NNB 에/JKB 못/MAG 살__01/VV 겄/EP 어/EF ./SF
154,꽃대궁/NNG 은/JX 바람__01/NNG 에/JKB 머리__01/NNG 를/JKO 살랑살랑__02/MAG 흔들/VV 었/EP 습니다/EF ./SF
155,의약__02/NNG 분업/NNG 때문/NNB 에/JKB 올리__01/VV 는/ETM 것/NNB 은/JX 아니/VCN 다/EF ./SF
156,소리__01/NNG 때문/NNB 에/JKB 눈길__01/NNG 을/JKO 끌/VV 었/EP 습니다/EF ./SF
157,평지__02/NNG 보다/JKB 는/JX 높/VA 기/ETN 때문/NNB 에/JKB ./SF
158,바람__01/NNG 에/JKB 흔들리/VV 는/ETM 갈대/NNG 의/JKG 순정__03/NNG …/SE …/SE "/SS
159,그녀/NP 의/JKG 물음__01/NNG 에/JKB 그/NP 는/JX 말없이/MAG 웃/VV 었/EP 다/EF ./SF
160,모두/MAG 그/MM 음악__01/NNG 에/JKB 깜짝__02/MAG 놀라/VV 았/EP 다/EF ./SF
161,고__11/NNG 되/XSA ᆫ/ETM 살__01/VV 음/ETN 에/JKB
162,때문/NNB 에/JKB 식구__01/NNG 들/XSN 은/JX 야속__01/NNG 하/XSA 게/EC 여기/VV 었/EP 다/EF ./SF
163,아버지/NNG 는/JX 여자__02/NNG 때문/NNB 에/JKB 프랑스/NNP 로/JKB 가/VV 았/EP 다/EF ./SF
164,교지__06/NNG 때문/NNB 에/JKB 너/NP 까지/JX 망하/VV 았/EP 어/EF ./SF "/SS
165,그런/MM 아버지/NNG 가/JKS 말__05/NNG 때문/NNB 에/JKB 죽__01/VV 었/EP 다/EF ./SF
166,딩댕동/MAG 소리__01/NNG 에/JKB 잠__01/NNG 이/JKS 깨__01/VV 었/EP 다/EF ./SF
167,이/MM 역시/MAG 잘/MAG 알/VV 지/EC 못하/VX 기/ETN 때문/NNB 에/JKB ./SF
168,아이__01/NNG 들/XSN 눈빛__01/NNG 에/JKB 미소__05/NNG 가/JKS 번지__01/VV 어/EC 가/VX 았/EP 다/EF ./SF
169,그녀/NP 는/JX 이/MM 말__01/NNG 에/JKB 매우/MAG 놀라/VV 았/EP 다/EF ./SF
170,[/SS 이런/MM 대하__02/VV 는/ETM 냉증/NNG 때문/NNB 에/JKB !/SF ]/SS
171,등__05/NNB 도/JX 환율/NNG 급등/NNG 소식__04/NNG 에/JKB 강세__03/NNG 를/JKO 보이__02/VV 었/EP 다/EF ./SF
172,성장__01/NNG 은커녕/JX 생존/NNG 도/JX 힘들/VA 었/EP 기/ETN 때문/NNB 에/JKB ./SF
173,하지만/MAJ ,/SP 개성__03/NNG 때문/NNB 에/JKB 대부분/NNG 조금__01/NNG 씩/XSN 은/JX 고치__01/VV ᄇ니다/EF ./SF
174,숨두부/NNG 이/VCP 라는/ETM 말__01/NNG 에/JKB 발걸음/NNG 을/JKO 멈추/VV 었/EP 다/EF ./SF
175,한동안/NNG 형기/NNP 는/JX 악몽/NNG 에/JKB 시달리/VV 곤/EC 하/VX 았/EP 다/EF ./SF
176,이__05/MM 때문/NNB 에/JKB 네덜란드/NNP 이/VCP 라/EC 부르/VV ᆫ다/EF ./SF
177,장군__04/NNG 님/XSN 이/JKS 감격/NNG 에/JKB 겹/VA 어/EC 말__01/NNG 하/XSV 았/EP 습니다/EF ./SF
178,"/SS 그것/NP 때문/NNB 에/JKB 부르/VV 시/EP 었/EP 소/EF ?/SF "/SS
179,신문__10/NNG 기사__10/NNG 의/JKG 생명/NNG 은/JX 이/MM 리드__01/NNG 에/JKB 있/VV 다/EF ./SF
180,(/SS 1/SN )/SS 법률/NNG 규정__04/NNG 에/JKB 의하/VV ᆫ/ETM 무상__09/NNG 기탁/NNG
181,미소__05/NNG 띄__04/VV ᆫ/ETM 윤희/NNP 의/JKG 말__01/NNG 에/JKB
182,잃어버리/VV ᆫ/ETM 미래__02/NNG 이/VCP 기/ETN 에/JKB ./SF
183,그/MM 커다랗/VA ᆫ/ETM 덩치__01/NNG 에/JKB 도/JX 불구/XR 하/XSV 고/EF ./SF
184,"/SS 엄마/NNG 는/JX 누구/NP 땜/NNB 에/JKB 살__01/VV 아/EF ?/SF "/SS
185,그래서/MAJ 다시/MAG 그/MM 풍경__01/NNG 에/JKB 지치__01/VV ᆫ다/EF ./SF
186,모르/VV 기/ETN 때문/NNB 에/JKB ./SF
187,때문/NNB 에/JKB 고온__02/NNG 다습__02/NNG 을/JKO 피하/VV 아야/EC 하/VX ᆫ다/EF ./SF
188,그런데/MAJ 이렇/VA ᆯ/ETM 경우__03/NNG 에/JKB 사태__06/NNG 는/JX 심각/XR 하/XSA 다/EF ./SF
189,젊/VA 다는/ETM 말__01/NNG 에/JKB 감동__02/NNG 하/XSV ᆫ/ETM 듯/NNB 하/XSA 았/EP 다/EF ./SF
190,낙엽/NNG 들/XSN 비__01/NNG 에/JKB 젖__01/VV 는다/EF ./SF
191,옷/NNG 이/JKS 물__01/NNG 에/JKB 젖__01/VV 었/EP 습니다/EF ./SF
192,두/MM 차례__01/NNG 의/JKG 가출__02/NNG 과/JC 그/NP 에/JKB 따르__01/VV ᆫ/ETM 정학__04/NNG ./SF
193,성진/NNP 의/JKG 말__01/NNG 에/JKB 당숙/NNG 은/JX 언성__01/NNG 을/JKO 높이/VV 었/EP 다/EF ./SF
194,느닷없/VA 는/ETM 말__01/NNG 에/JKB 채란/NNP 은/JX 어리둥절/XR 하/XSA 았/EP 다/EF ./SF
195,애경/NNP 의/JKG 말__01/NNG 에/JKB 모두/MAG 박수__02/NNG 를/JKO 치__02/VV 었/EP 다/EF ./SF
196,유성기__02/NNG 소리__01/NNG 에/JKB 잘/MAG 들리__03/VV 지/EC 않/VX 는다/EF ./SF
197,후텁지근/XR 하/XSA ᆫ/ETM 공기__06/NNG 에/JKB 소독약/NNG 냄새/NNG 가/JKS 뭉크러지/VV 었/EP 다/EF ./SF
198,나/NP 는/JX 기쁨/NNG 에/JKB 넘치/VV 어/EC 말__01/NNG 하/XSV 았/EP 다/EF ./SF
