Number,Sentence
175,이틀__01/NNG 후__07/NNG 나/NP 는/JX 경부선/NNP 기차__01/NNG 에/JKB 오르/VV 았/EP 다/EF ./SF
176,"/SS 집__01/NNG 에/JKB 언제/MAG 가/VV ᆯ/ETM 거/NNB 이/VCP 어/EF ?/SF "/SS
177,그러면/MAJ 또/MAJ 병원__02/NNG 에/JKB 가/VV 아야/EC 하/VX 아/EF ./SF "/SS
178,그/NP 가/JKS 성경__03/NNG 과/JC 담뱃갑/NNG 을/JKO 방바닥/NNG 에/JKB 동댕이치/VV 었/EP 다/EF ./SF
179,가르시아/NNP 는/JX 힘없이/MAG 소파__06/NNG 에/JKB 주저앉/VV 았/EP 다/EF ./SF
180,섹스/NNG 스캔들/NNG 의/JKG 도마__01/NNG 위__01/NNG 에/JKB 오르/VV 았/EP 다/EF ./SF
181,아이__01/NNG 는/JX 학교/NNG 에/JKB 들어가__01/VV 았/EP 을까/EF ?/SF
182,"/SS 할머니/NNG 랑/JC 절__01/NNG 에/JKB 가/VV 아/EF ./SF "/SS
183,모처럼/MAG 집__01/NNG 에/JKB 들어오/VV 았/EP 는데/EF ./SF ]/SS
184,그래서/MAJ 고향__02/NNG 에/JKB 가/VV 자/EF ./SF '/SS
185,나비__03/NNG 는/JX 정신없이/MAG 꽃__01/NNG 위__01/NNG 에/JKB 내려앉/VV 았/EP 습니다/EF ./SF
186,차__06/NNG 가/JKS 브라운/NNP 씨/NNB 의/JKG 관사__04/NNG 앞/NNG 에/JKB 닿/VV 았/EP 다/EF ./SF
187,"/SS 그곳/NP 에/JKB 나가/VV 아/EC 있/VX 으마/EF ./SF "/SS
188,"/SS 저/MM 자식__01/NNG 또/MAG 비명__02/NNG 에/JKB 가/VV 겠/EP 군/EF ./SF "/SS
189,또/MAJ 염라대왕/NNP 앞/NNG 에/JKB 오/VV ᆯ/ETM 수__02/NNB 밖에/JX ./SF
190,어서/MAG 배__02/NNG 에/JKB 오르/VV 시/EP ᄇ시오/EF ./SF
191,나/NP 는/JX 집__01/NNG 에/JKB 오/VV 아서/EC 생각__01/NNG 하/XSV 았/EP 다/EF ./SF
192,해__01/NNG 는/JX 벌써/MAG 선창머리/NNG 에/JKB 올라오/VV 아/EC 있/VX 었/EP 다/EF ./SF
193,"/SS 나/NP 하고/JKB 학교/NNG 에/JKB 가/VV 아/EF ./SF "/SS
194,학교/NNG 에/JKB 가/VV 았/EP 다/EF ./SF
195,그리고/MAJ 길바닥/NNG 에/JKB 칼__01/NNG 을/JKO 버리__01/VV 었/EP 다/EF ./SF
196,댐__02/NNG 에/JKB 도착__01/NNG 하/XSV 자/EC 몹시/MAG 숨__01/NNG 이/JKS 차__01/VV 았/EP 다/EF ./SF
197,"/SS 아마/MAG 고아원/NNG 에/JKB 들어가__01/VV 았/EP 겠/EP 지/EF ./SF "/SS
198,찻집/NNG 에/JKB 들어서/VV 자마자/EC 부터/JX 이/VCP 었/EP 다/EF ./SF
199,학교/NNG 에/JKB 다니/VV 지/EF ?/SF 」/SS
200,"/SS 아버지/NNG 괜히/MAG 장__28/NNG 에/JKB 가/VV 시/EP 었/EP 지/EF ?/SF "/SS
201,갈림길/NNG 에/JKB 오/VV 았/EP 다/EF ./SF
202,천/NNP 영감__01/NNG 이/JKS 단상__03/NNG 에/JKB 올라가/VV 아/EC 말__01/NNG 하/XSV 았/EP 다/EF ./SF
203,나/NP 는/JX 진외가/NNG 에/JKB 심부름/NNG 을/JKO 자주/MAG 가/VV 았었/EP 다/EF ./SF
204,그래서/MAJ 땅/NNG 에/JKB 묻__02/VV 는/ETM 것/NNB 이/VCP 다/EF ./SF
205,오후__02/NNG 6/SN 시/NNB 30/SN 분__08/NNB 쯤/XSN 기자실/NNG 에/JKB 들르/VV 었/EP 다/EF ./SF
206,구청__02/NNG 이나/JC 시청__01/NNG 에/JKB 들어가__01/VV 아/EC 보/VX 라/EF ./SF
207,똘배/NNG 는/JX 어저께/NNG 의/JKG 시궁창/NNG 에/JKB 돌아오/VV 아/EC 있/VX 었/EP 습니다/EF ./SF
208,언제/MAG 한/MM 번/NNB 학교/NNG 에/JKB 가/VV ᆯ께요/EF ./SF
209,그/NP 의/JKG 품속/NNG 에/JKB 얼굴/NNG 을/JKO 묻__02/VV 은/ETM 채__09/NNB 그녀/NP 는/JX
210,넷/NR 은/JX 후다닥/MAG 차__06/NNG 안__01/NNG 에/JKB 올라타/VV 았/EP 다/EF ./SF
211,"/SS 예/IC ,/SP 엄마/NNG 와/JKB 목욕탕/NNG 에/JKB 가/VV 았었/EP 어요/EF ./SF
212,"/SS 저/NP 는/JX 이__05/MM 찻간/NNG 에/JKB 타__02/VV 았/EP 습니다/EF ./SF "/SS
213,"/SS 왜/MAG 또/MAG 한국/NNP 은/JX 이라크/NNP 에/JKB 가/VV 나/EF ?/SF "/SS
214,'/SS 그/NP 는/JX 용산역/NNP 에/JKB 내리/VV 었/EP 다/EF ./SF
215,나/NP 는/JX 잠시/MAG 바닥__01/NNG 에/JKB 눕__01/VV 는다/EF ./SF
216,"/SS 나/NP 그냥/MAG 집__01/NNG 에/JKB 가/VV 는데요/EF ?/SF "/SS
