Number,Sentence
63,태평/NNG 성대__06/NNG 에/JKB 아니/MAG 놀/VV 고/EC 어찌/MAG 하/XSV 리오/EF !/SF ”/SS
64,그/MM 시간__04/NNG 에/JKB 관객/NNG 은/JX 몇/MM 사람/NNG 없/VA 었/EP 다/EF ./SF
65,그/MM 말__01/NNG 을/JKO 듣__01/VV 는/ETM 순간__03/NNG 에/JKB ./SF
66,하지만/MAJ 하룻새/NNG 에/JKB 딴/MM 사람/NNG 이/JKC 되__01/VV 어/EC 있/VX 었/EP 다/EF ./SF
67,"/SS 지난해/NNG 에/JKB ᆫ/JX 깜짝__02/MAG 놀라/VV 았/EP 어요/EF ./SF
68,한참/NNG 후__08/NNG 에/JKB 신철이/NNP 는/JX 묻__03/VV 었/EP 다/EF ./SF
69,"/SS 웬일/NNG 이/VCP 야/EF ?/SF 이__05/MM 춥/VA ᆫ/ETM 밤__01/NNG 에/JKB ./SF "/SS
70,이__05/MM 번/NNB 에/JKB 는/JX 원숭이/NNG 가/JKS 오소리/NNG 를/JKO 찾/VV 았/EP 습니다/EF ./SF
71,모든/MM 것/NNB 이/JKS 순식간/NNG 에/JKB 이루어지/VV 었/EP 다/EF ./SF
72,날__01/NNG 은/JX 이미/MAG 황혼/NNG 에/JKB 가깝/VA 었/EP 다/EF ./SF
73,언니/NNG 는/JX 아침/NNG 에/JKB 오/VV 았/EP 다/EF ./SF
74,한/MM 상자__10/NNG 에/JKB 삼천/NR 원__01/NNB 씩/XSN 을/JKO 받__01/VV 았/EP 다/EF ./SF
75,아주/MAG 아주/MAG 오랜만/NNG 에/JKB 느끼__02/VV 는/ETM 감정__06/NNG 이/VCP 었/EP 다/EF ./SF
76,때문/NNB 에/JKB 현재/MAG 한국/NNP 의/JKG 여성__01/NNG 법조인/NNG 들/XSN 은/JX 젊/VA 다/EF ./SF
77,하루__01/NNG 에/JKB 한/MM 질__06/NNG 도/JX 못/MAG 팔/VV 면서/EC …/SE ./SF "/SS
78,1965/SN 년__02/NNB 에/JKB 만들/VV 어/EC 지/VX 었/EP 다/EF ./SF
79,축__01/NNB 에/JKB 도/JX 못/MAG 끼__03/VV 어요/EF ./SF "/SS
80,"/SS 그리고/MAJ 이따/MAG 밤__01/NNG 에/JKB 는/JX 석기/NNP 네/XSN 로/JKB 데려오/VV 아/EF ./SF
81,그릇/NNG 이/JKS 깨지/VV 기/ETN 전__08/NNG 에/JKB 는/JX 요/JX ./SF
82,처음/NNG 에/JKB 들리__03/VV ᆫ/ETM 소식__04/NNG 은/JX 이러/XR 하/XSA 았/EP 다/EF ./SF
83,그/MM 날__01/NNG 밤__01/NNG 에/JKB 허/NNP 별감/NNG 이/JKS 친히/MAG 찾아오/VV 았/EP 다/EF ./SF
84,"/SS 작품__01/NNG 은/JX 다음__01/NNG 에/JKB 보__01/VV 지요/EF ./SF
85,그것/NP 이/JKS 어젯밤/NNG 에/JKB 일어나/VV ᆫ/ETM 일__01/NNG 이/VCP ᆫ가/EF ?/SF
86,식사__03/NNG 하/XSV 기/ETN 전__08/NNG 에/JKB 는/JX 반드시/MAG 손__01/NNG 을/JKO 씻/VV 는다/EF ./SF
87,"/SS 입/NNG 에/JKB 맞__01/VV 아/EF ?/SF "/SS
88,그/MM 때__01/NNG 에/JKB 는/JX 24/SN 시간__04/NNG 영업/NNG 을/JKO 하/VV 았/EP 거든요/EF ./SF
89,그/MM 시간__04/NNG 에/JKB 좀/MAG 바글바글대/VV 니/EF ?/SF
90,"/SS 월요일/NNG 에/JKB 우리/NP 두목__03/NNG 들어오/VV ᆫ대/EF ./SF "/SS
91,"/SS 나/NP 도/JX 조금/MAG 뒤__01/NNG 에/JKB 나가/VV ᆯ게/EF ./SF
92,바다/NNG 와/JC 모래사장/NNG 은/JX 삽시간/NNG 에/JKB 어둡/VA 어/EC 지/VX 었/EP 어/EF ./SF
93,밤__01/NNG 에/JKB 만/JX 들어오/VV 아요/EF ./SF "/SS
94,그/MM 밖/NNG 에/JKB 보조/NNG 단위__02/NNG 와/JC 유도__08/NNG 단위__02/NNG 가/JKS 있/VV 다/EF ./SF
95,초나라/NNP 에/JKB 공반수/NNP 이/VCP 라는/ETM 사람/NNG 이/JKS 있/VV 었/EP 습니다/EF ./SF
96,이번__01/NNG 에/JKB ᆫ/JX 여대__01/NNG 생/XSN 이/JKS 고개__01/NNG 를/JKO 내젓/VV 었/EP 다/EF ./SF
97,내일/NNG 몇/MM 시/NNB 에/JKB 오/VV 시/EP ᄇ니까/EF ?/SF "/SS
98,자/IC ,/SP 단돈/NNG 100/SN 원__01/NNB 에/JKB 몽땅__01/MAG 드리__01/VV ᄇ니다/EF ./SF
99,"/SS 니나/NNP ,/SP 나/NP 이틀__01/NNG 뒤__01/NNG 에/JKB 떠나/VV ᄇ니다/EF ./SF
100,여유/NNG 와/JC 자신감/NNG 이/JKS 동시__02/NNG 에/JKB 생기/VV ᆫ다/EF ./SF
101,이번__01/NNG 에/JKB 는/JX 숨__01/NNG 을/JKO 들이켜__01/VV 었/EP 다/EF ./SF
102,"/SS 이번__01/NNG 에/JKB 는/JX 누구/NP 가/JKS 쫓아가/VV 았/EP 던/ETM ?/SF "/SS
103,"/SS 그래도/MAJ 낮/NNG 에/JKB 는/JX 절대/MAG 안/MAG 되__01/VV 어/EF ./SF
104,예술/NNG 작품__01/NNG 은/JX 그/MM 뒤__01/NNG 에/JKB 따라오/VV ᆯ/ETM 것/NNB 이/VCP 다/EF ./SF
105,21/SN 세기__03/NNG 에/JKB 는/JX 유리__10/NNG 의/JKG 개념/NNG 도/JX 바뀌/VV ᆫ다/EF ./SF
106,"/SS 구름__01/NNG 이/JKS 밀려오/VV 았/EP 을/ETM 때__01/NNG 에/JKB ./SF "/SS
107,이전__03/NNG 에/JKB 는/JX 소/XPN 운송업/NNG 이/VCP 라고/EC 하/VV 았/EP 다/EF ./SF
108,"/SS 저런/IC ,/SP 다음__01/NNG 에/JKB 는/JX 미리/MAG 연락__02/NNG 주/VV 어/EF ./SF
109,오후__02/NNG 에/JKB 일일/NNG 행사__01/NNG 처럼/JKB 전체__01/NNG 기합__01/NNG 이/JKS 있/VV 었/EP 다/EF ./SF
110,왜/MAG 심야/NNG 에/JKB 방송__01/NNG 을/JKO 하/VV 았/EP 느냐/EF ./SF
111,이번__01/NNG 에/JKB 는/JX 녀석/NNB 들/XSN 도/JX 놀라/VV 지/EC 않/VX 았/EP 다/EF ./SF
112,옛날/NNG 에/JKB 는/JX 작은방/NNG ,/SP 큰방/NNG 이렇/VA 었/EP 거든/EF ./SF
113,달팽이/NNG 정자/NNG 의/JKG 수명__05/NNG 은/JX 수/MM 년__02/NNB 에/JKB 달하/VV ᆫ다/EF ./SF
114,『/SS 趙/SH 기자__05/NNG ,/SP 요전__01/NNG 에/JKB 만나/VV 았/EP 지/EF ?/SF 』/SS
115,때__01/NNG 에/JKB 따르__01/VV 아서/EC ᆫ/JX 신록__88/NNG 도/JX 자살__01/NNG 하/XSV ᆫ다/EF ./SF
116,근디/MAJ 내/NP 가/JKS 아침/NNG 에/JKB 미역국/NNG 도/JX 못/MAG 묵__03/VV 었/EP 다/EF ./SF
117,그전/NNG 에/JKB 는/JX 이런/MM 일__01/NNG 도/JX 있/VV 었/EP 다/EF ./SF
118,나/NP 는/JX 옛날/NNG 계엄령/NNG 때__01/NNG 에/JKB 이곳/NP 으로/JKB 오/VV 았/EP 어요/EF ./SF
119,그/MM 사이__01/NNG 에/JKB 다행히/MAG 비__01/NNG 는/JX 그치/VV 어/EC 있/VX 었/EP 다/EF ./SF
120,너무/MAG 늦/VA 기/ETN 전__08/NNG 에/JKB 말__01/NNG 이/VCP 야/EF ./SF "/SS
121,오늘/NNG 저녁/NNG 에/JKB 불고기/NNG 를/JKO 하/VV 아/EC 보/VX 았/EP 어/EF ./SF
122,논술문/NNG 의/JKG 생명/NNG 은/JX 그/MM 논리/NNG 성/XSN 에/JKB 있/VV 다/EF ./SF
123,"/SS 다음__01/NNG 에/JKB ᆫ/JX 아무것/NNG 도/JX 없/VA 어/EF ./SF
124,나중__01/NNG 에/JKB 딴/MM 소리__01/NNG 하/VV 는/ETM 거/NNB 아니/VCN 죠/EF ?/SF "/SS
125,술__01/NNG 마시/VV 기/ETN 전__08/NNG 에/JKB ?/SF
126,그러나/MAJ 월이/NNP 의/JKG 대꾸/NNG 가/JKS 떨어지/VV 기/ETN 도/JX 전__08/NNG 에/JKB ,/SP
127,방학/NNG 중__04/NNB 에/JKB 영어/NNP 특강/NNG 이/JKS 있/VV 었/EP 다/EF ./SF
128,그러나/MAJ 동지__05/NNG 의/JKG 경우__03/NNG 에/JKB 는/JX 사정/NNG 이/JKS 다르/VA 았/EP 다/EF ./SF
129,"/SS 혼자__01/NNG 먹__02/VV 는/ETM 점심/NNG 에/JKB 웬__01/MM 진수성찬/NNG 이/VCP 오/EF ?/SF "/SS
130,제명__01/NNG 에/JKB 못/MAG 죽__01/VV 는/ETM 경우__03/NNG 가/JKS 대부분/NNG 이/VCP 다/EF ./SF
131,이번__01/NNG 에/JKB 는/JX 무대__06/NNG 의/JKG 막__05/NNG 을/JKO 올리__01/VV ᆫ/ETM 상태__01/NNG 로/JKB ./SF
132,식민지/NNG 왜정/NNG 시대__02/NNG 에/JKB 그것/NP 이/JKS 통하/VV 겠/EP 습니까/EF ./SF
133,그/MM 다음__01/NNG 수업__04/NNG 시간__04/NNG 에/JKB 순자/NNP 를/JKO 찾아내/VV 었/EP 다/EF ./SF
134,"/SS 며칠/NNG 전__08/NNG 에/JKB 집__01/NNG 나오/VV 았/EP 다면서/EF ?/SF "/SS
135,그/NP 들/XSN 은/JX 잠시/MAG 후__08/NNG 에/JKB 집__01/NNG 을/JKO 나서/VV 었/EP 다/EF ./SF
136,그/NP 는/JX 한참/NNG 만__01/NNB 에/JKB 야/JX 이어폰/NNG 을/JKO 뽑/VV 았/EP 다/EF ./SF
137,"/SS 그래/IC 그/MM 후__08/NNG 에/JKB 는/JX 소식__04/NNG 은/JX 있/VV 니/EF ?/SF "/SS
138,그러나/MAJ 그것/NP 은/JX 건기__02/NNG 에/JKB 만/JX 그렇/VA ᆯ/ETM 뿐/NNB 이/VCP 다/EF ./SF
139,이번__01/NNG 에/JKB 는/JX 다음__01/NNG 동생__01/NNG 이/JKS 죽__01/VV 은/ETM 거/NNB 이/VCP 에요/EF ./SF
140,"/SS 사람/NNG 은/JX 첫눈__01/NNG 에/JKB 반하__01/VV 는/ETM 거/NNB 이/VCP 야/EF ./SF "/SS
141,그/MM 말__01/NNG 을/JKO 이번__01/NNG 에/JKB 는/JX 이원명/NNP 이/JKS 받__01/VV 았/EP 다/EF ./SF
142,그래/IC 너/NP 의/JKG 맘__01/NNG 에/JKB 들__01/VV 었/EP 니/EF ./SF
143,순아/NNP 는/JX 불시/NNG 에/JKB 들이닥치/VV ᆫ다/EF ./SF
144,모든/MM 것/NNB 은/JX '/SS 초심__02/NNG '/SS 에/JKB 달리__01/VV 어/EC 있/VX 다/EF ./SF
145,그/NP 들/XSN 은/JX 언제나/MAG 밤__01/NNG 에/JKB 오/VV 았/EP 다/EF ./SF
146,"/SS 옛날/NNG 에/JKB 아주/MAG 친하/VA 았/EP 던/ETM 친구__02/NNG 이/VCP ᆫ데요/EF ./SF
147,이번__01/NNG 에/JKB 는/JX 노마/NNP 가/JKS 일어서/VV 었/EP 다/EF ./SF
148,나/NP ᆫ/JX 그/MM 뜻/NNG 에/JKB 따르__01/VV 겠/EP 어/EF ./SF
149,"/SS 낮/NNG 에/JKB 자__01/VV 요/EF ./SF
150,3/SN 일/NNB 후__08/NNG 에/JKB 폐백/NNG 을/JKO 받__01/VV 았/EP 다/EF ./SF
151,"/SS 오늘/MAG 아침/NNG 에/JKB 는/JX 안/MAG 오/VV 시/EP 었/EP 던가요/EF ?/SF "/SS
152,"/SS 그럼/MAJ ,/SP 이거/NP ᆫ/JX 나중__01/NNG 에/JKB 돌려보내/VV 겠/EP 어요/EF ./SF "/SS
153,"/SS 오늘/NNG 에/JKB 야/JX 편지__02/NNG 를/JKO 받__01/VV 았/EP 다/EF ./SF
154,오늘/NNG 아침/NNG 에/JKB 도/JX 어김없이/MAG 차__09/NNG 를/JKO 마시/VV ᆫ다/EF ./SF
155,나중__01/NNG 에/JKB 는/JX 거인__01/NNG 이/JKS 지__03/VV 었/EP 다/EF ./SF
156,왜/MAG 일요일/NNG 에/JKB 만/JX 나오/VV 는/ETM 거/NNB 이/VCP 지/EF ?/SF
157,그/NP 들/XSN 은/JX 일시__01/NNG 에/JKB 바라보/VV 았/EP 다/EF ./SF
158,학교/NNG 앞/NNG 에서/JKB 5/SN 백/NR 원__01/NNB 에/JKB 팔/VV 아요/EF ./SF
159,증가__01/NNG 에/JKB 그치/VV 었/EP 다/EF ./SF
160,그/MM 점__10/NNG 에/JKB 있/VV 어서/EC 는/JX 고전주의/NNG 적/XSN 이/VCP 다/EF ./SF
161,나/NP 는/JX 분노/NNG 와/JC 절망감/NNG 을/JKO 동시__02/NNG 에/JKB 느끼__02/VV 었/EP 다/EF ./SF
162,그렇/VA ᆯ/ETM 경우__03/NNG 에/JKB 도/JX 40/SN ./SF 7/SN
163,여름__01/NNG 에/JKB 는/JX 문화__01/NNG 도/JX 옷/NNG 을/JKO 벗/VV 는다/EF ./SF
164,처음/NNG 에/JKB 는/JX 잘못/MAG 듣__01/VV 었/EP 나/EC 싶/VX 었/EP 다/EF ./SF
165,또/MAG 나중__01/NNG 에/JKB 어머니/NNG 께서/JKS 오/VV 시/EP 었/EP 습니다/EF ./SF
166,올/MM 가을__01/NNG 에/JKB 생활/NNG 성/XSN 가/JKS 음반/NNG 을/JKO 내__02/VV ᆯ/ETM 예정__02/NNG ./SF
167,"/SS 처음/NNG 에/JKB 는/JX 하얗/VA ᆫ/ETM 빛/NNG 이/VCP 었/EP 어/EF ./SF
168,얼마/NNG 전__08/NNG 에/JKB 어느/MM 방송국/NNG 에서/JKB 전화__07/NNG 가/JKS 오/VV 았/EP 다/EF ./SF
169,"/SS 오늘/NNG 밤__01/NNG 에/JKB 우리/NP 집__01/NNG 으로/JKB 가/VV 자/EF ./SF "/SS 하고/JKQ
170,그/MM 기원__05/NNG 뒤__01/NNG 에/JKB 는/JX 두/MM 가지/NNB 이야기/NNG 가/JKS 있/VV 다/EF ./SF
171,등__05/NNB 의/JKG 질문/NNG 에/JKB 따르__01/VV 아/EC 검토/NNG 하/XSV ᆫ다/EF ./SF
172,'/SS 가을__01/NNG 에/JKB ᆫ/JX 편지__02/NNG 를/JKO 하/VV 겠/EP 어요/EF ./SF
173,한참/NNG 만__01/NNB 에/JKB 작은어머니/NNG 가/JKS 입/NNG 을/JKO 열__02/VV 었/EP 다/EF ./SF
174,기준/NNG )/SS 만__01/NNB 에/JKB 하락세/NNG 로/JKB 돌아서/VV 었/EP 다/EF ./SF
175,프로그램/NNG 저작__03/NNG 권/XSN 에/JKB 의하/VV ᆫ/ETM 시청각/NNG 화면__05/NNG 의/JKG 보호__01/NNG
176,그/MM 사이__01/NNG 에/JKB 노래__01/NNG 가/JKS 끝나/VV 았/EP 다/EF ./SF
177,초년병/NNG 시절__01/NNG 에/JKB ᆫ/JX 더욱/MAG 그렇/VA 다/EF ./SF
178,그러/VV 는/ETM 사이__01/NNG 에/JKB "/SS 오빠/NNG !/SF "/SS
179,옛날/NNG 에/JKB 여자__02/NNG 가/JKS 노름/NNG 을/JKO 하/VV 았/EP 다고/EF ?/SF
180,여느/MM 때__01/NNG 에/JKB 는/JX 결코/MAG 없/VA 던/ETM 일__01/NNG 이/VCP 었/EP 다/EF ./SF
181,이번__01/NNG 에/JKB 도/JX 필경/MAG 은/JX 그러/VV ᆯ/ETM 것/NNB 이/VCP 다/EF ./SF
182,오랜만/NNG 에/JKB 구/XPN 도로__07/NNG 를/JKO 달리__04/VV 었/EP 다/EF ./SF
183,이/MM 참/NNB 에/JKB 아주/MAG 이/NR 대__06/NNB 봉사__06/NNG 로/JKB 줄이/VV 시/EP 어요/EF ./SF
184,산행/NNG 하/XSV 기/ETN 에/JKB 좋/VA 은/ETM 날__01/NNG 은/JX 아니/VCN 었/EP 다/EF ./SF
185,참으로/MAG 오래간만/NNG 에/JKB 만나/VV ᆫ/ETM 나/NP 의/JKG 그림자/NNG 이/VCP 었/EP 다/EF ./SF
186,"/SS 밤__01/NNG 에/JKB ᆫ/JX 상직__03/NNG 을/JKO 엄히/MAG 세우__01/VV 게나/EF ./SF "/SS
187,아침/NNG 10/SN 시/NNB 에/JKB 나서/VV 었/EP 다/EF ./SF
188,열매__01/NNG 는/JX 타원/NNG 형/XSN 으로/JKB 10/SN 월/NNB 경/XSN 에/JKB 익/VV 는다/EF ./SF
189,승우/NNP :/SP 저/NP 는/JX 첫눈__01/NNG 에/JKB 반하__01/VV 았/EP 죠/EF ./SF
190,이/MM 밖/NNG 에/JKB 백하젓/NNG ,/SP 자하젓/NNG ,/SP 곤쟁이젓/NNG 이/JKS 있/VV 다/EF ./SF
191,아마/MAG 오늘/NNG 밤__01/NNG 에/JKB 도/JX 오/VV 시/EP ᆯ/ETM 거/NNB 이/VCP 어요/EF ./SF
192,잠시/MAG 후__08/NNG 에/JKB 아내__01/NNG 가/JKS 나타나/VV 아/EC 말__01/NNG 하/XSV 았/EP 다/EF ./SF
193,어차피/MAG 우리/NP 는/JX 불신__02/NNG 시대__02/NNG 에/JKB 살__01/VV 고/EC 있/VX 으니까/EF ./SF
194,"/SS 저/NP ᆫ/JX 전__08/NNG 에/JKB 도/JX 보__01/VV 았/EP 거든요/EF ./SF
195,처음/NNG 에/JKB ᆫ/JX 모르/VV 았/EP 다/EF ./SF
196,다음__01/NNG 에/JKB ᆫ/JX 앞집/NNG 으로/JKB 가/VV 았/EP 습니다/EF ./SF
197,유태인/NNG 의/JKG 사바스/NNG 는/JX 로마인/NNG 처럼/JKB 토요일/NNG 에/JKB 있/VV 었/EP 다/EF ./SF
198,물론/MAG 예술/NNG 밖/NNG 에/JKB 도/JX 미__14/NNG 는/JX 있/VV 다/EF ./SF
199,{/SS 사기/NNP }/SS 의/JKG '/SS 노장신한/NNP 열전__01/NNG '/SS 에/JKB 의하/VV 면/EF ./SF
200,밤__01/NNG 에/JKB 는/JX 잠__01/NNG 도/JX 안/MAG 오/VV 아요/EF ./SF "/SS
201,"/SS 내일/NNG 아침/NNG 에/JKB 는/JX 가/VV 아야지/EF ./SF "/SS
202,이번__01/NNG 에/JKB 는/JX 나/NP 도/JX 분명히/MAG 듣__01/VV 었/EP 습니다/EF ./SF
203,고교__04/NNG 야구__02/NNG 시즌/NNG 에/JKB 는/JX 못/MAG 참/VV 죠/EF ./SF
204,나/NP 는/JX 처음/NNG 에/JKB 이렇/VA 게/EC 생각__01/NNG 하/XSV 았/EP 다/EF ./SF
205,여기/NP 에/JKB ᆫ/JX 아무/NP 도/JX 토__03/NNG 를/JKO 달__03/VV 지/EC 않/VX 는다/EF ./SF
206,두어/MM 번/NNB 의/JKG 실패__02/NNG 끝/NNG 에/JKB 그/NP 가/JKS 웅얼거리/VV 었/EP 다/EF ./SF
207,처음/NNG 에/JKB ᆫ/JX 아버지/NNG 밑__01/NNG 에서/JKB 술__01/NNG 을/JKO 배우__01/VV 었/EP 다/EF ./SF
