Number,Sentence
55,그리고/MAJ 다시/MAG 식반/NNG 위__01/NNG (으)로/JKB 고개__01/NNG 숙이/VV
56,그녀/NP 한쪽/NNG 다리__01/NNG 쪽__05/NNB 다리__01/NNG 위__01/NNG (으)로/JKB 올라가/VV
57,영구/NNP 혼자__01/NNG 가만히/MAG 외양간/NNG (으)로/JKB 나가/VV
58,다음날/NNG 의식__03/NNG 회복/NNG 나/NP 역시/MAG 경찰서/NNG (으)로/JKB 끌려가/VV
59,나/NP 화장실/NNG (으)로/JKB 가/VV
60,그녀/NP 손톱__01/NNG 가슴속/NNG (으)로/JKB 들어가__01/VV
61,마을__01/NNG 남자__02/NNG 사방__03/NNG (으)로/JKB 흩어지/VV
62,야삽/NNG 엉덩이/NNG (으)로/JKB 날아오/VV
63,그리고/MAJ 천천히/MAG 미끄럼틀/NNG 위__01/NNG (으)로/JKB 올라가/VV
64,초조__03/NNG 목구멍/NNG 근처/NNG (으)로/JKB 모여들/VV
65,그리고/MAJ 품이/NNP 함께/MAG 산__01/NNG (으)로/JKB 가/VV
66,그/NP 먼저/MAG 대문__03/NNG 안__01/NNG (으)로/JKB 들어서/VV
67,입장료/NNG 지불__02/NNG 안__01/NNG (으)로/JKB 계속/MAG 들어가__01/VV
68,도립__02/NNG 병원__02/NNG 중환자실/NNG (으)로/JKB 옮기/VV
69,제/NP 지금__03/MAG 댁/NNG (으)로/JKB 가/VV
70,나/NP 학교/NNG (으)로/JKB 가/VV
71,그래서/MAJ 영숙이/NNP 언니/NNG (으)로/JKB 가/VV
72,네/NP 가/VV 곳__01/NNG (으)로/JKB
73,모두/MAG 물줄기/NNG (으)로/JKB 뛰어들/VV
74,좋/VA 쪽__05/NNB (으)로/JKB 생각__01/NNG
75,눈길__01/NNG 탁자__01/NNG 위__01/NNG (으)로/JKB 떨어뜨리/VV
76,그러나/MAJ 퇴근/NNG 후__08/NNG 캐서린/NNP 뉴욕/NNP 지하/NNG 세계__02/NNG (으)로/JKB 들어가__01/VV
77,년__02/NNB 뒤__01/NNG 두환/NNP 서울/NNP (으)로/JKB 거처__02/NNG 옮기/VV
78,해숙/NNP 방문__02/NNG 앞/NNG (으)로/JKB 가/VV
79,사람/NNG 대한극장/NNP 쪽__05/NNB (으)로/JKB 정신없이/MAG 뛰어나가/VV
80,어디/NP (으)로/JKB 가/VV
81,눈앞/NNG 정면__01/NNG (으)로/JKB 보이__01/VV 알미늄/NNG 섀시/NNG 창문/NNG 말__01/NNG
82,서대문/NNP (으)로/JKB 가/VV
83,정우/NNP 대꾸/NNG 없이/MAG 다시/MAG 밖/NNG (으)로/JKB 시선__03/NNG 돌리__04/VV
84,혹은/MAG 곳__01/NNG (으)로/JKB 가/VV
85,알타미라/NNP 동굴/NNG (으)로/JKB 가/VV
86,금복이/NNP 아이__01/NNG (으)로/JKB 힘껏/MAG 달려가/VV
87,그리고/MAJ 그/NP 일방__01/NNG (으)로/JKB 전화__07/NNG 끊/VV
88,소나무/NNG 숲__01/NNG 속__01/NNG (으)로/JKB 들어서/VV
89,둘째/NR 날__01/NNG 아침/NNG 일찌감치/MAG 강의실/NNG (으)로/JKB 가/VV
90,그/NP 말없이/MAG 한참/NNG 채란/NNP 정면__01/NNG (으)로/JKB 바라보/VV
91,그/NP 얼마/NNG 뒤__01/NNG 회사__04/NNG (으)로/JKB 전화__07/NNG 오/VV
92,매니저/NNG 경지/NNP 모습__01/NNG 위아래/NNG (으)로/JKB 살피/VV
93,그리고/MAJ 고개__01/NNG 좌우__01/NNG (으)로/JKB 흔들/VV
94,사람/NNG 시선__03/NNG 그/NP 얼굴/NNG (으)로/JKB 날아들/VV
95,어디/NP (으)로/JKB 도망치/VV
96,날__01/NNG 세무서/NNG (으)로/JKB 전화__07/NNG 걸리__01/VV
97,효선/NNP 씨/NNB (으)로/JKB 유학__04/NNG 떠나/VV 것/NNB
98,물론/MAG 섬머힐/NNP (으)로/JKB 가/VV
99,농협/NNP 창고__01/NNG 옆/NNG 골목__01/NNG (으)로/JKB 들어가__01/VV
100,물__01/NNG 속__01/NNG (으)로/JKB 숨__01/VV
101,한유지/NNP 서울/NNP (으)로/JKB 가/VV 거/NNB
102,그리고/MAJ 사체__06/NNG 발견__01/NNG 곳__01/NNG (으)로/JKB 옮기/VV
103,아낙/NNG 다시/MAG 힘없이/MAG 짚단/NNG 위__01/NNG (으)로/JKB 나자빠지/VV
104,저쪽/NP (으)로/JKB 가/VV
105,우리/NP 오늘/NNG 둑길/NNG (으)로/JKB 가/VV
106,그래서/MAJ 곧바로/MAG 연천/NNP (으)로/JKB 돌아오/VV
107,창호/NNP 경운기/NNG 샛개/NNP 농장__05/NNG (으)로/JKB 가/VV
108,어서/MAG 각자/MAG 위치__01/NNG (으)로/JKB 가/VV
109,성한경/NNP 번개__01/NNG 금방/MAG 어둠/NNG 속__01/NNG (으)로/JKB 사라지/VV
110,나/NP 니나/NNP 이쪽/NP (으)로/JKB 오/VV 손짓/NNG
111,기획__01/NNG 부__15/NNB 급히/MAG 일본/NNP 자동차/NNG 도서관/NNG (으)로/JKB 가/VV
112,카라카라/NNP 숲__01/NNG (으)로/JKB 기어들/VV
113,성진/NNP 선창__06/NNG 도선장/NNG 쪽__05/NNB (으)로/JKB 나가/VV
114,공주__01/NNG 승낙/NNG 왕자__01/NNG 함께/MAG 성__08/NNG (으)로/JKB 가/VV
115,주먹/NNG 앞/NNG (으)로/JKB 날아오/VV
116,애__02/NNG 어디/NP (으)로/JKB 우우/MAG 몰려가/VV
117,아기__01/NNG 아버지/NNG 인터폰/NNG 앞/NNG (으)로/JKB 다가가/VV
118,삽/NNG 괭이__01/NNG 둔덕/NNG (으)로/JKB 끌어올리/VV
119,장/NNG 구름__01/NNG 이쪽/NNG (으)로/JKB 몰려오/VV
120,그러면/MAJ 그/NP 다시/MAG 자기/NP 속__01/NNG (으)로/JKB 들어가__01/VV 것/NNB
121,그러나/MAJ 형__01/NNG 능__05/NNG 안__01/NNG (으)로/JKB 들어가__01/VV
122,그쪽/NP (으)로/JKB 가/VV
123,품이/NNP 말__01/NNG 밖/NNG (으)로/JKB 나오/VV
124,이튿날/NNG 아침/NNG 신석주/NNP 몸채/NNG 사랑__01/NNG (으)로/JKB 매월/NNP 불러들이/VV
125,벌써/MAG 골목__01/NNG (으)로/JKB 들어가__01/VV
126,윤선호/NNP 교수__06/NNG 라미애/NNP 끝섬/NNP (으)로/JKB 가/VV
127,골목__01/NNG 일/NR 끝/NNG 집__01/NNG (으)로/JKB 들어가__01/VV
128,차__06/NNG 교사__09/NNG 휴양원/NNG (으)로/JKB 가/VV 차__06/NNG
129,통님이/NNP 주저__05/NNG 어머니/NNG (으)로/JKB 가/VV
130,이/NP 곧장/MAG 아래__01/NNG (으)로/JKB 떨어지/VV
131,손__01/NNG 앞/NNG (으)로/JKB 모으/VV 모두/MAG 서립/NNG
132,그리고/MAJ 주인집/NNG 뒷곁/NNG (으)로/JKB 가/VV
133,삼돌이/NNP 전사__22/NNG 통지__02/NNG 집__01/NNG (으)로/JKB 날아들/VV
134,나/NP 옛날/NNG 계엄령/NNG 때__01/NNG 이곳/NP (으)로/JKB 오/VV
135,품이/NNP 손__01/NNG 머리__01/NNG (으)로/JKB 가져가/VV
136,경지/NNP 입/NNG 끝/NNG 양쪽/NNG (으)로/JKB 올라가/VV 시작__01/NNG
137,그리고/MAJ 객줏집/NNG (으)로/JKB 들어가__01/VV
138,지하철/NNG 강__01/NNG 밑__01/NNG (으)로/JKB 달리__04/VV
139,먼저/MAG 숙소__02/NNG (으)로/JKB 돌아가/VV 것/NNB
140,둘/NR 노을/NNG 속__01/NNG (으)로/JKB 날아가/VV
141,그리고/MAJ 선수__05/NNG 함께/MAG 운동장/NNG (으)로/JKB 향하/VV
142,기득이/NNP 얼른/MAG 쪽/NNB (으)로/JKB 얼굴/NNG 돌리__04/VV
143,장/NNP 노인__01/NNG 혼자__01/NNG 북북/MAG 밖/NNG (으)로/JKB 나가/VV
144,선창__06/NNG (으)로/JKB 가/VV
145,어서/MAG 가게/NNG (으)로/JKB 가/VV
146,어디/NP (으)로/JKB 떠나/VV 말__01/NNG
147,그러니까/MAJ 우리/NP 모두/MAG 엄마/NNG 방__07/NNG (으)로/JKB 가/VV
148,강가__01/NNG (으)로/JKB 나가/VV
149,영구/NNP 그만/MAG 앞/NNG (으)로/JKB 푹/MAG 고꾸라지/VV
150,역시/MAJ 그/NP 나/NP 내방깐/NNG (으)로/JKB 데려가/VV
151,춘기/NNP 옆/NNG 기사__10/NNG (으)로/JKB 눈__01/NNG 들리__04/VV
152,북/NNP (으)로/JKB 가/VV 참/NNB
153,젊음/NNG 몸__01/NNG 곳곳/NNG (으)로/JKB 퍼지/VV
154,어디/NP (으)로/JKB 길__01/NNG 나/VV 것/NNB
155,줄터/NNG 상자__10/NNG 속__01/NNG 눈__01/NNG 아래__01/NNG (으)로/JKB 내려다보이/VV
156,나/NP 다시/MAG 그녀/NP 꿈속/NNG (으)로/JKB 돌아가/VV
157,아이__01/NNG 아버지/NNG 어디/NP (으)로/JKB 나가/VV
158,그리고/MAJ 칼__01/NNG 허공/NNG (으)로/JKB 높이/MAG 던지/VV
159,갈림길/NNG 왼쪽/NNG (으)로/JKB 가/VV
160,바위나리/NNG 썰물/NNG 함께/MAG 바다/NNG (으)로/JKB 끌려가/VV
161,언니/NNG 말없이/MAG 자기/NP 방__07/NNG (으)로/JKB 들어가__01/VV
162,왼쪽/NNG (으)로/JKB 피하/VV
163,예전__01/NNG 인천/NNP 새우젓/NNG 배__02/NNG 마포강/NNP (으)로/JKB 들어오/VV
164,당장__02/NNG 집__01/NNG (으)로/JKB 가/VV
165,우리/NP 사회__07/NNG 지금__03/MAG 과도기/NNG 시련__02/NNG 속__01/NNG (으)로/JKB 접어들/VV
166,직구/NNG 가운데/NNG (으)로/JKB 몰리__01/VV
167,인문__01/NNG 학부__03/NNG (으)로/JKB 걸어가/VV 길__01/NNG
168,다음__01/NNG 문제__06/NNG 밑__01/NNG (으)로/JKB 내려가/VV 방법/NNG
169,애__02/NNG 머리__01/NNG 옆/NNG (으)로/JKB 흔들/VV
170,너/NP 지금__03/MAG 어디/NP (으)로/JKB 가/VV
171,나/NP 지난번/NNG 순미/NNP 아파트/NNG 상가__07/NNG 옥상__03/NNG (으)로/JKB 올라가/VV
172,영달/NNP 정말/MAG 너/NP 혼자__01/NNG 어디/NP (으)로/JKB 가/VV
173,안__01/NNG (으)로/JKB 들어가__01/VV
174,우주__02/NNG 비행사/NNG 지구__04/NNG (으)로/JKB 돌아오/VV
175,대전/NNP 엑스포/NNG 개막__01/NNG 주일/NNB 앞/NNG (으)로/JKB 다가오/VV
176,나/NP 먼저/MAG 서방__01/NNG (으)로/JKB 가/VV
177,주인__01/NNG 방__07/NNG (으)로/JKB 들어가__01/VV
178,오늘/NNG 밤__01/NNG 우리/NP 집__01/NNG (으)로/JKB 가/VV
179,사랑채/NNG (으)로/JKB 가져가/VV 거/NNB
180,할아버지/NNG 이왕이면/MAG 너럭바위/NNG (으)로/JKB 가/VV
181,이쪽/NP (으)로/JKB 오/VV
182,오/NNP 반장__08/NNG 즉시/MAG 파출소/NNG (으)로/JKB 향하/VV
183,저녁/NNG 후__08/NNG 이인국/NNP 박사__01/NNG 고문관실/NNG (으)로/JKB 불리__04/VV
184,소리__01/NNG 너희/NP 집__01/NNG (으)로/JKB 가/VV
185,소니/NNP 카페/NNG (으)로/JKB 차__06/NNG 몰__01/VV
186,대관령/NNP (으)로/JKB 가/VV 생각__01/NNG
187,그리고/MAJ 나/NP 어디/NP (으)로/JKB 가/VV
188,화장실/NNG (으)로/JKB 들어가__01/VV
189,그래서/MAJ 나/NP 초소/NNG (으)로/JKB 올라가/VV
190,나/NP 발__01/NNG 아버지/NNG 앞/NNG (으)로/JKB 다가가/VV
191,허겁지겁/MAG 집__01/NNG (으)로/JKB 돌아오/VV
192,자연__01/NNG 시선__03/NNG 복도__04/NNG 위__01/NNG 천장__02/NNG (으)로/JKB 향하/VV
193,호수__07/NNG (으)로/JKB 가/VV 픽업__02/NNG 트럭/NNG 운전사/NNG 성화__02/NNG
194,그제서야/MAG 아이__01/NNG 대문__03/NNG 쪽__05/NNB (으)로/JKB 발걸음/NNG 옮기/VV
195,방__07/NNG (으)로/JKB 돌아가/VV 가능/NNG
196,때__01/NNG 종손__01/NNG 집__01/NNG 머슴/NNG 헐레벌떡/MAG 대문__03/NNG 안__01/NNG (으)로/JKB 들어서/VV
197,여자__02/NNG 성진/NNP 집__01/NNG (으)로/JKB 가/VV 말__01/NNG
198,그만/MAG 실패__02/NNG 집__01/NNG (으)로/JKB 돌아오/VV
199,아저씨/NNG 나/NP 집__01/NNG (으)로/JKB 돌아가/VV
200,여행사/NNG 쪽__05/NNB (으)로/JKB 걸어가/VV 내/NP 말__01/NNG
201,제리/NNP 공중__03/NNG (으)로/JKB 걸어가/VV
202,아즉/MAG 방면__01/NNG (으)로/JKB 나가/VV 생각__01/NNG 중__04/NNG
203,알라바마/NNP (으)로/JKB 돌아가/VV
204,생각__01/NNG 없이/MAG 발길/NNG 집__01/NNG (으)로/JKB 향하/VV
205,어서/MAG 안방__02/NNG (으)로/JKB 건너가/VV
206,물론/MAG 일방__01/NNG (으)로/JKB 자기/NP 조건__02/NNG 내세우/VV 것/NNB
207,틀림없이/MAG 영석이/NNP 우리/NP 마을__01/NNG (으)로/JKB 가/VV 거/NNB
208,아주머니/NNG 뒤꼍/NNG (으)로/JKB 돌아가/VV
209,우리/NP 저기/NP 개울가/NNG (으)로/JKB 좀/MAG 가/VV
210,그리고/MAJ 급히/MAG 문__05/NNG (으)로/JKB 달려가/VV
211,나/NP 다시/MAG 우시장/NNG (으)로/JKB 가/VV
212,이쪽/NP (으)로/JKB 오/VV
213,시녀/NNG 마침내/MAG 안토니/NNP 클레오파트라/NNP 곁/NNG (으)로/JKB 끌어올리/VV
214,그것/NP 일본/NNP (으)로/JKB 떠나/VV 불과/MAG 얼마/NNG 전__08/NNG 아마/MAG
215,만수/NNP 버스__02/NNG 뒤쪽__01/NNG 창가__01/NNG (으)로/JKB 가/VV
216,대합실/NNG (으)로/JKB 들어가__01/VV
217,봉창__06/NNG (으)로/JKB 나가/VV
218,그녀/NP 어디/NP (으)로/JKB 가/VV 것/NNB
219,일단/MAG 집__01/NNG (으)로/JKB 들어오/VV 말__01/NNG
220,옆/NNG (으)로/JKB 비키/VV
221,그/NP 아예/MAG 그/NP 무대__06/NNG 밑__01/NNG (으)로/JKB 떠밀/VV
222,다음__01/NNG 앞집/NNG (으)로/JKB 가/VV
223,다음날/NNG 품이/NNP 아빠/NNG 함께/MAG 들/NNG (으)로/JKB 나가/VV
224,지하/NNG 주차장/NNG (으)로/JKB 대__15/NNB 내려오/VV
225,우리/NP 지금__03/MAG 어디/NP (으)로/JKB 가/VV 것/NNB
226,번/NNB 서랍/NNG (으)로/JKB 가/VV
227,다시/MAG 동굴/NNG (으)로/JKB 가/VV
228,어머니/NNG 우리/NP 방__07/NNG (으)로/JKB 발짝/NNB 발짝/NNB 들어오/VV
229,나/NP 어머니/NNG (으)로/JKB 가/VV
230,그녀/NP 목소리/NNG 속__01/NNG (으)로/JKB 잦아들/VV
231,다시/MAG 천막/NNG 밖/NNG (으)로/JKB 나오/VV
232,이때/NNG 박/NNP 선생__01/NNG 등__01/NNG 뒤__01/NNG (으)로/JKB 김진봉/NNP 모습__01/NNG 드러내/VV
233,진우/NNP 씨/NNB 우리/NP 쪽__05/NNB (으)로/JKB 가/VV
234,우리/NP 집__01/NNG (으)로/JKB 돌아오/VV
235,섬__03/NNG (으)로/JKB 가/VV 낮/NNG 배__02/NNG
236,나/NP 시선__03/NNG 텔레비전/NNG (으)로/JKB 옮기/VV
237,그/NP 얼른/MAG 통로/NNG 무대__06/NNG 쪽__05/NNB (으)로/JKB 나가/VV
238,김영하/NNP 일/NNB 미국/NNP (으)로/JKB 떠나/VV
239,경지/NNP 재빨리/MAG 방__07/NNG (으)로/JKB 들어가__01/VV
240,영월/NNP 뜰__01/NNG (으)로/JKB 나가/VV
241,보리/NNP 너/NP 왜/MAG 거기/NP (으)로/JKB 가/VV
242,군인/NNG 주먹/NNG 다시/MAG 훈련병/NNG 얼굴/NNG (으)로/JKB 날아들/VV
243,우리/NP 집__01/NNG (으)로/JKB 오/VV
244,얼른/MAG 시선__03/NNG 데/NNB (으)로/JKB 옮기/VV
245,해숙이/NNP 어디/NP (으)로/JKB 가/VV
246,아버지/NNG 나/NP 쪽__05/NNB (으)로/JKB 고개__01/NNG 돌리__04/VV
247,우리/NP 식탁/NNG 쪽__05/NNB (으)로/JKB 해__01/NNG 비치__01/VV
248,집__01/NNG (으)로/JKB 발길/NNG 돌리__04/VV
249,그/NP 그녀/NP 방__07/NNG (으)로/JKB 향하/VV
250,사과나무/NNG 기어코/MAG 한쪽/NNG (으)로/JKB 기우뚱거리/VV
251,대구/NNP 사방__03/NNG (으)로/JKB 고속도로/NNG 뚫리/VV 도시__03/NNG
252,그/NP 머리__01/NNG 좌우__01/NNG (으)로/JKB 흔들/VV
253,솔밭/NNG (으)로/JKB 가/VV
254,그리고/MAJ 그/NP 트렁크/NNG 팬티/NNG 속__01/NNG (으)로/JKB 손__01/NNG 넣/VV
255,고길남/NNP 출입문/NNG (으)로/JKB 달려가/VV
256,나/NP 이__03/NNG 악물/VV 어머니/NNG (으)로/JKB 돌진/NNG
257,다비/NNP 시선__03/NNG 다시/MAG 번/NNB 그쪽/NP (으)로/JKB 향하/VV
258,그/NP 부두__01/NNG (으)로/JKB 나가/VV
259,수위__02/NNG 출입구/NNG 쪽__05/NNB (으)로/JKB 눈길__01/NNG 주/VV 대답/NNG
260,앞/NNG (으)로/JKB 나아가/VV 항시/MAG 골몰/NNG 뿐/NNB
261,누나/NNG 앞문/NNG (으)로/JKB 가/VV
262,그림자/NNG 가로등/NNG 밑__01/NNG (으)로/JKB 고꾸라지/VV
263,통화__04/NNG 중__04/NNB 아내__01/NNG 곁/NNG (으)로/JKB 다가앉/VV
264,차__06/NNG 교사__09/NNG 휴양원/NNG (으)로/JKB 가/VV
265,솔밭/NNG (으)로/JKB 가/VV
266,거기/NP (으)로/JKB 가/VV 얘기/NNG
267,울산/NNP (으)로/JKB 가/VV 때__01/NNG
268,왕/NNP 형사__02/NNG 함께/MAG 거리__01/NNG (으)로/JKB 나서/VV
269,밥__01/NNG 어미__01/NNG 구덩이/NNG (으)로/JKB 내려가/VV
270,예정__02/NNG 그/NP 곧장/MAG 화장실/NNG (으)로/JKB 가/VV
271,승주/NNP 의심__03/NNG 듯/NNB 눈동자/NNG 옆/NNG (으)로/JKB 굴리/VV
272,짬뽕/NNG 그릇/NNG 눈__01/NNG 앞/NNG (으)로/JKB 다가오/VV
273,또/MAG 이제/MAG 어디/NP (으)로/JKB 가/VV
274,빨리/MAG 데/NNB (으)로/JKB 가/VV
275,그/NP 곧장/MAG 마루__03/NNG (으)로/JKB 나가/VV
276,지금__03/MAG 창가__01/NNG (으)로/JKB 고대__05/NNG 단비__01/NNG 내리/VV
277,자신__01/NNG 방__07/NNG (으)로/JKB 되돌아오/VV
278,재우/NNP 최/NNP 사장__15/NNG 함께/MAG 그/NP 사무실/NNG (으)로/JKB 가/VV
279,조상국/NNP 그리고/MAJ 나/NP 정면__01/NNG (으)로/JKB 바라보/VV
280,잠깐/NNG 이쪽/NP (으)로/JKB 나오/VV
281,무대__06/NNG 옆/NNG (으)로/JKB 가/VV
282,저/NP 남편__01/NNG 아이__01/NNG (으)로/JKB 달려가/VV
283,조금/MAG 있/VV 장례식장/NNG (으)로/JKB 출발/NNG 것/NNB
284,수혜/NNP 거실__02/NNG 바닥__01/NNG (으)로/JKB 맥없이__01/MAG 나동그라지/VV
285,며칠/NNG 전__08/NNG 초저녁/NNG 갑자기/MAG 그녀/NP 나/NP (으)로/JKB 다가오/VV
286,그리고/MAJ 덕호/NNP 앞/NNG (으)로/JKB 가/VV
287,빨리/MAG 덕판__02/NNG 가녘/NNG (으)로/JKB 나가/VV
288,서커스/NNG 난데없이/MAG 왜/MAG 낙타__02/NNG 바늘구멍/NNG (으)로/JKB 들어가__01/VV
289,우리/NP 초가집/NNG (으)로/JKB 들어가__01/VV
290,나/NP 다시/MAG 개울가/NNG (으)로/JKB 가/VV
291,나/NP 전화통/NNG (으)로/JKB 가/VV
292,세진/NNP 그/NP (으)로/JKB 살그머니/MAG 상체__01/NNG 기울이/VV
293,그런데/MAJ 마포/NNP 어디/NP (으)로/JKB 가/VV
294,조금__01/NNG 하늘/NNG (으)로/JKB 오르/VV 시작__01/NNG
295,초헌관/NNG 이하__02/NNG 모두/MAG 문__05/NNG 밖/NNG (으)로/JKB 나가/VV
296,밖/NNG (으)로/JKB 불러내/VV
297,그녀/NP 지금__03/MAG 그곳/NP (으)로/JKB 차__06/NNG 몰__01/VV
298,청운동/NNP 사직동/NNP (으)로/JKB 가/VV
299,마을__01/NNG 사람/NNG 집__01/NNG (으)로/JKB 몰려오/VV 것/NNB
300,교단__03/NNG (으)로/JKB 나오/VV
301,화제__07/NNG 길수/NNP 어느덧/MAG 금순/NNP 쪽__05/NNB (으)로/JKB 바뀌/VV
302,거기/NP (으)로/JKB 이사__14/NNG 좋/VA
303,닭/NNG 꼬꼬/MAG 꼬꼬/MAG 철망__02/NNG 근처/NNG (으)로/JKB 다가오/VV
304,그/NP 메르다/NNP 앞/NNG (으)로/JKB 상체__01/NNG 기울이/VV 말__01/NNG
305,바람__01/NNG 차__06/NNG 속__01/NNG (으)로/JKB 불어오/VV
306,형부__01/NNG 무엇/NP 마루__03/NNG (으)로/JKB 내던지/VV
307,철책/NNG 앞/NNG (으)로/JKB 바짝/MAG 다가가/VV
308,동현/NNP 빈/NNP 숲__01/NNG (으)로/JKB 핸들/NNG 돌리__04/VV
309,집__01/NNG (으)로/JKB 영__03/MAG 못/MAG 가/VV 지경/NNB
310,혹은/MAJ 앞/NNG (으)로/JKB 가/VV
311,갑동이/NNP 징동당/NNG 텔레비전/NNG (으)로/JKB 단배/NNP 부르/VV
312,제발/MAG 나/NP 쪽__05/NNB (으)로/JKB 오/VV
313,마을__01/NNG (으)로/JKB 들어가__01/VV 길__01/NNG 오솔길/NNG 하나/NR
314,순자/NNP 청량리/NNP 오팔팔/NNG (으)로/JKB 다시/MAG 가/VV
315,잠시/MAG 후__08/NNG 김동훈/NNP 화장실/NNG (으)로/JKB 들어가__01/VV
316,왼쪽/NNG (으)로/JKB 길/VA 패스/NNG
317,산__01/NNG 아래__01/NNG 계곡/NNG 쪽__05/NNB (으)로/JKB 걸어가/VV
318,해숙/NNP 창길/NNP 등__01/NNG 문밖/NNG (으)로/JKB 밀어내/VV
