Number,Sentence
27,번/NNB 번/NNB 나무__01/NNG 사이__01/NNG (으)로/JKB 사리탑/NNG 보이__01/VV
28,아래__01/NNG 바위__01/NNG 사이__01/NNG (으)로/JKB 날아가/VV 갈매기/NNG
29,년__02/NNB 청원군/NNP (으)로/JKB 학교/NNG 옮기/VV
30,담__01/NNG 너머/NNG (으)로/JKB 정수리/NNG 보__01/VV
31,또/MAJ 곳__01/NNG (으)로/JKB 옮기/VV
32,정말/MAG 마음속/NNG (으)로/JKB 대단히/MAG 슬프/VA
33,한쪽/NNG 가장자리/NNG (으)로/JKB 돼지우리/NNG 닭장/NNG 있/VV
34,엘리베이터/NNG 문짝/NNG 무늬/NNG 사이__01/NNG (으)로/JKB 자신__01/NNG 모습__01/NNG 비치__01/VV
35,그/NP 축대/NNG 너머/NNG (으)로/JKB 무엇/NP 보__01/VV
36,중국/NNP 상하이/NNP (으)로/JKB 눈__01/NNG 돌리__04/VV
37,지난달/NNG 상당산성/NNP (으)로/JKB 소풍__02/NNG 가/VV
38,그녀/NP 안__01/NNG (으)로/JKB 숨__01/NNG 들이마시__02/VV
39,전교__01/NNG 운동장/NNG (으)로/JKB 모이/VV 종소리/NNG
40,가끔/MAG 잠__01/NNG 속__01/NNG (으)로/JKB 보호실/NNG 변기통/NNG 물소리/NNG 들리__03/VV
41,언제/NP 다시/MAG 돌개/NNP (으)로/JKB 되돌아오/VV
42,어디/NP (으)로/JKB 오/VV
43,사흘/NNG 뒤__01/NNG 그/NP 다방__02/NNG (으)로/JKB 불러내/VV 이재필/NNP
44,그래서/MAJ 여행__02/NNG 포기__02/NNG 산티니케탄/NNP (으)로/JKB 돌아오/VV
45,저녁/NNG 시/NNB 우리/NP 평양/NNP (으)로/JKB 돌아오/VV
46,지섭/NNP 만족__01/NNG 집__01/NNG (으)로/JKB 돌아오/VV
47,왜/MAG 하필/MAG 데/NNB (으)로/JKB 오/VV 거/NNB
48,차창/NNG 밖/NNG (으)로/JKB 어촌/NNG 풍경__01/NNG 보이__01/VV
49,품이/NNP 마음__01/NNG 곳__01/NNG (으)로/JKB 쏠리/VV
50,특히/MAG 정은철이/NNP 얘/NP 반__11/NNG (으)로/JKB 보내/VV
51,유리창/NNG 너머/NNG (으)로/JKB 국회의원/NNG 얼굴/NNG 보이__01/VV
52,청소__06/NNG 도구__10/NNG 정리__09/NNG 집__01/NNG (으)로/JKB 돌아가/VV
53,나/NP 창__09/NNG 밖/NNG (으)로/JKB 논둑/NNG 내다보/VV
54,차창/NNG 밖/NNG (으)로/JKB 바다/NNG 보이__01/VV
55,창밖/NNG (으)로/JKB 도심__04/NNG 밤__01/NNG 풍경__01/NNG 내려다보이/VV
56,춘기/NNP 낙담/NNG 집__01/NNG (으)로/JKB 돌아가/VV 생각__01/NNG
57,우리/NP 달러/NNG 데/NNB (으)로/JKB 다/MAG 새__01/VV
58,그즈음/NNG 그/NP 워싱턴/NNP 거처__02/NNG (으)로/JKB 삼__02/VV
59,곧/MAG 너/NP 집__01/NNG (으)로/JKB 오/VV 거/NNB
60,전부/MAG 복도__04/NNG (으)로/JKB 나오/VV
61,나/NP 먼저/MAG 그곳/NP (으)로/JKB 전화__07/NNG 걸__02/VV
62,퇴근/NNG 명휘/NNP (으)로/JKB 오/VV
63,웬일/NNG 학교/NNG (으)로/JKB 전화__07/NNG 다/MAG 하/VV
64,아이__01/NNG 종갓집/NNG (으)로/JKB 몰려가/VV 모양__02/NNG
65,조사단/NNG 대부분/NNG 변함없이/MAG 내일/NNG 여기/NP (으)로/JKB 내려오/VV 것/NNB
66,아이__01/NNG 꽃__01/NNG 대야__01/NNG 둘레/NNG (으)로/JKB 모이/VV
67,그러나/MAJ 청년/NNG 뒷말__01/NNG 곳__01/NNG (으)로/JKB 튀/VV
68,그래도/MAJ 단골__01/NNG 손__02/NNG 많/VA 곳__01/NNG (으)로/JKB
69,저만큼/MAG 잔솔밭/NNG 사이__01/NNG (으)로/JKB 원피스/NNG 자락__01/NNG 보이__01/VV
70,애__02/NNG 부산/NNP (으)로/JKB 시집__01/NNG 잘/MAG 가/VV
71,언제/MAG 나라/NNG (으)로/JKB 들어오/VV 것/NNB
72,배천/NNP 토탄__01/NNG 많이/MAG 나/VV 곳__01/NNG (으)로/JKB 유명__01/NNG
73,그날/NNG 밤__01/NNG 유필호/NNP 봉삼/NNP 자기/NP 처소/NNG (으)로/JKB 부르/VV
74,구름__01/NNG 사이__01/NNG (으)로/JKB 빛나/VV 초생대/NNG 지형/NNG
75,잠실/NNP (으)로/JKB 무대__06/NNG 옮기/VV 한국/NNP 시리즈/NNG 연전__03/NNG
76,할머니/NNG 중국/NNP (으)로/JKB 건너오/VV 지__02/NNB 년__02/NNB
77,거기/NP (으)로/JKB 나가/VV
78,오드바이/NNP 바로/MAG 외나무/NNG 다리__02/NNG (으)로/JKB 접어들/VV
79,눈꼬리/NNG 짬__01/NNG (으)로/JKB 물기/NNG 흘러내리/VV
80,사이__01/NNG (으)로/JKB 히딩크/NNP 감독__02/NNG 선수__05/NNG 모습__01/NNG 보이__01/VV
81,이윽고/MAG 담당/NNG 의사__12/NNG 우리/NP 안__01/NNG (으)로/JKB 부르/VV
82,늬/NP 어무니/NNG 공동묘지/NNG (으)로/JKB 모시/VV
83,굴뚝/NNG 속__01/NNG (으)로/JKB 그/NP 다녀가/VV 것/NNB
84,게다가/MAG 큰형/NNG 친구__02/NNG 사람/NNG 오늘/MAG 여기/NP (으)로/JKB 또/MAG 오/VV
85,그리고/MAJ 부랴부랴/MAG 서울/NNP (으)로/JKB 도망치/VV
86,무엇/NP 당신/NP 이곳/NP (으)로/JKB 오/VV
87,돌개/NNP 사람/NNG 반드시/MAG 돌개/NNP (으)로/JKB 돌아오/VV
88,욕실/NNG (으)로/JKB 짐작/NNG 작__01/VA 문__05/NNG 하나/NR
89,순이/NNP 엄마/NNG 선상__88/NNG 순이/NNP 집__01/NNG (으)로/JKB 모시/VV
90,우리/NP 옆/NNG 골목__01/NNG 여관__03/NNG (으)로/JKB 자리__01/NNG 잡__01/VV
91,그녀/NP 어깨__01/NNG 너머/NNG (으)로/JKB 제단__02/NNG 눈__01/NNG 들어오/VV
92,효철/NNP 다희/NNP 머리칼/NNG 사이__01/NNG (으)로/JKB 얼굴/NNG 묻__02/VV
93,나무__01/NNG 사이__01/NNG (으)로/JKB 하늘다람쥐/NNG 날아다니/VV
94,그럼/MAJ 홍보실/NNG (으)로/JKB 발령/NNG 내__02/VV
95,사회자/NNG 전년도/NNG 우승자/NNG 이세돌/NNP 단상__03/NNG (으)로/JKB 불러내/VV
96,국도__04/NNG (으)로/JKB 들어서/VV 추월__01/NNG 시작__01/NNG
97,영애/NNP 커텐/NNG 사이__01/NNG (으)로/JKB 들여다보/VV
98,민이/NNP 할아버지/NNG 함께/MAG 서울/NNP (으)로/JKB 오/VV
99,고속도로/NNG 건너편/NNG (으)로/JKB 슬라이드/NNG 지나치/VV 도시__03/NNG
100,그런데/MAJ 다음날/NNG 조국/NNP 교무실/NNG (으)로/JKB 불리__04/VV
101,한시__01/NNG 빨리/MAG 그곳/NP (으)로/JKB 가/VV
102,빨리/MAG 방__07/NNG 안__01/NNG (으)로/JKB 모시/VV
103,여름__01/NNG 미술/NNG 학교/NNG (으)로/JKB 모이/VV
104,신문사/NNG 효창공원/NNP 옆/NNG (으)로/JKB 이사__14/NNG 하/VV 것/NNB
105,입/NNG 사이__01/NNG (으)로/JKB 금니__01/NNG 살짝/MAG 보이__01/VV
106,여름__01/NNG 방학/NNG 때__01/NNG 제주도/NNP 우리/NP 집__01/NNG (으)로/JKB 그이/NP 찾아오/VV
107,선생__01/NNG 집__01/NNG (으)로/JKB 제/NP 찾아가/VV 안/MAG
108,흡연/NNG 좌석/NNG (으)로/JKB 주/VV
109,어머니/NNG 그림자/NNG 머릿속/NNG (으)로/JKB 지나가/VV
110,햇빛/NNG 아카시아/NNG 나무__01/NNG 사이__01/NNG (으)로/JKB 은빛/NNG 비늘__01/NNG 퍼덕이/VV
111,집__01/NNG (으)로/JKB 다시/MAG 들어오/VV 그날/NNG 말__01/NNG
112,사람/NNG 다/MAG 뒷말__01/NNG 마음속/NNG (으)로/JKB 삼키/VV 채__09/NNB
113,국내__02/NNG (으)로/JKB 눈__01/NNG 돌리__04/VV
114,농부__01/NNG 하나/NR 억새풀/NNG 사이__01/NNG (으)로/JKB 올라오/VV
115,출근/NNG 우선/MAG 공보부/NNG (으)로/JKB 하/VV
116,년__02/NNB 술탄/NNG 빌라랍/NNP 궁전__05/NNG (으)로/JKB 세우__01/VV
117,시내__03/NNG (으)로/JKB 들어서/VV 주위__02/NNG 어둑어둑/MAG
118,침대__02/NNG 개인__02/NNG 방__07/NNG (으)로/JKB 주/VV
119,고속도로/NNG 어디/NP (으)로/JKB 뚫리/VV 것/NNB
120,여건__01/NNG 주어지/VV 연해주/NNP (으)로/JKB 이주__06/NNG
121,거기/NP (으)로/JKB 호구__02/NNG 조사__30/NNG 오/VV 것/NNB
122,셔츠/NNG 틈새/NNG (으)로/JKB 우윳빛/NNG 젖가슴/NNG 살짝/MAG 엿보이/VV
123,패하/VV 틈__01/NNG (으)로/JKB 전기__15/NNG 낭비/NNG
124,저/NP 블라인드/NNG 사이__01/NNG (으)로/JKB 밖/NNG 내다보/VV
125,지휘/NNG 소대__03/NNG 모두/MAG 앞마당/NNG (으)로/JKB 모이/VV
126,경품/NNG 원하__02/VV 주소__01/NNG (으)로/JKB 배달/NNG
127,단원/NNP 고향__02/NNG 확증/NNG 없/VA 안산/NNP (으)로/JKB 추정__02/NNG
128,예전__01/NNG 사당동/NNP 시장__04/NNG 입구__02/NNG (으)로/JKB 붙/VV
129,병문/NNP 등짝/NNG (으)로/JKB 식은땀/NNG 줄줄/MAG 흘리/VV
130,구만이/NNP 너/NP 이제__01/NNG 구멍/NNG (으)로/JKB 안/MAG 다니/VV
131,춘기/NNP 유리창/NNG 너머/NNG (으)로/JKB 경찰서/NNG 정문__03/NNG 살피/VV
132,하/VV 방__07/NNG (으)로/JKB 인도__06/NNG
133,아이__01/NNG 울타리/NNG 사이__01/NNG (으)로/JKB 염소__01/NNG 종이__01/NNG 주/VV
134,여자__02/NNG 붉은청년근위대/NNP 야영소/NNG (으)로/JKB 배속/NNG 가/VV
135,유형기/NNP 어디/NP (으)로/JKB 잠적/NNG 모르/VV
136,관할/NNG 수도사업소/NNG 민원실/NNG 요금과/NNG (으)로/JKB 문의__03/NNG 되__01/VV
137,늘/MAG 우리/NP 집__01/NNG 앞/NNG (으)로/JKB 지나다니/VV
138,남조/NNP 가만히/MAG 문틈/NNG (으)로/JKB 방__07/NNG 안__01/NNG 들여다보/VV
139,어차피/MAG 안개섬/NNP (으)로/JKB 못/MAG 들어가__01/VV
140,창__09/NNG 밖/NNG (으)로/JKB 표지판/NNG 보이__01/VV
141,그러나/MAJ 속__01/NNG (으)로/JKB 긴장/NNG 되__01/VV
142,담장__01/NNG 너머/NNG (으)로/JKB 그/NP 집__01/NNG 쳐다보/VV
143,주로/MAG 어디/NP 생활/NNG 근거지/NNG (으)로/JKB 삼__02/VV
144,둘째/NR 점포/NNG 공간__05/NNG (으)로/JKB 만들/VV
145,괜찮/VA 곳__01/NNG (으)로/JKB 미리/MAG 예약/NNG
146,욕실/NNG 문틈/NNG (으)로/JKB 샤워/NNG 중__04/NNB 그녀/NP 보이__01/VV
147,더구나/MAG 셋방/NNG (으)로/JKB 돌아다니/VV 터/NNB
148,문틈/NNG (으)로/JKB 밖/NNG 내다보/VV
149,이제/MAG 저쯤/NNG 갈밭/NNG 모리__03/NNG (으)로/JKB 소녀__02/NNG 나타나/VV
150,속__01/NNG (으)로/JKB 눈물__01/NNG 나/VV
151,격자창/NNG 너머/NNG (으)로/JKB 데크/NNG 처마__01/NNG 보이__01/VV 거실__02/NNG
152,잠지/NNG 있/VV 데/NNB (으)로/JKB
153,그래서/MAJ 나/NP 지국장/NNG 속__01/NNG (으)로/JKB 욕하/VV
154,그다지/MAG 크/VA 창__09/NNG 너머/NNG (으)로/JKB
155,펑크/NNG 나/VV 혼__02/NNG 사이__01/NNG (으)로/JKB
156,마카오/NNP 친구__02/NNG 집__01/NNG (으)로/JKB 돌아다니/VV
157,편__04/NNB (으)로/JKB 사람/NNG 주욱/MAG 서/VV
158,밤__01/NNG 벽__06/NNG (으)로/JKB 다니/VV 곤충/NNG
